SampleID,Isdrillhol,SiO2_4AES_,TiO2_4AES_,Al2O3_4AES,Fe2O3_4AES,MnO_4AES_p,MgO_4AES_p,CaO_4AES_p,Na2O_4AES_,K2O_4AES_p,P2O5_4AES_,Cr2O3_4AES,TOT_C_4AES,TOT_S_4AES,LOI_4AES_p,Sum_4AES_p,Ba_4AES_pp,Cu_1DXMS_p,Pb_1DXMS_p,Zn_1DXMS_p,Ag_1DXMS_p,Au_1DXMS_p,As_1DXMS_p,Sb_1DXMS_p,Bi_1DXMS_p,Cd_1DXMS_p,Hg_1DXMS_p,Tl_1DXMS_p,Se_1DXMS_p,V_4AES_ppm,Ni_1DXMS_p,Co_4AES_pp,Sc_4AES_pp,Rb_4AES_pp,Sr_4AES_pp,Cs_4AES_pp,Sn_4AES_pp,W_4AES_ppm,Mo_1DXMS_p,Ga_4AES_pp,Be_4AES_pp,U_4AES_ppm,Hf_4AES_pp,Ta_4AES_pp,Th_4AES_pp,Nb_4AES_pp,Y_4AES_ppm,Zr_4AES_pp,La_4AES_pp,Ce_4AES_pp,Pr_4AES_pp,Nd_4AES_pp,Sm_4AES_pp,Eu_4AES_pp,Gd_4AES_pp,Tb_4AES_pp,Dy_4AES_pp,Ho_4AES_pp,Er_4AES_pp,Tm_4AES_pp,Yb_4AES_pp,Lu_4AES_pp,Wgt_4AES_k
93J0625,N,57.96,1.114,12.81,10.56,0.13,4.04,7.38,3.52,0.3,0.18,0.027,0.06,0.04,1.8,99.83,68,47.7,1.2,39,<0.1,1,0.7,0.1,<0.1,<0.1,<0.01,<0.1,<0.5,151,22.9,22.5,31,8.1,313.2,0.2,2,<0.5,0.4,20.9,1,0.2,4.7,0.4,1,6.7,60.6,161.2,9.6,26.2,4.07,20.8,6.3,1.96,8.49,1.6,10.03,2.19,6.37,0.95,6.14,0.97,0.87
73S0619,N,58.64,1.329,12.41,13.59,0.22,2.52,3.62,4.75,0.28,0.24,<0.002,0.05,0.04,2.3,99.9,59,4.7,1,45,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,22,0.6,23,23,10.2,108.1,1,<1,<0.5,0.2,21.2,<1,0.5,5.4,0.4,1.5,7.1,42.6,174.6,11.3,30.7,4.38,21.3,5.69,1.7,6.7,1.22,7.1,1.48,4.34,0.66,4.14,0.65,0.54
73J1760,N,57.77,1.276,11.51,12.65,0.21,1.95,9.78,1.44,0.08,0.444,<0.002,0.22,<0.02,2.8,99.87,23,2,0.6,53,<0.1,0.6,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,<8,0.7,19.9,28,2,88.4,0.7,1,<0.5,0.4,24.2,<1,0.3,4.8,0.4,1.1,8.5,49.8,163.1,10.9,27.4,4.26,21.2,6.15,1.93,7.46,1.39,8.32,1.77,5.42,0.79,4.96,0.75,0.78
92J0150,N,56.5,1.331,11.94,15.35,0.25,2.3,5.27,3.17,1.14,0.432,0.002,0.02,2.26,2.1,99.82,241,77.4,8.1,48,0.3,10.1,<0.5,0.1,2.1,<0.1,0.02,<0.1,1.1,16,1.3,21.5,31,38.7,165.7,1.7,<1,0.9,5.2,19.1,1,0.3,4.6,0.4,0.9,7.6,61.6,157.8,10.1,30.7,4.75,24.8,7.53,2.31,9.39,1.67,10.22,2.21,6.74,1.01,6.17,1,0.6
93D0304,N,54.77,1.511,13.28,14.72,0.19,3.95,5.18,3.3,0.2,0.391,0.009,0.03,0.03,2.3,99.82,53,17.7,0.4,76,<0.1,1.8,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,99,21.6,26.7,32,7.1,101,0.2,<1,<0.5,0.4,22.2,1,0.3,5.8,0.6,0.8,8,66.3,171,10.1,28.6,4.55,24.5,7.3,2.44,9.79,1.82,11.26,2.42,7.16,1.08,6.93,1.13,0.54
TI1049,N,55.63,1.376,12.03,14.71,0.27,2.61,4.59,3.44,0.25,0.527,0.004,0.51,0.05,4.4,99.86,167,16.1,0.9,138,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,0.01,<0.1,<0.5,29,11.7,22.5,31,7.8,123.4,6.7,2,<0.5,0.5,21.7,1,0.2,6,0.6,1.2,9.2,68.5,193.4,11.8,33.4,5.09,23.4,8.74,3.32,11.55,2.16,13.12,2.77,8.2,1.25,7.87,1.24,0.72
86-13,N,53.29,1.271,11.06,12.84,0.21,2.15,5.38,2.44,0.43,0.461,0.004,2.71,0.4,10.3,99.84,86,28.1,2.4,132,0.1,1,87.6,1.3,<0.1,0.2,0.08,0.7,<0.5,37,12.5,31.5,28,9.4,80.9,0.9,2,1.1,0.4,21.6,1,0.2,5.1,0.4,1.1,8.2,65.7,171.7,11.3,32.1,5.07,26,7.93,2.56,10.56,1.85,10.98,2.37,7,1.07,6.83,1.07,0.85
92J0083,N,53.51,1.516,13.16,15.16,0.23,6.38,4.64,1.63,0.51,0.366,0.022,0.04,0.29,2.7,99.79,155,53.1,1.8,76,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,0.9,114,27.4,27.9,34,12.7,95.5,0.6,2,<0.5,0.6,20.6,<1,0.3,5.4,0.5,0.8,7.6,62.5,164.9,9.7,27.9,4.31,21.8,7.2,2.36,9.45,1.72,10.65,2.21,6.98,1.05,6.75,1.05,1.22
32977,N,53.01,1.377,11.84,13.24,0.15,2.56,5.68,1.61,0.58,0.511,0.004,2.11,0.09,9.3,99.89,123,4.9,0.5,79,<0.1,1.3,2,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,31,6.4,12.5,30,14.1,60.5,1.5,<1,2.4,0.2,22.5,1,0.2,5.9,0.6,1,9,73,193.1,11.4,33.5,5.21,28.5,8.49,2.58,11.39,2.03,12.66,2.68,7.95,1.2,7.84,1.19,0.97
TB09009,N,53.06,1.398,11.92,16.79,0.25,3.2,4.75,2.39,0.01,0.494,0.005,0.81,0.05,5.6,99.84,15,24.2,0.5,154,<0.1,1,4,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,32,9.2,20.6,32,0.2,82.5,0.2,1,2.3,0.5,21,<1,0.2,5.4,0.5,0.8,6.9,69.7,164.8,14.5,36.9,6.02,31.9,8.89,2.94,11.38,2.03,12.13,2.68,7.55,1.18,7.26,1.16,1.22
TI4463,N,53.69,1.2,10.17,17.73,0.1,3.72,0.66,0.24,1.5,0.45,0.004,1.14,7.16,10.4,99.86,129,6.4,11.5,188,0.9,4.2,68.1,0.2,2.4,0.1,0.05,<0.1,1.6,24,19.8,37,25,28.3,26.6,0.3,2,2.2,0.6,20.8,<1,0.3,4.7,0.4,0.8,7.1,55.8,150.2,8.1,22.4,3.33,16.4,5.61,2.49,7.92,1.47,9.54,2,6.19,1.01,6.12,1.01,0.77
TI4444,N,55.15,1.371,11.51,12.26,0.31,3.73,4.96,1.47,0.57,0.508,0.004,1.64,0.76,8,99.86,94,18.3,7.7,192,0.2,2.2,8.8,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,31,25,20.3,29,13.2,71.4,0.2,1,0.6,0.6,20.4,<1,0.3,5,0.5,1.1,7.7,66.7,169.7,10.1,28.7,4.76,24.5,7.55,2.06,9.74,1.81,10.99,2.43,7.09,1.1,7.26,1.1,1.37
TI4102,N,57.04,1.396,11.64,15.61,0.23,2.87,2.64,1.25,0.72,0.503,0.004,0.83,2.44,5.9,99.75,103,11.3,29.7,857,0.4,5.1,23.5,0.1,0.8,2,0.06,<0.1,0.8,47,8.3,22.6,31,15.1,38.3,0.2,1,0.6,0.6,21.9,<1,0.3,5.6,0.5,1,8.1,67.2,173.6,11.5,33.2,5.17,27.3,8,2.07,10.82,1.9,12.25,2.52,7.31,1.11,6.73,1.09,0.63
TB09034,N,51.67,1.155,9.62,13.9,0.24,3.48,6.83,1.99,0.1,0.416,0.003,2.64,<0.02,10.4,99.85,34,14.4,0.3,117,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,0.6,48,20.8,19.9,32,2.2,68.3,<0.1,1,<0.5,0.2,16.3,<1,0.2,4.4,0.4,0.6,6.5,54.2,144.3,9,26,3.97,21.7,6.76,1.97,8.96,1.59,9.66,2.09,6.18,0.95,5.8,0.91,1.19
TI1480,N,54.3,1.521,12.58,15.92,0.29,3.29,3.71,2.75,0.03,0.53,0.006,0.64,0.18,4.9,99.83,13,65,2.3,201,<0.1,1.7,16.6,<0.1,<0.1,0.6,<0.01,<0.1,0.6,35,12.6,23.9,33,0.4,66.8,<0.1,<1,0.7,0.4,22.3,2,0.2,5.2,0.5,0.7,8.3,70.6,182.3,10.7,31.9,4.94,26.6,8.25,2.29,11.36,2.05,12.53,2.74,7.97,1.23,7.39,1.18,0.34
85J0742,N,49.98,1.431,11.13,11.53,0.19,1.73,6.29,4.11,1.41,0.257,<0.002,2.44,4.19,11.8,99.84,310,100.4,4.4,52,0.3,2813.8,>10000,6,<0.1,0.1,0.04,<0.1,<0.5,23,1.5,19.9,30,21,67.2,0.4,<1,78.1,0.1,17,<1,0.2,4.9,0.3,0.8,7.1,48.3,149.6,6.4,21.6,3.39,17.2,5.89,1.7,7.44,1.39,9.02,1.85,5.45,0.87,6.05,0.89,0.76
93D0226,N,54.82,1.519,11.42,17.08,0.26,2.26,5.24,2.21,0.1,0.644,<0.002,0.51,0.13,4.3,99.82,96,29.3,1.3,174,<0.1,<0.5,1,<0.1,<0.1,<0.1,<0.01,<0.1,1.1,25,4.7,24.5,32,5.2,111.3,0.5,2,0.5,0.4,22.6,<1,0.3,5.3,0.5,0.7,8,69.5,160,10.2,30.4,4.97,26.8,8.06,2.84,10.74,1.95,11.76,2.55,7.45,1.09,7.09,1.11,0.52
83J0275,N,53.61,1.53,11.09,19.49,0.11,1.59,3.46,3.5,0.1,0.668,0.003,0.02,1.6,3.2,98.31,46,0,2.8,162,23.8,1163,8.7,0.3,5.4,2.3,0.18,<0.1,8.1,23,22.8,24.4,33,3,328.8,0.6,3,8.7,36.3,18.7,<1,1.3,5.4,0.5,0.6,8.6,69.1,168.3,8.1,23.2,3.88,21.6,7.7,2.03,10.8,1.93,12.08,2.6,7.41,1.04,6.43,1.03,0.88
83J0523,N,52.5,1.783,12.51,19.01,0.3,3.84,4.89,2.94,0.57,0.198,<0.002,<0.02,0.02,1.2,99.78,131,42.8,0.7,93,<0.1,3.7,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,207,2.2,40.9,39,20.2,112.5,0.3,<1,<0.5,0.5,20.7,<1,0.2,4.6,0.4,0.9,6.6,51.5,158,8.4,22.8,3.49,18.6,5.26,1.65,7.25,1.33,8.58,1.86,5.65,0.82,5.62,0.84,0.97
85J0105,N,53.59,1.717,11.75,17.75,0.28,2.91,6.28,3.52,0.76,0.25,<0.002,<0.02,0.34,1,99.84,71,76.7,1,88,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,0.1,0.7,37,0.6,25.8,30,21.7,166.7,2.6,2,<0.5,1,23.7,<1,0.2,5.8,0.7,0.9,9.2,59.1,184.8,15.1,37,5.27,25.3,7.24,2.44,9.12,1.73,10.12,2.23,6.45,0.98,6.49,0.98,0.67
92J0324,N,58.31,1.788,11.63,15.05,0.07,4.36,1.13,2.07,0.51,0.014,<0.002,0.17,2.24,4.6,99.52,40,2145.2,2,97,0.7,15.9,0.6,<0.1,1.4,0.2,0.01,<0.1,1,95,12,190.7,29,11.4,18.2,0.3,2,1.7,0.1,20.6,<1,0.5,7.3,0.5,0.4,5.7,51.4,242.5,2.9,6.9,0.83,3.8,1.69,0.63,4.37,1.02,7.35,1.73,5.5,0.9,6.05,1.06,0.42
TB09038,N,44.79,2.207,13.24,17.26,0.23,5.69,5.77,1.19,0.95,0.434,0.019,1.15,<0.02,7.9,99.73,224,52.7,2.5,152,<0.1,0.8,2.1,<0.1,<0.1,0.1,<0.01,<0.1,<0.5,209,67.9,45.1,35,20.6,64.6,0.3,2,<0.5,0.4,17.6,<1,0.3,6.3,0.6,1.7,8.2,42.6,246.9,11.3,29.6,4.2,20.3,5.77,1.94,7.52,1.3,7.9,1.71,4.87,0.74,4.8,0.76,1.14
K41-08,N,47.52,2.276,13.58,15.76,0.28,5.39,8.79,2.12,0.55,0.349,0.02,0.17,0.2,3.1,99.71,287,47.1,1.2,110,<0.1,1,1.3,<0.1,<0.1,0.1,<0.01,<0.1,<0.5,359,47,56.2,47,10.1,149.9,0.3,1,<0.5,0.5,19.4,<1,0.3,5.9,0.4,1.1,6.9,44.2,203,10.5,29.4,4.11,20.5,5.33,1.89,6.99,1.23,7.74,1.65,4.77,0.74,4.77,0.71,0.86
85J0797,N,51.29,2.037,11.49,18.77,0.21,2.32,3.58,4.66,0.12,0.615,<0.002,1.04,<0.02,4.7,99.84,57,0.8,0.7,103,<0.1,2.1,30,0.6,<0.1,<0.1,<0.01,<0.1,<0.5,22,3.3,18.9,31,3,103.9,0.3,<1,<0.5,0.4,20.5,1,0.2,5.1,0.5,0.4,10.5,47.6,192.7,9.5,27.5,3.92,20.2,6.36,2.52,8.18,1.48,9.01,1.95,5.2,0.85,5.7,0.88,1.03
J01E,N,61.39,2.008,11.32,11.6,0.17,1.88,4.99,4.18,0.15,0.559,<0.002,0.11,0.31,1.6,99.83,78,17.8,2,61,<0.1,<0.5,0.8,<0.1,<0.1,0.1,<0.01,<0.1,<0.5,125,3,19.5,38,6.7,102.5,0.5,1,<0.5,0.3,18.1,<1,0.2,6.1,0.5,0.7,7.4,59,226.1,8.5,25.5,3.98,21.5,6.73,2.52,8.9,1.62,10.13,2.11,6.27,0.98,6.34,1,0.67
