SampleID,SiO2,TiO2,Al2O3,Fe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,Cr2O3,Total C,Total S,LOI,Sum,Ba,Cu,Pb,Zn,Ag,Au,As,Sb,Bi,Cd,Hg,Tl,Se,V,Ni,Co,Sc,Rb,Sr,Cs,Sn,W,Mo,Ga,Be,U,Hf,Ta,Th,Nb,Y,Zr,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Wgt,Affinity,Group,Total_BM
KL2187 75FT,46.14,1.523,16.89,11.93,0.23,1.32,3.71,1.3,7.1,0.49,<0.002,1.55,0.07,8.1,98.75,5892,106.8,21.9,155,0.1,7.3,4.7,0.4,0.4,<0.1,<0.01,<0.1,0.6,437,1.2,18.2,11,279.3,917.9,5.4,5,<0.5,0.2,33.9,15,14.6,23.4,1.7,77.2,39.5,84,969.3,253.9,575.2,62.8,245.8,42.4,10.6,29.8,3.9,17.1,2.6,6.3,0.9,5.2,0.7,0.6,ALK,Mafic ,283.7
LKS047,42.3,1.735,12.09,12.67,0.36,3.42,17.04,3.11,1.8,1.57,0.004,0.42,0.1,2.4,98.53,3038,38.7,25.8,199,<0.1,<0.5,12.1,<0.1,0.1,0.9,0.02,0.3,0.8,387,18.5,33.4,7,36.9,3053.1,2.4,6,1.9,<0.1,18.6,3,14.4,27.9,1.9,90,28.5,150.6,1274.7,620.9,1542.8,171.7,669.1,105,27,68.8,8.1,33.4,4.8,11,1.4,8.2,1.1,0.9,ALK,Mafic ,263.5
85J0695,42.04,0.688,7.95,11.42,0.24,19.11,10.71,0.15,0.15,0.297,0.099,0.56,<0.02,6.6,99.54,57,94.6,1.5,108,<0.1,<0.5,2.3,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,147,444.1,64.2,24,9.4,256.7,1.2,<1,<0.5,<0.1,10.3,2,0.8,2,0.3,3.3,11.6,15.5,72.8,32.2,73.8,9.2,35.9,6.1,1.5,4.8,0.6,3.2,0.5,1.5,0.2,1.5,0.2,1.9,ALK,Mafic ,204.1
00-CMV-267-B,58.66,1.338,15.02,6.73,0.1,4.14,5.28,5.03,0.03,0.356,0.016,0.21,0.04,3,99.72,42,70.7,14.9,100,0.2,<0.5,21.8,0.1,0.3,0.3,<0.01,<0.1,<0.5,131,66.9,23.1,13,0.5,820.2,<0.1,<1,1.1,0.4,20.6,<1,1.1,4,0.7,4.6,15.2,14.1,142.2,32.9,76.6,9.7,39.3,6.5,1.7,4.5,0.6,2.7,0.5,1.1,0.2,1,0.2,0.6,ALK,Mafic ,185.6
Kirk-Comm,41.25,1.152,11.92,11.95,0.23,3.34,8.29,0.17,10.03,0.72,0.004,3.13,2.92,10.2,99.21,2853,136.3,21.1,59,0.3,190.4,10.7,0.7,0.6,<0.1,0.07,<0.1,1.7,239,24.6,41.1,9,199.8,1684.9,1.9,2,28.9,1.2,15.9,<1,4.6,3.3,0.5,23.5,12.6,46.1,117.6,131.9,287.4,33.9,134.8,26.6,6.7,20.5,2.4,10.3,1.4,3.1,0.4,2.2,0.3,1.3,ALK,Mafic ,216.4
SAS 505-340 19.4M,29.79,0.955,9.36,8.16,0.13,8.17,15.34,3.63,0.92,0.615,0.029,6.29,0.2,22.5,99.6,430,169.8,2.5,48,<0.1,7.5,7.6,0.6,<0.1,0.1,0.06,<0.1,<0.5,207,107.6,34.8,30,30.3,710.5,1.1,<1,4.8,<0.1,10.1,2,0.7,1.4,0.3,3.3,10.1,13.3,52.6,59.6,151.6,18.7,75.9,11.1,2.5,5.9,0.7,3.3,0.5,1.2,0.2,0.9,0.1,0.6,ALK,Mafic ,220.3
TI2641,46.41,1.788,14.94,12.73,0.14,4.38,12.31,2.84,0.11,0.489,0.021,0.51,<0.02,3.6,99.74,40,1.4,1,28,<0.1,1.9,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,191,85,48.3,23,1.3,680.8,<0.1,2,0.9,0.2,17.9,1,0.5,3.4,1.4,2.6,27.8,23.6,135.3,42.5,109.2,12.8,48.7,7.5,1.9,5.6,0.8,4.7,0.8,2.2,0.3,2,0.3,0.8,ALK,Mafic ,30.4
76J0783,46.32,1.343,8.35,18.5,0.25,9.01,11.34,2.09,0.29,0.079,0.061,0.33,0.05,2,99.68,65,266.9,3,48,<0.1,2.1,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,263,49.4,74.5,39,9.4,158.9,1,<1,<0.5,0.2,13.5,1,0.3,1.9,0.8,1.1,11.5,15.9,71.9,12.5,29.8,3.7,16.1,3.8,1.1,3.7,0.5,3.3,0.6,1.8,0.2,1.6,0.2,0.8,ALK,Mafic ,317.9
76J0784,46.1,1.895,11.45,20.71,0.27,4.3,9.73,3.64,0.31,0.124,<0.002,0.22,0.04,1,99.53,192,389.8,1.6,62,0.1,3.5,<0.5,<0.1,<0.1,0.4,<0.01,<0.1,<0.5,255,14.9,65.6,16,7.1,1637.9,0.4,1,0.7,0.2,16.4,1,0.4,2.4,1,1.4,14.7,20.9,89.2,18,39.5,5.2,22.4,4.9,1.6,4.5,0.7,4.2,0.8,2.3,0.4,2,0.3,0.8,ALK,Mafic ,453.4
83J0204,47.28,2.452,13.75,18.69,0.38,3.23,7.75,1.91,0.08,1.264,<0.002,0.09,0.12,3,99.8,62,21.6,1,181,<0.1,1.1,1.7,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,43,0.3,22.5,40,2.3,333.8,0.1,<1,<0.5,0.6,20.1,<1,0.3,1.7,0.5,1,9.1,39.8,62.7,20.2,53.9,7.6,35.7,8.1,2.8,8.4,1.4,7.3,1.4,3.8,0.6,3.3,0.5,1,ALK,Mafic ,203.6
76J0792,41.65,1.936,5.89,24.55,0.29,9.81,11.64,0.55,0.5,0.062,<0.002,0.39,0.03,2.7,99.58,88,616.7,1.8,56,0.2,3,0.6,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,524,134.9,120.8,40,17.2,124.7,1.2,<1,<0.5,0.2,11.9,<1,0.1,1.3,0.5,0.4,7.3,11.8,45,8.2,19.4,2.6,12.4,2.8,0.8,2.6,0.4,2.4,0.4,1.2,0.2,1.1,0.1,1.1,ALK,Mafic ,674.5
73J1587,67.52,0.411,15.18,4.13,0.05,1.79,3.41,3.5,1.23,0.113,0.002,0.21,0.02,2.5,99.82,241,25.4,1.3,83,<0.1,0.7,<0.5,<0.1,<0.1,0.1,<0.01,<0.1,<0.5,65,19.8,11.2,8,55.1,439.9,0.3,<1,0.7,0.3,19.6,<1,0.5,3.2,0.3,1.7,3.4,9.5,114.8,11.4,24.1,2.9,10.4,2.2,0.7,2,0.3,1.6,0.3,0.9,0.1,0.9,0.1,0.6,CALC-ALK,Dacite,109.7
85J0071,61.3,0.455,16.78,5.05,0.09,3.24,5.77,1.94,2.43,0.096,0.012,0.05,0.05,2.7,99.83,304,7.2,1,53,<0.1,6,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,76,44.1,14.7,11,49.1,171.2,2,1,<0.5,0.5,19.1,<1,0.4,4.3,0.6,1.6,6.9,6.9,149.3,6.2,15.3,1.6,6,1.1,0.4,1,0.2,1.1,0.2,0.8,0.1,0.9,0.1,1.1,CALC-ALK,Dacite,61.2
85J0575,59.66,0.526,18.58,5.37,0.09,2.08,5.92,3.79,1.76,0.138,0.015,0.24,<0.02,1.9,99.82,258,24,0.6,47,<0.1,1.9,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,83,35.2,17.3,12,37.9,373,0.8,<1,<0.5,<0.1,18.8,<1,0.4,2.2,0.2,1.3,3.6,8.8,110.8,11.8,27.2,3.3,13.3,2.7,0.8,2.3,0.3,1.7,0.3,0.8,0.1,0.7,0.1,1.3,CALC-ALK,Dacite,71.6
85J0322,63.61,0.495,17.42,4.85,0.06,1.38,6.23,3,0.31,0.13,0.009,<0.02,1.1,2.4,99.88,44,22.8,3.5,29,<0.1,<0.5,1.3,<0.1,0.1,<0.1,<0.01,<0.1,0.9,62,24.7,14.2,9,7.4,159.4,0.2,3,<0.5,0.9,19.3,<1,0.7,4.7,0.6,2.6,7.5,9.2,173.9,6.6,13.5,1.6,6.1,1.3,0.5,1.2,0.2,1.2,0.3,1.1,0.2,1.2,0.2,1.3,CALC-ALK,Dacite,55.3
85J0465,56.91,0.778,25.53,3.77,<0.01,0.37,0.83,2.37,3.88,0.223,0.005,0.05,1.72,5.2,99.85,403,13.7,3.3,11,0.5,7.5,37.8,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,113,10.9,8.4,13,90.9,280,2.3,<1,<0.5,1.1,26.6,1,0.7,4.5,0.3,2.2,5.3,9.9,161,7.9,20.1,2.1,8.5,1.8,0.5,1.7,0.3,1.6,0.3,1.1,0.2,1.2,0.2,0.3,CALC-ALK,Dacite,28
73J1575,67.72,0.244,7.71,12.17,0.13,3.2,2.83,0.92,0.02,0.067,0.005,<0.02,2.61,4.2,99.22,5,721.7,2.8,5198,0.3,10,<0.5,<0.1,0.6,11.8,0.04,<0.1,7.9,54,40.1,52.4,7,0.5,60.2,<0.1,7,<0.5,2.3,13.2,<1,0.3,1.9,0.2,0.9,2.1,8.1,64.8,4.2,11.6,1.5,5.4,1.3,0.4,1.3,0.2,1.3,0.3,0.9,0.2,0.9,0.2,0.6,CALC-ALK,Dacite,5922.5
73J1608,61.95,0.514,14.62,7.28,0.1,3.16,2.83,3.97,0.96,0.102,0.008,0.44,<0.02,4.3,99.82,346,9.6,0.9,80,<0.1,1,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,104,40.7,21.5,14,19.8,117,0.1,<1,<0.5,<0.1,17.5,<1,0.3,3.3,0.3,1.2,3.5,13.9,109.2,11.2,24,3,11,2.5,0.8,2.4,0.4,2.4,0.5,1.4,0.2,1.5,0.2,0.9,CALC-ALK,Dacite,90.5
93D0021,67.31,0.52,14.25,5.16,0.06,2.92,4.25,2.66,1.63,0.099,0.011,0.02,0.09,1,99.84,536,33.3,3.1,110,<0.1,3.4,<0.5,<0.1,<0.1,0.2,<0.01,0.2,<0.5,88,48.8,15.7,13,46.8,201.8,2.2,2,<0.5,0.5,15.1,<1,0.6,2.9,0.3,2,4.4,10.6,109.3,10.4,22.1,2.6,10.8,2.1,0.7,2,0.3,1.9,0.4,1.1,0.2,1.1,0.2,0.4,CALC-ALK,Dacite,146.4
93D0187,55.31,0.52,14.14,7.06,0.11,4.65,6.3,0.68,2.48,0.1,0.055,1.46,<0.02,8.4,99.82,447,24.5,1.8,72,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,0.6,104,154.3,26,17,70.5,83.1,2,<1,0.5,<0.1,15.1,1,0.7,2.9,0.4,2.2,4.9,10.7,106.9,11.1,25.5,2.9,11.1,2.3,0.6,2.1,0.3,2,0.4,1.3,0.2,1.2,0.2,0.6,CALC-ALK,Dacite,98.3
93D0003,63.1,0.529,14.26,5.35,0.1,4.45,4.06,5.94,0.66,0.13,0.03,0.03,0.02,1.2,99.86,178,38.9,1.5,27,<0.1,0.9,0.6,0.1,<0.1,<0.1,<0.01,<0.1,<0.5,87,63.6,18.1,14,20.6,131,0.7,2,<0.5,0.6,15.3,<1,0.7,3.5,0.4,2.9,6.1,16.4,140.7,16.8,38.4,4.4,17.8,3.6,0.9,3.5,0.5,2.8,0.5,1.6,0.2,1.6,0.2,0.5,CALC-ALK,Dacite,67.4
93D0181,64.2,0.522,14.06,5.59,0.1,3.85,4.5,5.6,0.35,0.135,0.032,<0.02,<0.02,0.9,99.88,33,23.1,2.1,26,0.1,1.9,<0.5,0.1,<0.1,<0.1,<0.01,<0.1,<0.5,76,51.6,19,13,9.8,74.9,0.6,1,<0.5,0.5,18.7,1,0.7,3.7,0.5,3.1,6,14.8,140.7,16.4,36.3,4.1,16.7,3.2,0.8,3,0.5,2.8,0.5,1.5,0.2,1.5,0.2,0.8,CALC-ALK,Dacite,51.2
93D0267,61.36,0.601,15.98,6.44,0.1,3.42,6.93,1.92,1.76,0.139,0.007,<0.02,<0.02,1.1,99.8,226,34.5,2.9,60,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,0.2,0.5,115,37.6,21.1,18,86.8,243.8,3.7,2,<0.5,0.5,18.1,<1,0.8,4.7,0.5,3.6,6.7,20.1,174.9,20.2,45.1,5.3,20.8,4,1.1,3.6,0.6,3.3,0.7,2,0.3,1.9,0.3,0.9,CALC-ALK,Dacite,97.4
92J0683,63.34,0.562,14.82,5.43,0.08,3.93,3.61,5.29,1,0.125,0.023,0.07,<0.02,1.6,99.81,252,50.3,1.6,50,<0.1,<0.5,<0.5,0.1,<0.1,<0.1,<0.01,<0.1,<0.5,99,72.1,20.7,14,26.5,364.4,0.6,1,0.7,<0.1,16.7,<1,0.5,3.2,0.3,2,4.2,11.8,115.5,10.1,22.4,2.7,10.2,2.3,0.7,2.1,0.3,1.9,0.4,1.2,0.2,1.1,0.2,0.5,CALC-ALK,Dacite,101.9
93D0007,62.83,0.56,14.75,5.94,0.13,4.57,4.52,5.31,0.33,0.131,0.037,<0.02,<0.02,0.8,99.87,73,17.6,1.4,24,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,90,44.8,20.8,15,14,140.6,0.7,2,<0.5,0.3,18.7,<1,0.8,4.1,0.5,3.2,6.4,17.1,151.3,16.3,36.2,4.4,18.3,3.5,0.9,3.2,0.5,3,0.6,1.7,0.3,1.7,0.3,0.6,CALC-ALK,Dacite,43
85J0332,48.11,0.17,4.44,30.12,0.03,0.19,0.12,0.07,1.37,0.037,0.012,0.26,20.01,15,99.7,255,1011.6,41.3,509,0.9,41.4,45.1,0.1,2.5,1.5,0.01,<0.1,21.9,90,123.7,135.6,14,25,6.6,0.5,13,4.3,18.7,18.2,<1,0.6,1.1,0.1,1.1,1.8,8,44.4,6,14.6,1.7,6.7,1.5,1,1.5,0.3,1.5,0.3,1,0.1,1.1,0.2,0.8,CALC-ALK,Dacite,1561.9
92J0638,61.57,0.618,15.83,5.71,0.07,2.66,3.22,3.37,2.28,0.134,0.003,0.56,<0.02,4.4,99.83,449,7.6,1,60,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,108,38.9,17.6,13,67.1,68.4,1.3,1,<0.5,<0.1,18,<1,0.6,3.7,0.5,2.4,5.6,13.2,139.6,10.6,24.3,3,11.7,2.6,0.8,2.4,0.4,2.2,0.5,1.4,0.2,1.2,0.2,0.7,CALC-ALK,Dacite,68.6
93D0060,63.71,0.515,13.18,6.02,0.09,5.66,3.95,1.07,2.84,0.117,0.03,0.04,<0.02,2.6,99.75,751,16.5,2.4,58,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,0.1,<0.5,81,92.9,20.4,13,132.7,363.2,4.7,2,<0.5,0.8,17.1,<1,0.7,4.1,0.4,2.5,5.9,15,135.7,15.7,35.3,4.1,17.3,3.1,0.8,2.9,0.5,2.6,0.5,1.5,0.2,1.4,0.2,0.4,CALC-ALK,Dacite,76.9
76J0133,64.38,0.534,13.64,8.69,0.15,1.93,5.61,1.84,0.76,0.121,0.008,0.15,1.44,2.2,99.83,185,48.1,3.4,178,<0.1,0.8,12.7,<0.1,<0.1,0.4,<0.01,<0.1,0.6,80,31.2,17.1,13,25.2,256.4,0.6,2,0.6,0.9,16.7,1,0.7,3.7,0.4,2.7,5.2,14.7,135.9,15.5,33.5,4.1,16.4,3.1,0.9,2.9,0.5,2.6,0.5,1.5,0.2,1.4,0.2,1.3,CALC-ALK,Dacite,229.5
93D0257,64.84,0.598,14.92,5.11,0.06,3.3,4.4,2.94,1.46,0.198,0.007,0.05,0.03,2,99.79,294,36.4,2.3,69,<0.1,<0.5,<0.5,<0.1,0.1,<0.1,<0.01,<0.1,<0.5,107,48.9,20.1,18,63.8,254.4,3.9,<1,<0.5,2.9,14.3,1,0.8,4.1,0.4,3.2,6,19.2,155.8,19.6,42.8,4.9,19.2,3.6,0.8,3.3,0.6,2.9,0.6,1.9,0.3,1.8,0.3,0.5,CALC-ALK,Dacite,107.7
93D0175,65.55,0.6,14.88,5.97,0.11,3.42,1.78,4.91,0.46,0.135,0.005,0.04,<0.02,2.1,99.86,101,18,2,82,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,85,39.9,17.7,17,14.7,118,0.4,2,<0.5,0.2,12.7,<1,0.8,4.3,0.5,3.6,6.5,19.6,172.7,19.2,41.6,5,20,3.7,1,3.6,0.5,3.4,0.7,2,0.3,2,0.3,0.9,CALC-ALK,Dacite,102
83J0288,59.92,0.674,16.46,6.36,0.11,2.99,6.43,4.31,0.55,0.134,0.01,0.03,<0.02,1.9,99.85,81,46.6,1,27,<0.1,1.4,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,108,24.4,19.6,12,12.7,208,0.7,1,<0.5,0.6,17.9,<1,0.6,4.2,0.6,2,6.5,12.5,141.8,14.5,31.4,3.7,13.8,3.1,0.9,2.8,0.4,2.4,0.5,1.3,0.2,1.2,0.2,0.9,CALC-ALK,Dacite,74.6
76J0474,44.3,0.371,8.96,35.23,0.17,4.08,0.89,0.02,0.83,0.23,0.003,0.06,1.79,4.7,99.75,382,151.1,3.4,195,0.3,19.6,1.3,<0.1,0.7,0.1,0.01,<0.1,3.6,73,18.3,26.2,8,18.1,85.6,0.4,3,1.3,5.3,14.3,<1,0.4,2.8,0.3,1.9,3.4,14.7,100.7,8.4,19.8,2.3,9.7,1.9,1.1,2.1,0.4,2.1,0.5,1.5,0.3,1.5,0.3,0.7,CALC-ALK,Dacite,349.5
93D0125,68.05,0.557,13.34,5.39,0.08,3.68,1.07,4.61,0.62,0.115,0.007,0.04,<0.02,2.3,99.88,117,3.3,1.8,70,<0.1,<0.5,0.5,0.1,<0.1,<0.1,<0.01,<0.1,<0.5,94,39.9,17.1,15,16.1,141.5,0.6,1,<0.5,<0.1,14.3,<1,1,3.5,0.4,3.3,5.7,14.2,135.9,17.9,39.1,4.5,17.4,3.3,0.8,2.8,0.4,2.6,0.5,1.6,0.3,1.7,0.3,0.7,CALC-ALK,Dacite,75.1
93D0343,60.1,0.706,15.6,6.99,0.11,4.13,4.48,3.41,1.74,0.157,0.011,0.29,<0.02,2.3,99.77,400,42.1,2.7,70,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,0.2,0.5,128,73.1,24.5,17,66.6,238.5,6.5,1,<0.5,0.4,17.5,<1,0.8,4.5,0.5,3.3,7.1,17.6,150,17.1,37.6,4.4,18.5,3.4,0.9,3.1,0.5,2.9,0.6,1.7,0.3,1.7,0.3,0.5,CALC-ALK,Dacite,114.8
KID051,67.36,0.659,13.5,3.64,0.11,0.86,3.23,1.26,3.28,0.153,<0.002,1.31,<0.02,5.8,99.86,690,21.9,0.7,29,<0.1,1.3,8.3,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,33,1.1,7,12,75.5,52.3,1.3,1,<0.5,3,17.6,<1,0.7,6.9,0.7,2.9,8.7,31.9,243.5,25.5,60.9,7.3,29.4,5.6,1.6,5.4,0.9,5.2,1.1,3.2,0.5,3.3,0.5,0.7,CALC-ALK,Dacite,51.6
83J0324,61.32,0.76,15.5,6.72,0.12,3.04,5.89,4.12,0.6,0.191,0.014,0.02,<0.02,1.5,99.79,119,43.3,0.7,41,<0.1,1,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,109,26.9,25,14,13.8,456.8,0.4,1,<0.5,1,18.8,<1,0.4,4.1,0.6,1.9,8.3,14.5,163.7,17.8,41.7,4.7,18.9,3.9,1.2,3.5,0.5,2.8,0.5,1.4,0.2,1.4,0.2,0.7,CALC-ALK,Dacite,85
73J1638,62.34,0.771,15.29,6.35,0.03,2.19,4.87,2.61,1.43,0.168,0.003,0.05,2.44,3.7,99.79,359,16.3,2.6,25,<0.1,0.6,6.9,0.2,<0.1,<0.1,<0.01,<0.1,<0.5,105,20.6,14.3,13,34.4,391.4,0.7,2,1.2,1.9,18,<1,0.9,5.6,0.8,4.4,10.8,24.6,194.6,27.6,62.7,7.6,29.9,5.6,1.3,5,0.8,4.3,0.9,2.7,0.4,2.6,0.4,0.4,CALC-ALK,Dacite,43.9
73J1634,65.94,0.742,14.43,5.89,0.09,2.3,4.11,2.73,1.22,0.175,0.005,0.07,0.03,2.2,99.81,401,14.3,1.2,30,<0.1,<0.5,2,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,99,20.2,10.5,13,25.8,221,0.8,3,0.8,0.9,15.9,<1,1,5.4,0.8,4,10.5,25.1,183.9,26.2,58.9,7.2,28.5,5.4,1.2,4.9,0.8,4.3,0.9,2.7,0.4,2.6,0.4,0.6,CALC-ALK,Dacite,45.5
73S0472,67.19,0.731,13.7,4.6,0.11,2.12,2.97,6.07,0.42,0.193,0.004,0.08,<0.02,1.7,99.82,198,31.1,2.5,45,<0.1,1,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,72,42,12.8,13,8.1,161.9,0.2,2,<0.5,0.2,15.9,1,1.2,7.9,1,4.8,13.2,46.9,281,28.3,77.6,9.7,37.6,7.7,1.3,7.9,1.4,7.9,1.6,4.7,0.7,4.5,0.6,0.6,CALC-ALK,Dacite,78.6
83J0201,65.55,0.751,13.59,8.21,0.14,1.44,3.77,3.86,0.35,0.258,<0.002,0.04,<0.02,1.9,99.83,217,1.2,0.5,79,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,<8,0.7,5.8,17,8.7,296.2,0.3,1,<0.5,0.3,19.4,<1,0.5,6.1,0.6,2,8.7,41.9,238.2,23.9,60.9,8.2,35.7,7.4,2.4,7.1,1.2,7,1.4,4.2,0.7,4.2,0.7,0.9,CALC-ALK,Dacite,80.7
73J1645,62.74,0.944,17.07,4.63,0.04,2.5,3.39,2.73,2.28,0.235,0.007,0.03,0.64,3.2,99.76,574,7.4,1.6,23,<0.1,<0.5,24.7,0.2,<0.1,<0.1,<0.01,<0.1,<0.5,132,33.3,30,17,51.9,256.8,1,3,0.9,1.6,20.2,1,1.1,6.4,0.9,5,14.4,29.7,228.7,34.6,79.8,9.5,35.6,7.2,1.6,6.5,1,5.6,1.1,3.3,0.5,3.1,0.5,0.4,CALC-ALK,Dacite,32
83J0290,65.59,0.875,15.42,4.6,0.07,2.42,5.07,3.6,0.86,0.212,0.012,0.04,<0.02,1.1,99.84,161,27,0.9,34,<0.1,0.6,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,101,23.7,15.9,11,20.7,148.4,1,2,<0.5,0.2,21.2,<1,0.5,4.8,0.7,1.9,10.3,15,178.3,17.3,39.2,4.8,18.4,4,1.2,3.6,0.6,2.8,0.5,1.3,0.2,1.3,0.2,1,CALC-ALK,Dacite,61.9
MON015,68.3,0.71,12.04,4.68,0.09,1.19,2.76,2.78,2.51,0.115,<0.002,1.06,0.84,4.6,99.8,571,12.9,5,75,<0.1,5.1,13.8,0.1,0.1,0.2,<0.01,<0.1,<0.5,81,6.9,16.8,12,55.1,150,0.7,3,3.2,1.2,18.6,1,1.7,8.6,1.4,6.3,18.6,71.3,251.8,35.1,83.8,10.8,43.9,10.6,2,11.7,2.1,12.6,2.7,8,1.3,7.9,1.2,1.5,CALC-ALK,Dacite,92.9
92J0301,62.03,0.931,15.77,6.65,0.11,2.51,6.92,3.86,0.43,0.233,0.007,0.04,<0.02,0.3,99.77,68,42.6,1.7,25,<0.1,1.8,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,163,15,21.8,18,12.3,630.7,0.5,2,0.7,0.8,18.1,<1,0.9,5.7,0.6,3.5,9.1,22.1,204.2,21.2,51.4,5.8,23.4,4.5,1.2,4.3,0.7,4,0.8,2.2,0.3,2.3,0.4,0.5,CALC-ALK,Dacite,69.3
73J1651,60.42,0.888,14.99,7.6,0.09,3.29,7.29,2.44,1.15,0.209,0.01,0.02,<0.02,1.4,99.79,289,16.1,0.9,26,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,125,26.9,19.2,17,30.8,268.5,0.6,2,<0.5,1.1,18.4,<1,0.7,4.8,0.8,3.5,10.9,28.6,183,23.4,55,6.6,26,5.6,1.4,5.6,0.9,5.1,1.1,3,0.5,2.9,0.4,0.8,CALC-ALK,Dacite,43
73J1668,66.36,0.994,16.73,4.03,0.08,0.75,3.97,3.98,2.06,0.267,0.011,0.04,<0.02,0.6,99.84,345,27.2,1.5,21,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,136,10.7,6.9,18,40.7,217.5,1.5,2,0.9,0.4,19.8,1,0.8,5.8,0.9,3.5,12.9,27.2,203.6,28.1,67.7,8.4,32.4,6.6,1.6,5.9,1,5.4,1,2.7,0.4,2.6,0.4,0.5,CALC-ALK,Dacite,49.7
73J1665,65.48,0.905,14.32,6.44,0.1,1.84,4.38,3.75,1.15,0.208,0.017,0.05,0.02,1.2,99.81,335,29.3,1.3,55,<0.1,0.6,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,111,17.1,15.6,15,31.2,208.7,0.8,2,<0.5,3.1,16.8,1,0.7,5.5,0.7,3,11.4,26.3,186.6,23.6,52.9,6.5,27.2,5.2,1.3,5.1,0.8,4.8,0.9,2.7,0.4,2.5,0.4,1,CALC-ALK,Dacite,85.6
92J0292,65.83,0.957,14.35,7.22,0.12,1.95,3.01,4.82,0.7,0.258,<0.002,0.02,<0.02,0.6,99.83,180,9.2,1,44,<0.1,0.7,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,137,9.8,21.6,17,29.1,100,1.3,<1,<0.5,0.5,17.1,<1,1.1,6,0.8,4.1,10,24.4,225.6,31.6,64.2,6.6,25.1,5,1.2,4.8,0.8,4.4,0.9,2.6,0.4,2.6,0.4,0.4,CALC-ALK,Dacite,54.2
73J1404,63.6,0.484,15.9,6.19,0.03,1.94,4.27,4.89,0.33,0.1,0.005,0.05,<0.02,2.1,99.85,72,4.5,1.3,27,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,96,28.1,12.9,10,8.2,396.2,0.1,<1,0.6,0.3,21.2,<1,0.4,2.6,0.2,1.3,2.8,8,91.1,11.6,22.8,2.6,10.2,1.9,0.7,1.8,0.3,1.4,0.3,0.8,0.1,0.8,0.1,0.4,CALC-ALK,Intermediate,32.8
76J0779,55.54,0.467,14.81,8.13,0.12,7.03,6.88,3.55,0.64,0.071,0.083,0.04,<0.02,2.4,99.76,150,30.8,1.3,42,<0.1,1,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,139,89.5,36.5,23,11.6,306.5,0.2,<1,<0.5,0.2,15.4,<1,0.2,1.7,<0.1,0.7,1.5,7.5,61.4,5.4,13.2,1.7,7.1,1.5,0.5,1.5,0.2,1.3,0.2,0.8,0.1,0.8,0.1,1,CALC-ALK,Intermediate,74.1
03-MGH-0201B1,63.39,0.512,16.19,4.97,0.07,2.82,3.83,4.37,1.76,0.113,0.015,<0.02,<0.02,1.8,99.79,570,10.1,3.2,60,<0.1,0.8,10.4,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,94,52.8,26.2,15,36.4,238.7,1.6,<1,0.6,0.5,16.8,<1,0.8,3.9,0.5,3.1,5.6,15.3,137.6,13.3,29.5,3.3,12.5,2.7,0.8,2.6,0.5,2.6,0.5,1.5,0.2,1.6,0.2,0.7,CALC-ALK,Intermediate,73.3
