SampleID,SiO2,TiO2,Al2O3,Fe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,Cr2O3,Total C,Total S,LOI,Sum,Ba,Cu,Pb,Zn,Ag,Au,As,Sb,Bi,Cd,Hg,Tl,Se,V,Ni,Ni,Co,Sc,Rb,Sr,Cs,Sn,W,Mo,Ga,Be,U,Hf,Ta,Th,Nb,Y,Zr,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Wgt,Al2O3/TiO2,Zr/Al2O3,Zr/TiO2,Zr/Y,Zr/Nb,Nb/Y,Th/Yb,(La/Yb)n,(Th/Nb)n,,Affinity,Chemical group,Ishikawa Index,Chlorite Index ,Na2O+CaO,K2O/(K2O+Na2O+CaO),Na2O/(Na2O+K2O),ACN Index,S+C,S/(S+C) (x100),Total BM,Jensen group ,Cat% Al,Cat% Fe+Ti,Cat% Mg,FeO,Cat Al,Cat Fe,Cat Ti,Cat Mg
TB09007,51.16,0.455,14.81,8.96,0.16,8.12,11.12,2.52,0.27,0.045,0.034,0.05,<0.02,2.1,99.77,79,85.6,0.6,15,<0.1,4.8,2.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,185,122,45.6,40.3,33,5.4,144.2,0.1,<1,<0.5,0.2,13.4,<1,0.1,1.4,0.1,0.4,1.5,11.7,47.0,3.4,8.3,1.1,4.8,1.4,0.5,1.7,0.3,2.1,0.4,1.3,0.2,1.3,0.2,1.4,32.5,3.2,103,4.0,31.3,0.1,0.3,1.9,2.2,,THOL,Mafic ,38.1,54.3,13.6,1.9,90.3,1.1,0.1,16.7,101.2,Mg mafic,47.6,19.3,33.0,8.06,29.1,11.2,0.57,20.1
TI2308,48.96,0.464,14.80,8.58,0.18,6.59,8.10,1.96,0.06,0.051,0.018,1.81,0.74,10.0,99.82,5,55.4,0.7,68,<0.1,<0.5,2.8,<0.1,<0.1,0.2,<0.01,<0.1,<0.5,198,174,161.8,49.0,44,0.6,86.0,0.2,<1,<0.5,0.2,9.8,<1,0.1,1.0,0.1,0.2,1.3,15.9,34.9,2.0,5.9,0.8,3.9,1.1,0.5,1.7,0.3,2.2,0.6,1.9,0.3,2.2,0.4,0.6,31.9,2.4,75,2.2,26.8,0.1,0.1,0.7,1.3,,THOL,Mafic ,39.8,57.6,10.1,0.6,97.0,1.5,2.6,29.0,124.1,Mafic,51.2,20.0,28.8,7.72,29.0,10.7,0.58,16.4
TI3422,50.34,0.456,14.14,9.18,0.21,9.38,9.68,2.01,1.33,0.043,0.077,0.09,<0.02,2.9,99.78,264,17.3,0.7,16,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,199,102,34.1,41.6,37,31.7,171.6,0.6,<1,<0.5,0.1,12.3,<1,<0.1,0.8,<0.1,0.2,1.1,9.1,26.5,1.6,4.6,0.6,3.0,1.0,0.4,1.4,0.3,1.7,0.4,1.1,0.2,1.0,0.2,0.9,31.0,1.9,58,2.9,24.1,0.1,0.2,1.1,1.5,,THOL,Mafic ,47.8,60.1,11.7,10.2,60.2,1.2,0.1,10.0,34.0,Mg mafic,44.0,19.1,36.9,8.26,27.7,11.5,0.57,23.3
85J0525,48.02,0.564,17.19,11.23,0.26,3.96,14.04,2.44,0.85,0.059,0.054,0.06,0.03,1.1,99.79,154,4.7,3.8,25,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,274,86,12.5,49.3,54,36.8,227.0,0.5,<1,<0.5,7.6,13.8,<1,<0.1,0.9,<0.1,<0.2,0.9,16.6,29.0,1.2,3.2,0.5,3.0,1.1,0.4,1.7,0.4,2.5,0.6,1.8,0.3,1.8,0.3,0.9,30.5,1.7,51,1.7,32.2,0.1,,0.5,,,THOL,Mafic ,22.6,46.0,16.5,4.9,74.2,1.0,0.1,33.3,33.5,Al mafic,57.8,25.3,16.8,10.10,33.7,14.1,0.71,9.8
85J0531,55.18,0.622,18.85,6.43,0.18,1.40,12.30,2.70,0.57,0.055,0.056,0.03,0.37,1.5,99.85,128,67.2,1.9,13,<0.1,<0.5,1.5,<0.1,<0.1,<0.1,<0.01,<0.1,1.4,259,76,48.9,30.9,49,16.4,175.7,0.3,<1,0.6,7.7,15.5,<1,<0.1,0.9,<0.1,<0.2,1.0,13.0,32.4,1.3,3.2,0.5,2.8,0.9,0.4,1.4,0.3,2.1,0.4,1.4,0.2,1.4,0.2,0.7,30.3,1.7,52,2.5,32.4,0.1,,0.7,,,THOL,Mafic ,11.6,31.4,15.0,3.7,82.6,1.3,0.4,92.5,82.1,Al mafic,75.0,17.9,7.0,5.79,37.0,8.1,0.78,3.5
85J0542,52.58,0.536,15.79,7.69,0.18,8.63,5.63,4.79,1.68,0.043,0.045,0.02,0.11,2.1,99.70,376,52.1,1.1,68,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,0.6,<0.5,230,95,44.0,30.8,54,64.2,267.5,7.2,<1,<0.5,0.4,12.1,<1,<0.1,0.8,<0.1,<0.2,0.9,12.1,28.8,1.1,3.3,0.5,2.0,1.0,0.4,1.3,0.3,2.1,0.5,1.4,0.2,1.4,0.2,1.3,29.5,1.8,54,2.4,32.0,0.1,,0.6,,,THOL,Mafic ,49.7,59.7,10.4,13.9,74.0,1.5,0.1,84.6,121.2,Mg mafic,49.4,16.4,34.2,6.92,31.0,9.6,0.67,21.4
MON177,45.16,0.532,15.19,9.73,0.16,6.70,4.93,2.16,2.75,0.070,0.007,2.88,0.03,12.4,99.80,68,46.0,1.1,50,<0.1,3.8,<0.5,<0.1,<0.1,0.1,<0.01,<0.1,<0.5,203,84,69.6,41.3,48,100.3,103.1,5.6,<1,4.7,0.3,10.5,1,0.1,1.2,0.1,0.3,2.0,19.1,46.0,3.3,8.3,1.2,5.7,1.5,0.5,2.1,0.4,2.8,0.7,2.3,0.4,2.7,0.4,0.7,28.6,3.0,86,2.4,23.0,0.1,0.1,0.9,1.3,,THOL,Mafic ,57.1,68.5,7.1,27.9,44.0,2.1,2.9,1.0,97.1,Altered mafic,50.3,21.7,28.0,8.76,29.8,12.2,0.67,16.6
85J0400,49.30,0.542,15.19,10.64,0.17,8.36,9.03,1.49,0.07,0.044,0.033,0.13,0.09,4.9,99.75,17,71.7,0.5,44,<0.1,0.6,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,277,60,36.8,39.1,55,1.2,143.4,0.1,<1,0.5,<0.1,15.4,<1,<0.1,1.0,<0.1,<0.2,0.9,17.4,29.5,1.1,3.0,0.5,3.0,1.2,0.4,1.9,0.4,2.6,0.6,1.9,0.3,1.9,0.3,0.9,28.0,1.9,54,1.7,32.8,0.1,,0.4,,,THOL,Mafic ,44.5,62.9,10.5,0.7,95.5,1.4,0.2,40.9,116.2,Mg mafic,46.2,21.7,32.1,9.57,29.8,13.3,0.68,20.7
76J0177,70.45,0.647,18.07,1.07,0.01,0.81,0.68,1.66,3.60,0.012,0.101,0.07,<0.02,2.7,99.84,717,12.3,2.3,10,<0.1,1,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,294,114,60.2,16.9,45,94.7,65.9,1.2,<1,2.7,11.5,15.4,<1,<0.1,1.2,<0.1,<0.2,1.0,2.5,31.7,0.6,1.2,0.2,0.8,0.2,0.2,0.2,0.0,0.4,0.1,0.3,0.0,0.3,0.0,0.7,27.9,1.8,49,12.7,31.7,0.4,,1.4,,,THOL,Mafic ,65.3,42.9,2.3,60.6,31.6,7.7,0.1,22.2,24.6,Altered mafic,89.5,5.4,5.1,0.96,35.4,1.3,0.81,2.0
MON116,49.20,0.586,16.11,12.21,0.20,7.05,8.51,1.44,0.01,0.048,<0.002,0.14,<0.02,4.4,99.79,6,34.3,0.2,58,<0.1,1.7,1.6,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,261,57,39.3,48.1,58,<0.1,104.9,<0.1,<1,0.6,0.1,11.2,<1,<0.1,1.2,<0.1,0.3,1.7,23.3,40.6,2.4,6.7,1.0,4.8,1.5,0.5,2.1,0.4,3.5,0.9,2.9,0.5,3.1,0.5,0.6,27.5,2.5,69,1.7,23.9,0.1,0.1,0.6,1.5,,THOL,Mafic ,41.5,64.4,10.0,0.1,99.3,1.6,0.2,6.7,92.5,Mafic,48.5,24.6,26.9,10.99,31.6,15.3,0.73,17.5
85J0638,50.24,0.531,14.54,11.32,0.16,7.25,9.95,2.44,1.04,0.058,0.003,<0.02,0.02,2.2,99.71,323,91.9,0.5,16,0.1,1.4,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,197,62,18.7,47.9,37,22.4,165.8,0.6,<1,<0.5,1.1,14.8,<1,<0.1,1.2,<0.1,<0.2,1.0,11.5,32.7,2.6,6.8,1.0,5.1,1.4,0.5,1.6,0.3,2.1,0.4,1.3,0.2,1.1,0.2,1.4,27.4,2.2,62,2.8,32.7,0.1,,1.7,,,THOL,Mafic ,40.1,58.4,12.4,7.7,70.1,1.2,0.0,50.0,108.4,Mafic,46.5,24.2,29.3,10.19,28.5,14.2,0.66,18.0
85J0171,48.69,0.546,14.43,10.58,0.18,8.67,11.51,2.85,0.15,0.038,0.074,<0.02,0.03,2.0,99.74,23,62.6,1.3,28,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,248,83,27.5,44.0,45,1.9,120.4,0.2,<1,<0.5,1.6,11.8,<1,<0.1,0.8,<0.1,<0.2,1.0,11.8,26.4,1.4,3.8,0.6,3.2,1.2,0.4,1.7,0.3,2.0,0.4,1.3,0.2,1.3,0.2,1.4,26.4,1.8,48,2.2,26.4,0.1,,0.8,,,THOL,Mafic ,38.1,55.9,14.4,1.0,95.0,1.0,0.1,60.0,91.9,Mg mafic,44.4,21.9,33.7,9.52,28.3,13.3,0.68,21.5
73J0279,46.77,0.619,16.24,11.45,0.19,8.69,10.04,2.28,0.86,0.047,0.050,<0.02,<0.02,2.5,99.73,174,94.7,0.5,48,<0.1,1.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,208,177,74.7,47.8,36,24.3,159.4,0.6,<1,<0.5,0.2,14.4,<1,0.1,0.9,0.1,<0.2,1.2,13.5,31.0,2.6,5.6,0.9,4.4,1.4,0.6,1.8,0.4,2.2,0.5,1.6,0.2,1.5,0.2,0.6,26.2,1.9,50,2.3,25.8,0.1,,1.2,,,THOL,Mafic ,43.7,60.6,12.3,6.5,72.6,1.3,0.0,50.0,143.2,Mg mafic,46.5,22.1,31.5,10.30,31.9,14.3,0.77,21.6
85J0273,46.47,0.663,17.31,10.63,0.17,4.79,10.13,3.99,0.67,0.055,0.567,0.63,0.21,4.3,99.77,75,82.1,2.0,41,<0.1,0.7,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,0.6,276,187,162.0,52.3,35,20.2,219.0,0.7,<1,<0.5,1.8,17.9,<1,0.1,1.2,0.2,0.3,2.1,15.6,39.5,3.5,8.8,1.3,6.3,1.8,0.8,2.5,0.5,2.8,0.6,1.8,0.3,1.9,0.3,1.1,26.1,2.3,60,2.5,18.8,0.1,0.2,1.3,1.2,,THOL,Mafic ,27.9,50.1,14.1,4.5,85.6,1.2,0.8,25.0,125.1,Al mafic,56.6,23.6,19.8,9.56,34.0,13.3,0.83,11.9
85J0284,49.46,0.658,16.95,9.37,0.16,6.85,9.43,3.42,1.08,0.051,0.065,0.13,0.06,2.3,99.76,191,104.5,1.0,40,<0.1,0.9,0.7,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,219,98,41.7,37.2,35,39.2,368.8,0.8,<1,<0.5,0.2,14.2,<1,<0.1,1.0,<0.1,<0.2,1.7,12.9,32.4,1.9,5.6,0.8,4.3,1.4,0.6,1.9,0.4,2.2,0.5,1.5,0.2,1.4,0.2,1.6,25.8,1.9,49,2.5,19.1,0.1,,1.0,,,THOL,Mafic ,38.2,54.2,12.9,7.8,76.0,1.3,0.2,31.6,145.5,Mafic,52.9,20.0,27.1,8.43,33.2,11.7,0.82,17.0
83J0295,48.85,0.575,14.59,11.46,0.19,8.99,8.88,3.04,0.65,0.038,0.040,0.04,0.20,2.4,99.72,126,99.7,1.1,42,<0.1,0.7,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,256,117,52.9,53.7,40,17.6,307.2,0.6,<1,<0.5,0.4,13.2,<1,<0.1,0.8,<0.1,<0.2,1.1,12.2,27.3,1.8,4.8,0.7,3.4,1.2,0.5,1.7,0.3,2.3,0.5,1.4,0.2,1.4,0.2,1.2,25.4,1.9,47,2.2,24.8,0.1,,0.9,,,THOL,Mafic ,44.7,61.6,11.9,5.2,82.4,1.2,0.2,83.3,142.8,Mg mafic,43.4,22.8,33.8,10.31,28.6,14.4,0.72,22.3
76J0256,48.39,0.735,18.28,9.35,0.15,6.45,12.07,1.78,0.95,0.029,0.057,0.03,0.05,1.5,99.76,137,83.0,1.4,14,<0.1,16.4,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,258,104,24.3,37.9,42,39.2,148.1,2.0,<1,1.2,0.7,15.8,<1,<0.1,0.9,<0.1,<0.2,1.0,11.7,27.1,1.4,4.0,0.6,3.2,1.2,0.5,1.6,0.3,1.8,0.4,1.3,0.2,1.3,0.2,0.7,24.9,1.5,37,2.3,27.1,0.1,,0.8,,,THOL,Mafic ,34.8,51.7,13.9,6.4,65.2,1.3,0.1,62.5,98.4,Al mafic,55.6,19.6,24.8,8.41,35.9,11.7,0.92,16.0
83J0303,48.75,0.608,15.04,10.81,0.18,9.16,10.34,2.41,0.65,0.046,0.056,0.03,0.08,1.7,99.75,147,90.5,1.3,17,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,233,133,43.9,45.8,39,19.7,254.9,0.5,<1,<0.5,0.2,14.4,<1,<0.1,1.4,0.1,<0.2,1.5,15.5,40.2,2.0,5.8,0.9,4.8,1.5,0.6,2.1,0.4,2.7,0.6,1.7,0.3,1.6,0.3,0.7,24.7,2.7,66,2.6,26.8,0.1,,0.9,,,THOL,Mafic ,43.5,59.6,12.8,4.9,78.8,1.2,0.1,72.7,108.8,Mg mafic,44.3,21.5,34.2,9.73,29.5,13.5,0.76,22.7
TI1397,37.12,0.563,13.80,12.59,0.21,11.77,6.99,1.79,7.52,0.017,0.043,1.47,<0.02,7.1,99.50,2071,6.2,0.6,80,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,1.6,<0.5,262,168,171.5,56.6,59,244.5,116.3,7.9,<1,<0.5,0.5,7.4,<1,<0.1,1.1,<0.1,0.2,1.9,20.2,40.2,1.9,5.0,0.8,3.6,1.2,0.8,2.0,0.4,2.8,0.7,2.3,0.4,2.8,0.5,0.7,24.5,2.9,71,2.0,21.2,0.1,0.1,0.5,0.9,,THOL,Mafic ,68.7,72.5,8.8,46.1,19.2,1.6,1.5,0.7,86.8,Mg mafic,37.2,22.6,40.1,11.33,27.1,15.8,0.70,29.2
85J0130,50.69,0.617,14.77,9.36,0.15,8.13,8.79,3.76,0.66,0.061,0.040,<0.02,0.03,2.7,99.75,66,91.2,0.6,21,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,0.1,<0.5,230,82,31.4,40.2,40,18.7,160.9,2.0,<1,<0.5,0.2,13.7,<1,<0.1,1.1,0.1,0.3,1.6,15.0,40.9,2.6,6.1,0.9,4.7,1.4,0.5,2.0,0.4,2.4,0.5,1.7,0.3,1.6,0.3,1.8,23.9,2.8,66,2.7,25.6,0.1,0.2,1.1,1.6,,THOL,Mafic ,41.2,56.8,12.6,5.0,85.1,1.2,0.1,60.0,112.8,Mg mafic,47.0,20.3,32.7,8.42,29.0,11.7,0.77,20.2
83J0320,49.10,0.654,15.55,11.38,0.18,7.89,9.36,2.50,1.09,0.056,0.038,<0.02,<0.02,1.9,99.72,183,178.6,0.8,26,<0.1,2,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,259,122,29.8,52.0,44,35.1,156.6,1.2,<1,<0.5,0.1,14.2,<1,<0.1,1.1,<0.1,0.2,1.5,15.0,38.0,2.7,6.4,1.0,4.9,1.5,0.5,2.1,0.4,2.6,0.5,1.6,0.3,1.7,0.3,0.8,23.8,2.4,58,2.5,25.3,0.1,0.1,1.2,1.1,,THOL,Mafic ,43.1,60.4,11.9,8.4,69.6,1.3,0.0,50.0,205.4,Mg mafic,46.8,23.1,30.0,10.24,30.5,14.3,0.82,19.6
E355820,50.28,0.573,13.42,9.33,0.18,9.27,9.23,1.05,0.18,0.041,0.065,1.99,0.01,6.2,99.80,12,76.4,2.5,45,<0.1,1.0,1,0.1,<0.1,<0.1,<0.01,<0.1,<0.5,258,120,68.9,45.6,48,4.4,51.0,0.1,<1,<0.5,0.1,11.6,<1,<0.1,0.7,<0.1,<0.2,1.1,13.6,28.7,1.5,4.3,0.7,3.2,1.2,0.5,1.7,0.3,2.3,0.5,1.6,0.3,1.6,0.2,,23.4,2.1,50,2.1,26.1,0.1,,0.7,,,THOL,Mafic ,47.9,63.2,10.3,1.7,85.4,1.3,2.0,0.5,123.9,Mg mafic,42.6,20.1,37.3,8.40,26.3,11.7,0.72,23.0
83J0468,50.68,0.594,13.76,10.82,0.22,7.85,11.37,1.95,0.18,0.042,0.055,0.06,0.12,2.3,99.80,45,107.2,0.3,17,<0.1,2.1,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,229,109,41.9,45.2,42,3.7,81.8,0.1,<1,<0.5,2.2,12.3,<1,<0.1,1.2,0.1,<0.2,1.5,15.0,33.1,1.9,5.1,0.8,4.3,1.4,0.5,2.0,0.4,2.5,0.6,1.6,0.3,1.7,0.3,1.4,23.2,2.4,56,2.2,22.1,0.1,,0.8,,,THOL,Mafic ,37.6,56.8,13.3,1.3,91.5,1.0,0.2,66.7,124.5,Mg mafic,44.4,23.5,32.1,9.74,27.0,13.6,0.74,19.5
GOL210,49.25,0.623,14.34,11.09,0.16,9.03,8.57,1.76,0.65,0.036,0.047,0.22,<0.02,4.2,99.71,161,87.8,<0.1,46,<0.1,<0.5,12,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,271,98,53.0,49.4,47,15.5,97.5,0.6,<1,0.5,0.1,13.3,<1,<0.1,1.1,<0.1,0.2,1.3,15.6,33.3,1.8,5.3,0.8,4.0,1.4,0.5,2.1,0.4,2.5,0.6,1.8,0.3,1.9,0.3,1.0,23.0,2.3,53,2.1,25.6,0.1,0.1,0.7,1.3,,THOL,Mafic ,48.4,64.8,10.3,5.9,73.0,1.4,0.2,4.3,#VALUE!,Mg mafic,43.1,22.5,34.4,9.98,28.1,13.9,0.78,22.4
83J0265,47.75,0.690,15.84,11.70,0.18,8.73,10.57,2.12,0.73,0.066,0.031,<0.02,0.03,1.3,99.72,83,100.8,0.5,27,<0.1,1.1,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,245,189,46.6,59.1,34,17.8,267.8,0.9,<1,<0.5,1.1,15.6,<1,<0.1,1.1,0.1,<0.2,1.8,15.4,40.7,1.6,5.5,0.8,4.5,1.6,0.6,2.2,0.4,2.7,0.6,1.7,0.3,1.8,0.3,1.1,23.0,2.6,59,2.6,22.6,0.1,,0.7,,,THOL,Mafic ,42.7,60.2,12.7,5.4,74.4,1.2,0.1,60.0,128.3,Mg mafic,45.5,22.7,31.7,10.53,31.1,14.7,0.86,21.7
93D0071,51.02,0.618,14.04,10.61,0.19,8.19,10.65,2.12,0.68,0.030,0.048,0.03,0.18,1.6,99.79,53,107.0,0.9,19,<0.1,2.2,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,262,74,23.3,43.5,45,30.2,112.9,1.8,<1,0.6,7.3,13.4,<1,<0.1,1.1,<0.1,<0.2,1.3,16.7,32.0,1.7,4.8,0.8,4.1,1.4,0.5,2.2,0.4,2.7,0.6,1.8,0.3,1.8,0.3,0.6,22.7,2.3,52,1.9,24.6,0.1,,0.7,,,THOL,Mafic ,41.0,57.9,12.8,5.1,75.7,1.1,0.2,85.7,126.9,Mg mafic,44.5,22.7,32.8,9.55,27.5,13.3,0.77,20.3
73S0399,47.70,0.623,14.11,11.66,0.19,10.21,10.14,2.03,0.21,0.051,0.058,0.03,<0.02,2.7,99.72,36,148.4,1.3,35,<0.1,3.2,0.7,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,209,142,70.3,56.3,37,5.4,68.8,0.2,<1,<0.5,0.2,12.4,<1,<0.1,1.1,0.1,0.3,1.7,13.2,36.5,2.2,5.7,0.9,4.0,1.5,0.5,2.0,0.4,2.4,0.5,1.6,0.2,1.6,0.2,0.6,22.6,2.6,59,2.8,21.5,0.1,0.2,1.0,1.5,,THOL,Mafic ,46.1,63.0,12.2,1.7,90.6,1.2,0.1,40.0,184.7,Mg mafic,40.5,22.5,37.0,10.49,27.7,14.6,0.78,25.3
73J0264,50.49,0.630,14.05,12.64,0.20,6.71,10.62,2.18,0.58,0.060,0.012,0.02,0.12,1.6,99.77,50,122.3,0.7,27,<0.1,0.6,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,218,62,30.1,43.8,41,6.7,114.2,0.1,<1,<0.5,3.0,15.0,<1,0.1,1.3,0.1,0.2,1.9,18.4,44.0,3.0,7.7,1.1,5.4,1.9,0.7,2.5,0.5,3.1,0.7,2.1,0.3,2.0,0.3,0.8,22.3,3.1,70,2.4,23.2,0.1,0.1,1.1,0.9,,THOL,Mafic ,36.3,58.4,12.8,4.3,79.0,1.1,0.1,85.7,150.0,Mafic,45.3,27.3,27.4,11.37,27.6,15.8,0.79,16.6
TI1382,51.18,0.641,14.07,8.99,0.22,6.76,11.81,2.02,0.10,0.045,0.042,0.41,<0.02,3.9,99.82,17,97.4,0.3,37,<0.1,0.6,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,267,88,51.9,39.7,46,2.6,89.1,<0.1,<1,<0.5,<0.1,13.2,<1,<0.1,0.9,<0.1,<0.2,1.1,15.3,32.4,1.9,5.1,0.8,4.8,1.4,0.6,1.9,0.4,2.3,0.6,1.6,0.3,1.7,0.3,0.7,22.0,2.3,51,2.1,29.5,0.1,,0.8,,,THOL,Mafic ,33.2,51.8,13.8,0.7,95.3,1.0,0.4,2.4,134.7,Mafic,48.9,21.4,29.7,8.09,27.6,11.3,0.80,16.8
GOL075,47.53,0.615,13.47,8.77,0.17,6.17,9.28,2.63,0.78,0.040,0.040,1.89,<0.02,10.3,99.83,76,116.0,0.2,61,<0.1,2.7,16.3,<0.1,<0.1,0.1,<0.01,<0.1,<0.5,248,79,72.4,41.3,46,19.7,37.3,1.1,<1,2.6,0.1,12.3,<1,<0.1,0.9,0.2,<0.2,1.4,13.3,32.6,1.5,4.6,0.7,4.0,1.3,0.3,1.8,0.4,2.3,0.5,1.5,0.2,1.6,0.3,1.3,21.9,2.4,53,2.5,23.3,0.1,,0.7,,,THOL,Mafic ,36.9,54.1,11.9,6.1,77.1,1.1,1.9,0.5,177.2,Mafic,49.4,22.0,28.6,7.89,26.4,11.0,0.77,15.3
GOL104,45.39,0.613,13.42,7.86,0.24,3.64,11.36,1.53,0.75,0.042,0.041,3.59,0.04,15.0,99.86,77,100.1,1.5,136,<0.1,3.4,29.8,<0.1,<0.1,0.3,<0.01,<0.1,<0.5,236,111,102.4,38.2,45,15.1,121.1,0.4,<1,<0.5,0.1,12.5,<1,<0.1,1.0,<0.1,<0.2,1.3,12.3,32.6,1.5,4.7,0.7,3.8,1.2,0.4,1.7,0.3,2.1,0.5,1.5,0.2,1.4,0.2,0.7,21.9,2.4,53,2.7,25.1,0.1,,0.8,,,THOL,Mafic ,25.4,45.3,12.9,5.5,67.1,1.0,3.6,1.1,237.6,Al mafic,57.3,23.1,19.6,7.07,26.3,9.8,0.77,9.0
76J0125,46.95,0.746,16.26,11.55,0.18,8.78,8.01,2.68,0.72,0.066,0.053,0.15,<0.02,3.7,99.68,150,113.0,3.3,46,<0.1,0.9,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,247,163,108.3,46.6,34,20.7,152.0,0.6,<1,300.8,0.2,14.7,<1,<0.1,1.2,0.1,0.2,2.3,16.4,43.4,2.8,7.4,1.1,5.4,1.7,0.7,2.3,0.4,2.7,0.6,1.7,0.3,1.7,0.3,1.0,21.8,2.7,58,2.6,18.9,0.1,0.1,1.2,0.7,,THOL,Mafic ,47.1,64.2,10.7,6.3,78.8,1.5,0.2,11.8,162.3,Mg mafic,46.2,22.3,31.5,10.39,31.9,14.5,0.93,21.8
TB09015,42.33,0.561,12.22,8.96,0.28,5.42,12.77,2.02,0.32,0.039,0.034,3.69,0.03,14.8,99.81,95,102.8,0.4,50,<0.1,2.6,<0.5,<0.1,<0.1,0.1,<0.01,<0.1,<0.5,217,74,66.5,37.3,40,10.4,95.7,0.4,<1,<0.5,0.1,10.6,<1,<0.1,0.9,<0.1,<0.2,1.0,14.0,30.9,1.4,4.7,0.6,3.4,1.2,0.5,1.9,0.4,2.4,0.5,1.5,0.2,1.6,0.2,1.3,21.8,2.5,55,2.2,30.9,0.1,,0.6,,,THOL,Mafic ,28.0,47.6,14.8,2.1,86.3,0.8,3.7,0.8,153.2,Mafic,48.6,24.2,27.3,8.06,24.0,11.2,0.70,13.4
GOL006,50.62,0.732,15.77,11.01,0.22,6.55,8.94,3.15,0.03,0.050,0.047,0.05,<0.02,2.7,99.82,9,83.0,0.2,45,<0.1,1,3.7,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,294,99,57.4,50.4,55,0.3,91.3,<0.1,<1,0.5,<0.1,13.7,<1,<0.1,1.3,0.5,<0.2,3.8,16.2,42.0,2.0,5.8,0.9,5.2,1.5,0.6,2.3,0.4,2.8,0.6,1.8,0.3,1.9,0.3,1.0,21.5,2.7,57,2.6,11.1,0.2,,0.8,,,THOL,Mafic ,35.2,57.6,12.1,0.2,99.1,1.3,0.1,16.7,128.2,Mafic,50.0,23.8,26.3,9.91,30.9,13.8,0.92,16.3
76J0198,48.58,0.712,15.24,11.57,0.17,8.63,10.50,1.72,0.69,0.051,0.041,0.03,0.04,1.8,99.74,104,76.5,0.6,26,<0.1,3,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,243,210,71.4,48.9,38,20.2,153.0,1.0,<1,<0.5,0.1,13.8,<1,<0.1,1.1,<0.1,<0.2,1.5,15.2,37.3,1.8,4.6,0.8,4.2,1.5,0.5,2.0,0.4,2.5,0.6,1.7,0.2,1.6,0.2,0.7,21.4,2.4,52,2.5,24.9,0.1,,0.8,,,THOL,Mafic ,43.3,60.9,12.2,5.3,71.4,1.2,0.1,57.1,103.1,Mg mafic,44.8,23.1,32.1,10.41,29.9,14.5,0.89,21.4
GOL110,45.54,0.666,14.14,8.93,0.24,3.92,9.02,1.28,1.45,0.052,0.041,3.42,0.05,14.5,99.85,122,109.2,1.5,157,<0.1,2.9,24.2,<0.1,<0.1,0.2,0.02,<0.1,<0.5,255,101,97.6,32.6,46,30.8,106.6,0.9,<1,<0.5,0.2,12.9,<1,<0.1,1.2,<0.1,<0.2,1.3,14.3,35.2,1.7,4.9,0.8,4.3,1.4,0.5,2.0,0.4,2.5,0.5,1.6,0.2,1.6,0.2,0.7,21.2,2.5,53,2.5,27.1,0.1,,0.7,,,THOL,Mafic ,34.3,53.6,10.3,12.3,46.9,1.4,3.5,1.4,267.7,Al mafic,56.1,24.3,19.7,8.04,27.7,11.2,0.83,9.7
