SampleID,SourceID,ProjectID,LGC
317251,asd,bn,FALSE
317252,asd,bn,FALSE
317253,asd,bn,FALSE
317254,asd,bn,FALSE
317255,asd,bn,FALSE
317256,asd,bn,FALSE
317257,asd,bn,FALSE
317258,asd,bn,FALSE
317259,asd,bn,FALSE
317260,asd,bn,FALSE
317261,asd,bn,FALSE
317262,asd,bn,FALSE
317263,asd,bn,FALSE
317264,asd,bn,FALSE
317265,asd,bn,FALSE
317266,asd,bn,FALSE
317267,asd,bn,FALSE
317268,asd,bn,FALSE
317270,asd,bn,FALSE
317271,asd,bn,FALSE
317272,asd,bn,FALSE
317273,asd,bn,FALSE
317274,asd,bn,FALSE
317275,asd,bn,FALSE
317276,asd,bn,FALSE
317277,asd,bn,FALSE
317278,asd,bn,FALSE
317279,asd,bn,FALSE
317280,asd,bn,FALSE
317281,asd,bn,FALSE
317282,asd,bn,FALSE
317284,asd,bn,FALSE
317285,asd,bn,FALSE
317286,asd,bn,FALSE
317287,asd,bn,FALSE
317288,asd,bn,FALSE
317289,asd,bn,FALSE
317290,asd,bn,FALSE
317291,asd,bn,FALSE
317292,asd,bn,FALSE
317293,asd,bn,FALSE
317294,asd,bn,FALSE
317295,asd,bn,FALSE
317296,asd,bn,FALSE
317297,asd,bn,FALSE
317298,asd,bn,FALSE
317300,asd,bn,FALSE
317301,asd,bn,FALSE
317302,asd,bn,FALSE
317303,asd,bn,FALSE
317304,asd,bn,FALSE
317305,asd,bn,FALSE
317306,asd,bn,FALSE
317307,asd,bn,FALSE
317308,asd,bn,FALSE
317309,asd,bn,FALSE
317310,asd,bn,FALSE
317311,asd,bn,FALSE
317312,asd,bn,FALSE
317313,asd,bn,FALSE
317314,asd,bn,FALSE
317315,asd,bn,FALSE
317317,asd,bn,FALSE
317318,asd,bn,FALSE
318473,asd,bn,FALSE
318474,asd,bn,FALSE
318476,asd,bn,FALSE
318477,asd,bn,FALSE
318478,asd,bn,FALSE
318479,asd,bn,FALSE
31848,asd,bn,FALSE
318480,asd,bn,FALSE
318481,asd,bn,FALSE
318482,asd,bn,FALSE
318483,asd,bn,FALSE
318484,asd,bn,FALSE
318485,asd,bn,FALSE
318486,asd,bn,FALSE
318487,asd,bn,FALSE
318488,asd,bn,FALSE
318489,asd,bn,FALSE
318490,asd,bn,FALSE
318492,asd,bn,FALSE
318493,asd,bn,FALSE
318494,asd,bn,FALSE
318495,asd,bn,FALSE
318496,asd,bn,FALSE
318497,asd,bn,FALSE
318498,asd,bn,FALSE
318499,asd,bn,FALSE
318500,asd,bn,FALSE
318501,asd,bn,FALSE
318502,asd,bn,FALSE
318503,asd,bn,FALSE
318504,asd,bn,FALSE
318505,asd,bn,FALSE
318506,asd,bn,FALSE
318507,asd,bn,FALSE
318508,asd,bn,FALSE
318509,asd,bn,FALSE
318510,asd,bn,FALSE
318511,asd,bn,FALSE
318512,asd,bn,FALSE
318514,asd,bn,FALSE
318515,asd,bn,FALSE
318516,asd,bn,FALSE
318517,asd,bn,FALSE
318518,asd,bn,FALSE
318519,asd,bn,FALSE
318520,asd,bn,FALSE
318521,asd,bn,FALSE
318522,asd,bn,FALSE
318523,asd,bn,FALSE
318524,asd,bn,FALSE
318525,asd,bn,FALSE
318526,asd,bn,FALSE
318527,asd,bn,FALSE
318528,asd,bn,FALSE
318529,asd,bn,FALSE
318530,asd,bn,FALSE
318537,asd,bn,FALSE
318538,asd,bn,FALSE
318549,asd,bn,FALSE
318550,asd,bn,FALSE
318551,asd,bn,FALSE
318552,asd,bn,FALSE
318553,asd,bn,FALSE
318568,asd,bn,FALSE
318569,asd,bn,FALSE
318570,asd,bn,FALSE
318571,asd,bn,FALSE
318582,asd,bn,FALSE
318583,asd,bn,FALSE
318584,asd,bn,FALSE
318585,asd,bn,FALSE
318586,asd,bn,FALSE
318587,asd,bn,FALSE
318588,asd,bn,FALSE
318589,asd,bn,FALSE
318590,asd,bn,FALSE
318592,asd,bn,FALSE
318593,asd,bn,FALSE
318594,asd,bn,FALSE
318595,asd,bn,FALSE
318596,asd,bn,FALSE
318597,asd,bn,FALSE
318598,asd,bn,FALSE
318599,asd,bn,FALSE
318600,asd,bn,FALSE
318601,asd,bn,FALSE
318602,asd,bn,FALSE
318603,asd,bn,FALSE
318604,asd,bn,FALSE
318605,asd,bn,FALSE
318606,asd,bn,FALSE
318607,asd,bn,FALSE
318608,asd,bn,FALSE
318609,asd,bn,FALSE
318610,asd,bn,FALSE
318611,asd,bn,FALSE
318612,asd,bn,FALSE
318614,asd,bn,FALSE
318615,asd,bn,FALSE
318616,asd,bn,FALSE
318617,asd,bn,FALSE
318618,asd,bn,FALSE
318619,asd,bn,FALSE
318620,asd,bn,FALSE
318621,asd,bn,FALSE
318622,asd,bn,FALSE
318623,asd,bn,FALSE
318624,asd,bn,FALSE
318625,asd,bn,FALSE
318626,asd,bn,FALSE
318628,asd,bn,FALSE
318629,asd,bn,FALSE
318630,asd,bn,FALSE
318631,asd,bn,FALSE
318632,asd,bn,FALSE
318633,asd,bn,FALSE
318634,asd,bn,FALSE
318635,asd,bn,FALSE
318636,asd,bn,FALSE
318637,asd,bn,FALSE
318638,asd,bn,FALSE
318640,asd,bn,FALSE
318641,asd,bn,FALSE
318642,asd,bn,FALSE
318643,asd,bn,FALSE
318644,asd,bn,FALSE
318645,asd,bn,FALSE
318646,asd,bn,FALSE
318656,asd,bn,FALSE
318657,asd,bn,FALSE
318658,asd,bn,FALSE
318659,asd,bn,FALSE
318660,asd,bn,FALSE
318661,asd,bn,FALSE
318662,asd,bn,FALSE
318663,asd,bn,FALSE
318664,asd,bn,FALSE
318665,asd,bn,FALSE
318666,asd,bn,FALSE
318667,asd,bn,FALSE
318668,asd,bn,FALSE
318669,asd,bn,FALSE
318670,asd,bn,FALSE
318671,asd,bn,FALSE
318672,asd,bn,FALSE
318674,asd,bn,FALSE
318675,asd,bn,FALSE
318676,asd,bn,FALSE
318677,asd,bn,FALSE
318678,asd,bn,FALSE
318679,asd,bn,FALSE
318680,asd,bn,FALSE
318681,asd,bn,FALSE
318682,asd,bn,FALSE
318683,asd,bn,FALSE
318684,asd,bn,FALSE
318685,asd,bn,FALSE
318686,asd,bn,FALSE
318687,asd,bn,FALSE
318688,asd,bn,FALSE
318690,asd,bn,FALSE
318691,asd,bn,FALSE
318692,asd,bn,FALSE
318693,asd,bn,FALSE
318694,asd,bn,FALSE
318695,asd,bn,FALSE
318696,asd,bn,FALSE
318697,asd,bn,FALSE
318698,asd,bn,FALSE
318699,asd,bn,FALSE
318700,asd,bn,FALSE
318701,asd,bn,FALSE
318702,asd,bn,FALSE
318703,asd,bn,FALSE
318704,asd,bn,FALSE
318705,asd,bn,FALSE
318706,asd,bn,FALSE
318707,asd,bn,FALSE
318708,asd,bn,FALSE
318709,asd,bn,FALSE
318710,asd,bn,FALSE
318711,asd,bn,FALSE
318713,asd,bn,FALSE
318714,asd,bn,FALSE
318715,asd,bn,FALSE
318716,asd,bn,FALSE
318717,asd,bn,FALSE
318718,asd,bn,FALSE
318719,asd,bn,FALSE
318720,asd,bn,FALSE
318721,asd,bn,FALSE
318722,asd,bn,FALSE
318723,asd,bn,FALSE
318724,asd,bn,FALSE
318725,asd,bn,FALSE
318726,asd,bn,FALSE
318727,asd,bn,FALSE
318728,asd,bn,FALSE
318730,asd,bn,FALSE
318731,asd,bn,FALSE
318732,asd,bn,FALSE
318733,asd,bn,FALSE
318734,asd,bn,FALSE
318735,asd,bn,FALSE
318736,asd,bn,FALSE
318737,asd,bn,FALSE
318738,asd,bn,FALSE
318739,asd,bn,FALSE
318740,asd,bn,FALSE
318741,asd,bn,FALSE
318742,asd,bn,FALSE
318744,asd,bn,FALSE
318745,asd,bn,FALSE
318746,asd,bn,FALSE
318747,asd,bn,FALSE
318749,asd,bn,FALSE
318750,asd,bn,FALSE
318751,asd,bn,FALSE
318752,asd,bn,FALSE
318753,asd,bn,FALSE
318754,asd,bn,FALSE
318755,asd,bn,FALSE
318756,asd,bn,FALSE
318757,asd,bn,FALSE
318758,asd,bn,FALSE
318760,asd,bn,FALSE
318761,asd,bn,FALSE
318762,asd,bn,FALSE
318763,asd,bn,FALSE
318764,asd,bn,FALSE
318765,asd,bn,FALSE
318766,asd,bn,FALSE
318767,asd,bn,FALSE
318768,asd,bn,FALSE
318769,asd,bn,FALSE
318770,asd,bn,FALSE
318771,asd,bn,FALSE
318772,asd,bn,FALSE
318773,asd,bn,FALSE
318774,asd,bn,FALSE
318775,asd,bn,FALSE
318776,asd,bn,FALSE
318778,asd,bn,FALSE
318779,asd,bn,FALSE
318780,asd,bn,FALSE
318781,asd,bn,FALSE
318782,asd,bn,FALSE
318783,asd,bn,FALSE
318784,asd,bn,FALSE
318785,asd,bn,FALSE
318786,asd,bn,FALSE
318787,asd,bn,FALSE
318788,asd,bn,FALSE
318789,asd,bn,FALSE
318790,asd,bn,FALSE
318791,asd,bn,FALSE
318792,asd,bn,FALSE
318793,asd,bn,FALSE
318795,asd,bn,FALSE
318796,asd,bn,FALSE
318797,asd,bn,FALSE
318798,asd,bn,FALSE
318799,asd,bn,FALSE
318800,asd,bn,FALSE
318801,asd,bn,FALSE
318802,asd,bn,FALSE
318803,asd,bn,FALSE
318804,asd,bn,FALSE
318805,asd,bn,FALSE
318806,asd,bn,FALSE
318807,asd,bn,FALSE
318808,asd,bn,FALSE
318809,asd,bn,FALSE
318810,asd,bn,FALSE
318812,asd,bn,FALSE
318813,asd,bn,FALSE
318814,asd,bn,FALSE
318820,asd,bn,FALSE
318821,asd,bn,FALSE
318822,asd,bn,FALSE
318824,asd,bn,FALSE
318825,asd,bn,FALSE
318826,asd,bn,FALSE
318827,asd,bn,FALSE
318828,asd,bn,FALSE
318829,asd,bn,FALSE
318830,asd,bn,FALSE
318831,asd,bn,FALSE
318832,asd,bn,FALSE
318833,asd,bn,FALSE
318834,asd,bn,FALSE
318835,asd,bn,FALSE
318836,asd,bn,FALSE
318837,asd,bn,FALSE
318838,asd,bn,FALSE
318839,asd,bn,FALSE
318840,asd,bn,FALSE
318841,asd,bn,FALSE
318842,asd,bn,FALSE
318843,asd,bn,FALSE
318844,asd,bn,FALSE
318845,asd,bn,FALSE
318846,asd,bn,FALSE
318847,asd,bn,FALSE
318848,asd,bn,FALSE
318849,asd,bn,FALSE
318850,asd,bn,FALSE
318851,asd,bn,FALSE
318852,asd,bn,FALSE
318853,asd,bn,FALSE
318854,asd,bn,FALSE
318855,asd,bn,FALSE
318856,asd,bn,FALSE
318857,asd,bn,FALSE
318858,asd,bn,FALSE
318860,asd,bn,FALSE
318861,asd,bn,FALSE
318862,asd,bn,FALSE
318863,asd,bn,FALSE
318864,asd,bn,FALSE
318865,asd,bn,FALSE
318868,asd,bn,FALSE
318869,asd,bn,FALSE
318870,asd,bn,FALSE
318871,asd,bn,FALSE
318872,asd,bn,FALSE
318873,asd,bn,FALSE
318874,asd,bn,FALSE
318875,asd,bn,FALSE
318876,asd,bn,FALSE
318878,asd,bn,FALSE
318879,asd,bn,FALSE
318880,asd,bn,FALSE
318881,asd,bn,FALSE
318882,asd,bn,FALSE
318883,asd,bn,FALSE
318884,asd,bn,FALSE
318885,asd,bn,FALSE
318886,asd,bn,FALSE
318887,asd,bn,FALSE
318888,asd,bn,FALSE
318889,asd,bn,FALSE
318890,asd,bn,FALSE
318892,asd,bn,FALSE
318893,asd,bn,FALSE
318895,asd,bn,FALSE
318896,asd,bn,FALSE
318897,asd,bn,FALSE
318898,asd,bn,FALSE
318899,asd,bn,FALSE
318900,asd,bn,FALSE
318901,asd,bn,FALSE
318902,asd,bn,FALSE
318903,asd,bn,FALSE
318904,asd,bn,FALSE
318905,asd,bn,FALSE
318906,asd,bn,FALSE
318907,asd,bn,FALSE
318909,asd,bn,FALSE
318910,asd,bn,FALSE
318911,asd,bn,FALSE
318912,asd,bn,FALSE
318913,asd,bn,FALSE
318914,asd,bn,FALSE
318915,asd,bn,FALSE
318916,asd,bn,FALSE
318917,asd,bn,FALSE
318918,asd,bn,FALSE
318919,asd,bn,FALSE
318920,asd,bn,FALSE
318921,asd,bn,FALSE
318923,asd,bn,FALSE
318924,asd,bn,FALSE
318925,asd,bn,FALSE
318926,asd,bn,FALSE
318927,asd,bn,FALSE
318928,asd,bn,FALSE
318929,asd,bn,FALSE
318930,asd,bn,FALSE
318931,asd,bn,FALSE
318932,asd,bn,FALSE
318933,asd,bn,FALSE
318934,asd,bn,FALSE
318935,asd,bn,FALSE
318936,asd,bn,FALSE
318937,asd,bn,FALSE
318939,asd,bn,FALSE
318940,asd,bn,FALSE
318941,asd,bn,FALSE
318942,asd,bn,FALSE
318943,asd,bn,FALSE
318944,asd,bn,FALSE
318945,asd,bn,FALSE
318946,asd,bn,FALSE
318947,asd,bn,FALSE
318948,asd,bn,FALSE
318949,asd,bn,FALSE
318950,asd,bn,FALSE
318951,asd,bn,FALSE
318952,asd,bn,FALSE
318953,asd,bn,FALSE
318954,asd,bn,FALSE
318955,asd,bn,FALSE
318956,asd,bn,FALSE
318957,asd,bn,FALSE
318958,asd,bn,FALSE
318959,asd,bn,FALSE
318960,asd,bn,FALSE
318962,asd,bn,FALSE
318963,asd,bn,FALSE
318964,asd,bn,FALSE
318965,asd,bn,FALSE
318966,asd,bn,FALSE
318967,asd,bn,FALSE
318968,asd,bn,FALSE
318969,asd,bn,FALSE
318970,asd,bn,FALSE
318971,asd,bn,FALSE
318972,asd,bn,FALSE
318973,asd,bn,FALSE
318974,asd,bn,FALSE
318975,asd,bn,FALSE
318976,asd,bn,FALSE
318977,asd,bn,FALSE
318978,asd,bn,FALSE
318979,asd,bn,FALSE
318980,asd,bn,FALSE
318982,asd,bn,FALSE
318983,asd,bn,FALSE
318984,asd,bn,FALSE
318985,asd,bn,FALSE
318986,asd,bn,FALSE
318987,asd,bn,FALSE
318988,asd,bn,FALSE
318989,asd,bn,FALSE
318990,asd,bn,FALSE
318991,asd,bn,FALSE
318992,asd,bn,FALSE
318993,asd,bn,FALSE
318994,asd,bn,FALSE
318995,asd,bn,FALSE
319000,asd,bn,FALSE
319001,asd,bn,FALSE
319002,asd,bn,FALSE
319003,asd,bn,FALSE
319004,asd,bn,FALSE
319005,asd,bn,FALSE
319006,asd,bn,FALSE
319007,asd,bn,FALSE
319008,asd,bn,FALSE
319009,asd,bn,FALSE
319010,asd,bn,FALSE
319011,asd,bn,FALSE
319013,asd,bn,FALSE
319015,asd,bn,FALSE
319016,asd,bn,FALSE
319017,asd,bn,FALSE
319018,asd,bn,FALSE
319019,asd,bn,FALSE
319020,asd,bn,FALSE
319021,asd,bn,FALSE
319022,asd,bn,FALSE
319023,asd,bn,FALSE
319024,asd,bn,FALSE
319025,asd,bn,FALSE
319026,asd,bn,FALSE
319027,asd,bn,FALSE
319028,asd,bn,FALSE
319029,asd,bn,FALSE
319030,asd,bn,FALSE
319031,asd,bn,FALSE
319033,asd,bn,FALSE
319034,asd,bn,FALSE
319035,asd,bn,FALSE
319036,asd,bn,FALSE
319037,asd,bn,FALSE
319038,asd,bn,FALSE
319039,asd,bn,FALSE
319040,asd,bn,FALSE
319041,asd,bn,FALSE
319042,asd,bn,FALSE
319043,asd,bn,FALSE
319044,asd,bn,FALSE
319046,asd,bn,FALSE
319047,asd,bn,FALSE
319048,asd,bn,FALSE
319049,asd,bn,FALSE
319050,asd,bn,FALSE
319051,asd,bn,FALSE
319052,asd,bn,FALSE
319053,asd,bn,FALSE
319054,asd,bn,FALSE
319055,asd,bn,FALSE
319056,asd,bn,FALSE
319057,asd,bn,FALSE
319058,asd,bn,FALSE
319060,asd,bn,FALSE
319061,asd,bn,FALSE
319062,asd,bn,FALSE
319063,asd,bn,FALSE
319064,asd,bn,FALSE
319065,asd,bn,FALSE
319066,asd,bn,FALSE
319067,asd,bn,FALSE
319068,asd,bn,FALSE
319069,asd,bn,FALSE
319070,asd,bn,FALSE
319072,asd,bn,FALSE
319073,asd,bn,FALSE
319074,asd,bn,FALSE
319075,asd,bn,FALSE
319076,asd,bn,FALSE
319077,asd,bn,FALSE
319078,asd,bn,FALSE
319079,asd,bn,FALSE
319080,asd,bn,FALSE
319081,asd,bn,FALSE
319082,asd,bn,FALSE
319083,asd,bn,FALSE
319084,asd,bn,FALSE
319085,asd,bn,FALSE
319086,asd,bn,FALSE
319087,asd,bn,FALSE
319088,asd,bn,FALSE
319089,asd,bn,FALSE
319090,asd,bn,FALSE
319092,asd,bn,FALSE
319093,asd,bn,FALSE
319094,asd,bn,FALSE
319095,asd,bn,FALSE
319096,asd,bn,FALSE
319097,asd,bn,FALSE
319098,asd,bn,FALSE
319099,asd,bn,FALSE
319100,asd,bn,FALSE
319101,asd,bn,FALSE
319102,asd,bn,FALSE
319103,asd,bn,FALSE
319105,asd,bn,FALSE
319106,asd,bn,FALSE
319107,asd,bn,FALSE
319108,asd,bn,FALSE
319109,asd,bn,FALSE
319110,asd,bn,FALSE
319112,asd,bn,FALSE
319113,asd,bn,FALSE
319114,asd,bn,FALSE
319115,asd,bn,FALSE
319116,asd,bn,FALSE
319117,asd,bn,FALSE
319118,asd,bn,FALSE
319119,asd,bn,FALSE
319120,asd,bn,FALSE
319121,asd,bn,FALSE
319122,asd,bn,FALSE
319123,asd,bn,FALSE
319124,asd,bn,FALSE
319125,asd,bn,FALSE
319126,asd,bn,FALSE
319127,asd,bn,FALSE
319129,asd,bn,FALSE
319130,asd,bn,FALSE
319131,asd,bn,FALSE
319132,asd,bn,FALSE
319133,asd,bn,FALSE
319134,asd,bn,FALSE
319135,asd,bn,FALSE
319136,asd,bn,FALSE
319137,asd,bn,FALSE
319138,asd,bn,FALSE
319139,asd,bn,FALSE
319140,asd,bn,FALSE
319141,asd,bn,FALSE
319142,asd,bn,FALSE
319143,asd,bn,FALSE
319145,asd,bn,FALSE
319146,asd,bn,FALSE
319147,asd,bn,FALSE
319148,asd,bn,FALSE
319149,asd,bn,FALSE
319150,asd,bn,FALSE
319151,asd,bn,FALSE
319152,asd,bn,FALSE
319153,asd,bn,FALSE
319154,asd,bn,FALSE
319155,asd,bn,FALSE
319156,asd,bn,FALSE
319157,asd,bn,FALSE
319158,asd,bn,FALSE
319159,asd,bn,FALSE
319160,asd,bn,FALSE
319162,asd,bn,FALSE
319163,asd,bn,FALSE
319164,asd,bn,FALSE
319165,asd,bn,FALSE
319166,asd,bn,FALSE
319167,asd,bn,FALSE
319168,asd,bn,FALSE
319169,asd,bn,FALSE
319170,asd,bn,FALSE
319171,asd,bn,FALSE
319172,asd,bn,FALSE
319173,asd,bn,FALSE
319174,asd,bn,FALSE
319175,asd,bn,FALSE
319177,asd,bn,FALSE
319178,asd,bn,FALSE
319179,asd,bn,FALSE
319180,asd,bn,FALSE
319181,asd,bn,FALSE
319182,asd,bn,FALSE
319183,asd,bn,FALSE
319184,asd,bn,FALSE
319185,asd,bn,FALSE
319186,asd,bn,FALSE
319187,asd,bn,FALSE
319188,asd,bn,FALSE
319189,asd,bn,FALSE
319191,asd,bn,FALSE
319192,asd,bn,FALSE
319193,asd,bn,FALSE
319194,asd,bn,FALSE
319195,asd,bn,FALSE
319196,asd,bn,FALSE
319197,asd,bn,FALSE
319198,asd,bn,FALSE
319199,asd,bn,FALSE
319200,asd,bn,FALSE
319201,asd,bn,FALSE
319202,asd,bn,FALSE
319203,asd,bn,FALSE
319204,asd,bn,FALSE
319205,asd,bn,FALSE
319206,asd,bn,FALSE
319207,asd,bn,FALSE
319208,asd,bn,FALSE
319209,asd,bn,FALSE
319210,asd,bn,FALSE
319211,asd,bn,FALSE
319212,asd,bn,FALSE
319213,asd,bn,FALSE
319215,asd,bn,FALSE
319216,asd,bn,FALSE
319217,asd,bn,FALSE
319218,asd,bn,FALSE
319219,asd,bn,FALSE
319220,asd,bn,FALSE
319221,asd,bn,FALSE
319222,asd,bn,FALSE
319223,asd,bn,FALSE
319224,asd,bn,FALSE
319225,asd,bn,FALSE
319226,asd,bn,FALSE
319227,asd,bn,FALSE
319228,asd,bn,FALSE
319229,asd,bn,FALSE
319230,asd,bn,FALSE
319231,asd,bn,FALSE
319233,asd,bn,FALSE
319234,asd,bn,FALSE
319235,asd,bn,FALSE
319236,asd,bn,FALSE
319237,asd,bn,FALSE
319238,asd,bn,FALSE
319239,asd,bn,FALSE
319240,asd,bn,FALSE
319241,asd,bn,FALSE
319242,asd,bn,FALSE
319243,asd,bn,FALSE
319244,asd,bn,FALSE
319245,asd,bn,FALSE
319246,asd,bn,FALSE
319247,asd,bn,FALSE
319249,asd,bn,FALSE
319250,asd,bn,FALSE
319251,asd,bn,FALSE
319252,asd,bn,FALSE
319253,asd,bn,FALSE
319254,asd,bn,FALSE
319255,asd,bn,FALSE
319256,asd,bn,FALSE
319257,asd,bn,FALSE
319258,asd,bn,FALSE
319259,asd,bn,FALSE
319260,asd,bn,FALSE
319262,asd,bn,FALSE
319263,asd,bn,FALSE
319264,asd,bn,FALSE
319265,asd,bn,FALSE
319266,asd,bn,FALSE
319267,asd,bn,FALSE
319268,asd,bn,FALSE
319269,asd,bn,FALSE
319270,asd,bn,FALSE
319271,asd,bn,FALSE
319272,asd,bn,FALSE
319273,asd,bn,FALSE
319274,asd,bn,FALSE
319276,asd,bn,FALSE
319277,asd,bn,FALSE
319278,asd,bn,FALSE
319279,asd,bn,FALSE
319280,asd,bn,FALSE
319281,asd,bn,FALSE
319282,asd,bn,FALSE
319283,asd,bn,FALSE
319284,asd,bn,FALSE
319285,asd,bn,FALSE
319286,asd,bn,FALSE
319287,asd,bn,FALSE
319288,asd,bn,FALSE
319290,asd,bn,FALSE
319292,asd,bn,FALSE
319293,asd,bn,FALSE
319294,asd,bn,FALSE
319295,asd,bn,FALSE
319296,asd,bn,FALSE
319297,asd,bn,FALSE
319298,asd,bn,FALSE
319299,asd,bn,FALSE
319300,asd,bn,FALSE
319301,asd,bn,FALSE
319302,asd,bn,FALSE
319303,asd,bn,FALSE
319304,asd,bn,FALSE
319305,asd,bn,FALSE
319306,asd,bn,FALSE
319307,asd,bn,FALSE
319308,asd,bn,FALSE
319309,asd,bn,FALSE
319310,asd,bn,FALSE
319312,asd,bn,FALSE
319313,asd,bn,FALSE
319314,asd,bn,FALSE
319316,asd,bn,FALSE
319317,asd,bn,FALSE
319318,asd,bn,FALSE
319319,asd,bn,FALSE
319320,asd,bn,FALSE
319322,asd,bn,FALSE
319323,asd,bn,FALSE
319324,asd,bn,FALSE
319325,asd,bn,FALSE
319326,asd,bn,FALSE
319327,asd,bn,FALSE
319328,asd,bn,FALSE
319329,asd,bn,FALSE
319330,asd,bn,FALSE
319331,asd,bn,FALSE
319332,asd,bn,FALSE
319333,asd,bn,FALSE
319334,asd,bn,FALSE
319335,asd,bn,FALSE
319336,asd,bn,FALSE
319338,asd,bn,FALSE
319339,asd,bn,FALSE
319340,asd,bn,FALSE
319341,asd,bn,FALSE
319342,asd,bn,FALSE
319343,asd,bn,FALSE
319344,asd,bn,FALSE
319345,asd,bn,FALSE
319346,asd,bn,FALSE
319347,asd,bn,FALSE
319348,asd,bn,FALSE
319349,asd,bn,FALSE
319350,asd,bn,FALSE
319351,asd,bn,FALSE
319352,asd,bn,FALSE
319353,asd,bn,FALSE
319354,asd,bn,FALSE
319356,asd,bn,FALSE
319357,asd,bn,FALSE
319358,asd,bn,FALSE
319359,asd,bn,FALSE
319360,asd,bn,FALSE
319361,asd,bn,FALSE
319363,asd,bn,FALSE
319364,asd,bn,FALSE
319365,asd,bn,FALSE
319366,asd,bn,FALSE
319367,asd,bn,FALSE
319368,asd,bn,FALSE
319369,asd,bn,FALSE
319370,asd,bn,FALSE
319371,asd,bn,FALSE
319373,asd,bn,FALSE
319374,asd,bn,FALSE
319375,asd,bn,FALSE
319376,asd,bn,FALSE
319377,asd,bn,FALSE
319378,asd,bn,FALSE
319379,asd,bn,FALSE
319380,asd,bn,FALSE
319381,asd,bn,FALSE
319382,asd,bn,FALSE
319383,asd,bn,FALSE
319384,asd,bn,FALSE
319386,asd,bn,FALSE
319387,asd,bn,FALSE
319388,asd,bn,FALSE
319389,asd,bn,FALSE
319390,asd,bn,FALSE
319391,asd,bn,FALSE
319392,asd,bn,FALSE
319393,asd,bn,FALSE
319394,asd,bn,FALSE
319395,asd,bn,FALSE
319396,asd,bn,FALSE
319397,asd,bn,FALSE
319398,asd,bn,FALSE
319399,asd,bn,FALSE
319400,asd,bn,FALSE
319401,asd,bn,FALSE
319402,asd,bn,FALSE
319403,asd,bn,FALSE
319404,asd,bn,FALSE
319405,asd,bn,FALSE
319406,asd,bn,FALSE
319407,asd,bn,FALSE
319408,asd,bn,FALSE
319409,asd,bn,FALSE
319410,asd,bn,FALSE
319411,asd,bn,FALSE
319412,asd,bn,FALSE
319414,asd,bn,FALSE
319415,asd,bn,FALSE
319416,asd,bn,FALSE
319417,asd,bn,FALSE
319418,asd,bn,FALSE
319419,asd,bn,FALSE
319420,asd,bn,FALSE
319421,asd,bn,FALSE
319422,asd,bn,FALSE
319423,asd,bn,FALSE
319424,asd,bn,FALSE
319425,asd,bn,FALSE
319426,asd,bn,FALSE
319427,asd,bn,FALSE
319428,asd,bn,FALSE
319429,asd,bn,FALSE
319431,asd,bn,FALSE
319432,asd,bn,FALSE
319433,asd,bn,FALSE
319434,asd,bn,FALSE
319435,asd,bn,FALSE
319436,asd,bn,FALSE
319437,asd,bn,FALSE
319438,asd,bn,FALSE
319439,asd,bn,FALSE
319441,asd,bn,FALSE
319442,asd,bn,FALSE
319443,asd,bn,FALSE
319444,asd,bn,FALSE
319445,asd,bn,FALSE
319446,asd,bn,FALSE
319447,asd,bn,FALSE
319448,asd,bn,FALSE
319449,asd,bn,FALSE
319450,asd,bn,FALSE
319451,asd,bn,FALSE
319452,asd,bn,FALSE
319453,asd,bn,FALSE
319454,asd,bn,FALSE
319455,asd,bn,FALSE
319456,asd,bn,FALSE
319457,asd,bn,FALSE
319458,asd,bn,FALSE
319459,asd,bn,FALSE
319460,asd,bn,FALSE
319461,asd,bn,FALSE
319462,asd,bn,FALSE
319463,asd,bn,FALSE
319465,asd,bn,FALSE
319466,asd,bn,FALSE
319467,asd,bn,FALSE
319469,asd,bn,FALSE
319470,asd,bn,FALSE
319471,asd,bn,FALSE
319472,asd,bn,FALSE
319473,asd,bn,FALSE
319474,asd,bn,FALSE
319475,asd,bn,FALSE
319476,asd,bn,FALSE
319477,asd,bn,FALSE
319478,asd,bn,FALSE
319480,asd,bn,FALSE
319481,asd,bn,FALSE
319482,asd,bn,FALSE
319483,asd,bn,FALSE
319484,asd,bn,FALSE
319485,asd,bn,FALSE
319486,asd,bn,FALSE
319487,asd,bn,FALSE
319488,asd,bn,FALSE
319489,asd,bn,FALSE
319490,asd,bn,FALSE
319491,asd,bn,FALSE
319492,asd,bn,FALSE
319493,asd,bn,FALSE
319495,asd,bn,FALSE
319496,asd,bn,FALSE
319497,asd,bn,FALSE
319498,asd,bn,FALSE
319499,asd,bn,FALSE
319500,asd,bn,FALSE
319501,asd,bn,FALSE
319502,asd,bn,FALSE
319503,asd,bn,FALSE
319504,asd,bn,FALSE
319505,asd,bn,FALSE
319506,asd,bn,FALSE
319507,asd,bn,FALSE
319508,asd,bn,FALSE
319509,asd,bn,FALSE
319511,asd,bn,FALSE
319512,asd,bn,FALSE
319513,asd,bn,FALSE
319514,asd,bn,FALSE
319515,asd,bn,FALSE
319516,asd,bn,FALSE
319517,asd,bn,FALSE
319518,asd,bn,FALSE
319519,asd,bn,FALSE
319520,asd,bn,FALSE
319521,asd,bn,FALSE
319522,asd,bn,FALSE
319523,asd,bn,FALSE
319524,asd,bn,FALSE
319526,asd,bn,FALSE
319527,asd,bn,FALSE
319528,asd,bn,FALSE
319529,asd,bn,FALSE
319530,asd,bn,FALSE
