LithoID,SampleID,Isdrillhol,Ishikawa_I,Chlorite_I,Na2O_CaO__,K2O__K2O_N,Na2O__Na2O,ACN_Index,S_C__wt___,S__S_C___x,Total_BM__,Affinity,Revised_gr,Revised_su,Al2O3_TiO2,Zr_Al2O3,Zr_TiO2,Zr_Y,Zr_Nb,Nb_Y,Th_Yb,La_Yb_n,Th_Nb_n,SiO2_4AES_,TiO2_4AES_,Al2O3_4AES,Fe2O3_4AES,MnO_4AES_p,MgO_4AES_p,CaO_4AES_p,Na2O_4AES_,K2O_4AES_p,P2O5_4AES_,Cr2O3_4AES,TOT_C_4AES,TOT_S_4AES,LOI_4AES_p,Sum_4AES_p,Ba_4AES_pp,Cu_1DXMS_p,Pb_1DXMS_p,Zn_1DXMS_p,Ag_1DXMS_p,Au_1DXMS_p,As_1DXMS_p,Sb_1DXMS_p,Bi_1DXMS_p,Cd_1DXMS_p,Hg_1DXMS_p,Tl_1DXMS_p,Se_1DXMS_p,V_4AES_ppm,Ni_4AES_pp,Ni_1DXMS_p,Co_4AES_pp,Sc_4AES_pp,Rb_4AES_pp,Sr_4AES_pp,Cs_4AES_pp,Sn_4AES_pp,W_4AES_ppm,Mo_1DXMS_p,Ga_4AES_pp,Be_4AES_pp,U_4AES_ppm,Hf_4AES_pp,Ta_4AES_pp,Th_4AES_pp,Nb_4AES_pp,Y_4AES_ppm,Zr_4AES_pp,La_4AES_pp,Ce_4AES_pp,Pr_4AES_pp,Nd_4AES_pp,Sm_4AES_pp,Eu_4AES_pp,Gd_4AES_pp,Tb_4AES_pp,Dy_4AES_pp,Ho_4AES_pp,Er_4AES_pp,Tm_4AES_pp,Yb_4AES_pp,Lu_4AES_pp,Wgt_4AES_k,LABJOBNO,Cat__Al,Cat__Fe_Ti,Cat__Mg,FeO,Cat_Al,Cat_Fe,Cat_Ti,Cat_Mg,MERGE,MERGE_2
610164,TI1431,N,35.1,57,12.6,1.1,94.3,1.3,0.13,7.692308,108,THOL,Mafic,A,20.592503,3.51145,72.309553,3.559524,20.62069,0.172619,0.184049,2.156299,0.867748,47.71,0.827,17.03,11.18,0.16,6.71,10.31,2.33,0.14,0.105,0.006,0.12,<0.02,3.3,99.78,37,57.9,0.1,50,<0.1,1,13.9,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,202,117,81.8,53.1,28,4.1,197.5,<0.1,<1,<0.5,0.2,17.7,<1,0.1,1.8,0.1,0.3,2.9,16.8,59.8,4.9,13.2,1.8,8.8,2.28,0.74,2.56,0.49,2.76,0.58,1.67,0.27,1.63,0.27,1.15,VAN09005164,51.32078852,23.10215178,25.5770597,10.059764,33.40460171,14.00184283,1.035302954,16.64805855,Mafic A,THOL Mafic A
609655,83J0503,N,32.8,57.4,13.4,4.2,76.5,1.1,0.05,60,133,THOL,Mafic,A,20.431034,2.946554,60.201149,2.421965,20.95,0.115607,0.152284,1.055923,1.258235,49.82,0.696,14.22,13.44,0.23,5.96,11.5,1.89,0.58,0.049,0.021,0.02,0.03,1.4,99.81,120,109.2,1.8,22,<0.1,3.3,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,250,71,18.6,49,44,19.5,134.2,0.4,<1,<0.5,0.4,14.2,<1,0,1.2,0.1,0.3,2,17.3,41.9,2.9,7.6,1.11,5.9,1.72,0.61,2.31,0.43,2.94,0.65,1.87,0.31,1.97,0.29,1.07,VAN09004085,46.19260749,29.31853266,24.48885986,12.093312,27.89274436,16.83226902,0.87130696,14.78724724,Mafic A,THOL Mafic A
609785,85J0449,N,35.1,48.5,13.6,13.1,63.7,1,3.98,26.633166,164.6,THOL,Mafic,A,20.374252,2.211609,45.05988,2.29771,18.8125,0.122137,0,1.304181,0,42.77,0.668,13.61,9.36,0.14,5.29,9.98,3.6,2.05,0.039,0.049,2.92,1.06,12.2,99.8,41,105.4,4.2,55,0.8,20,<0.5,<0.1,1.6,0.1,<0.01,<0.1,<0.5,265,135,93,37.7,31,88,122.6,3.8,<1,6.1,0.3,13.1,1,0.2,0.7,0.1,0,1.6,13.1,30.1,2.6,6,0.89,4.4,1.42,0.51,1.79,0.34,2.19,0.48,1.42,0.23,1.43,0.21,0.6,VAN09004086,50.9665643,23.9762478,25.0571879,8.422128,26.69622016,11.72247307,0.836254382,13.12492247,Mafic A,THOL Mafic A
609883,83J0383,N,46.6,63.8,12.1,9.8,55.6,1.2,0.09,66.666667,109,THOL,Mafic,A,20.288066,2.285328,46.364883,2.180645,17.789474,0.122581,0.17341,0.995098,1.324458,46.09,0.729,14.79,13.49,0.19,9.22,10.45,1.65,1.32,0.044,0.052,0.03,0.06,1.6,99.68,206,61.1,0.9,47,<0.1,<0.5,0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,272,175,55.6,51.9,44,41.1,90.8,0.7,<1,<0.5,1,15.7,<1,0.2,1.2,0.1,0.3,1.9,15.5,33.8,2.4,6.5,1.02,5.5,1.6,0.55,2.1,0.41,2.6,0.6,1.79,0.27,1.73,0.27,1.31,VAN09004086,41.62604222,25.55103191,32.82292587,12.138302,29.01080795,16.89488907,0.912618928,22.87557375,Mafic A,THOL Mafic A
610246,TI0422,N,35.4,56.6,10.2,8.8,55.3,1.2,3.77,1.32626,135.8,THOL,Mafic,A,20.229885,3.271104,66.174056,3.663636,28.785714,0.127273,0.229008,1.697426,1.797479,45.79,0.609,12.32,9.73,0.16,4.59,8.97,1.21,0.98,0.056,0.04,3.72,0.05,15.3,99.8,366,76.4,0.4,59,<0.1,1,44.2,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,206,47,53,40.2,35,26.9,105.7,0.8,<1,<0.5,0.3,12.7,<1,0.1,1.1,0.1,0.3,1.4,11,40.3,3.1,7.4,1.06,4.6,1.35,0.47,1.85,0.33,2.01,0.44,1.39,0.21,1.31,0.2,0.6,VAN09005164,49.82417886,26.69617474,23.4796464,8.755054,24.16586572,12.18586143,0.76239359,11.38816524,Mafic A,THOL Mafic A
609896,74F0139,N,43.7,60.7,11.7,6.6,66,1.4,0.09,33.333333,139.7,THOL,Mafic,A,20.173913,1.79803,36.273292,2.474576,29.2,0.084746,0,0.734244,0,47.34,0.805,16.24,10.88,0.16,8.23,10.06,1.61,0.83,0.025,0.042,0.06,0.03,3.5,99.73,94,92.2,2.5,45,<0.1,3.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,298,128,106.4,44.1,37,23.4,121.8,0.7,<1,<0.5,0.2,15.2,<1,0,0.9,<0.1,0,1,11.8,29.2,1.3,3.9,0.62,3.6,1.16,0.49,1.59,0.32,2.06,0.45,1.34,0.2,1.27,0.21,0.82,VAN09004086,47.61002195,21.8715882,30.51838985,9.789824,31.85500481,13.62612254,1.007761643,20.41930282,Mafic A,THOL Mafic A
610123,TI1068,N,30.7,49.7,13.6,0.7,96.7,1,0.63,1.587302,149.3,THOL,Mafic,A,20.127119,2.694737,54.237288,2.272189,24,0.094675,0.166667,0.876699,1.572794,52.28,0.708,14.25,8.34,0.21,5.94,11.01,2.6,0.09,0.07,0.023,0.62,<0.02,4.3,99.83,29,107.1,0.2,42,<0.1,0.7,0.6,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,260,82,52.6,42.2,49,2.7,80.8,<0.1,<1,<0.5,0.1,13.1,<1,0,1.2,<0.1,0.3,1.6,16.9,38.4,2.2,6.5,0.95,5.3,1.53,0.55,2.19,0.44,2.84,0.62,1.84,0.26,1.8,0.27,0.6,VAN09005164,51.74249426,20.97599819,27.28150755,7.504332,27.95158981,10.44502408,0.886329494,14.73762561,Mafic A,THOL Mafic A
610134,TI0033,N,36.6,58.4,11.9,0.3,98.7,1.2,0.1,10,138.4,THOL,Mafic,A,20.071942,2.982079,59.856115,2.418605,24.470588,0.098837,0.091743,0.72388,0.986851,50.8,0.695,13.95,10.93,0.18,6.81,9.64,2.23,0.03,0.052,0.018,0.09,<0.02,4.5,99.81,14,91.2,0.2,47,<0.1,0.9,7,0.3,<0.1,<0.1,0.04,<0.1,<0.5,301,53,32.1,37.8,48,0.2,135.7,<0.1,<1,<0.5,<0.1,13.6,<1,0,1.3,<0.1,0.2,1.7,17.2,41.6,2.2,6.7,0.92,4.7,1.67,0.6,2.28,0.46,3.18,0.7,2.09,0.34,2.18,0.32,0.61,VAN09005164,46.52162418,24.75224081,28.72613502,9.834814,27.36313529,13.68874259,0.870055083,16.89616673,Mafic A,THOL Mafic A
609657,72J0908,N,44.1,63.5,11.6,3.8,80.8,1.3,0.05,40,169,THOL,Mafic,A,20.027285,2.629428,52.6603,2.62585,21.444444,0.122449,0,1.069266,0,46.86,0.733,14.68,12.79,0.19,8.72,9.69,1.93,0.46,0.054,0.041,0.03,<0.02,3.6,99.78,71,97.5,0.5,71,<0.1,3.7,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,241,156,102.5,52.6,39,12.2,118,0.4,<1,<0.5,0.7,15.2,<1,0,1.1,0.1,0,1.8,14.7,38.6,2.4,6.2,0.98,5,1.55,0.58,2.25,0.41,2.58,0.56,1.64,0.27,1.61,0.23,0.56,VAN09004085,42.74423328,25.14006726,32.11569947,11.508442,28.79504129,16.01820839,0.91762644,21.63503287,Mafic A,THOL Mafic A
610209,TB09001,N,42,59.8,10.6,0.4,98.3,1.5,0.08,12.5,145,THOL,Mafic,A,19.902795,3.021978,60.145808,2.844828,24.75,0.114943,0,0.887381,0,51.46,0.823,16.38,9.02,0.15,7.63,8.24,2.34,0.04,0.045,0.054,0.07,<0.02,3.6,99.76,34,93.1,0.9,51,<0.1,1.4,4.2,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,293,151,103,54.5,43,0.5,125.9,<0.1,<1,<0.5,0.1,14.3,<1,0,1.4,0.1,0,2,17.4,49.5,2.4,7.2,1.1,6.1,1.96,0.67,2.54,0.48,3.06,0.65,1.92,0.31,1.94,0.31,1.41,VAN09005165,50.68784444,19.44706145,29.86509412,8.116196,32.12961692,11.29665674,1.030295443,18.93065377,Mafic A,THOL Mafic A
609501,73S0421,N,23.2,53.4,11.6,1.4,89,1.4,0.43,4.651163,124.4,THOL,Mafic,A,19.829268,2.847478,56.463415,2.258537,24.368421,0.092683,0.101523,0.910279,0.882972,52.01,0.82,16.26,11.1,0.24,3.33,10.21,1.38,0.17,0.058,0.026,0.41,<0.02,4.2,99.82,59,47.5,0.9,76,<0.1,1.9,0.6,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,299,113,105.2,46.6,45,5.6,105.3,0.2,<1,<0.5,0.2,16.5,<1,0,1.3,0.2,0.2,1.9,20.5,46.3,2.5,6.8,1.09,5.8,1.96,0.65,2.63,0.52,3.36,0.74,2.16,0.32,1.97,0.31,0.44,VAN09004085,57.90063784,27.10056386,14.9987983,9.98778,31.89423511,13.90165075,1.02653981,8.262002233,Mafic A,THOL Mafic A
610433,WJ89-50,N,51.2,67.3,9.4,21.3,47.5,1.7,0.29,86.206897,164.6,THOL,Mafic,A,19.802713,4.178082,82.737361,3.273171,18.638889,0.17561,0.440529,2.401532,2.330065,45.91,0.811,16.06,13.63,0.2,7.36,7.12,2.32,2.56,0.087,0.031,0.04,0.25,3.5,99.64,487,45.6,9,110,<0.1,2.4,1.3,<0.1,0.2,<0.1,<0.01,<0.1,0.6,238,163,122.6,66.7,36,70,562.7,0.9,<1,1.1,0.2,17.4,<1,0.3,2,0.2,1,3.6,20.5,67.1,7.6,17.9,2.19,10.3,2.55,0.83,3.11,0.57,3.48,0.78,2.19,0.34,2.27,0.34,0.65,VAN09005164,46.43002446,26.65582915,26.91414639,12.264274,31.50193209,17.0702252,1.015272909,18.26076169,Mafic A,THOL Mafic A
609527,73S0419,N,35.3,58.4,13.5,0.7,89.1,1.1,0.05,40,44.9,THOL,Mafic,A,19.707057,2.594595,51.131824,2.299401,22.588235,0.101796,0,1.928225,0,47.57,0.751,14.8,13,0.25,7.23,12.63,0.82,0.1,0.074,0.036,0.03,<0.02,2.5,99.78,25,5.6,6.3,33,<0.1,0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,277,56,25.9,46.7,41,1.4,39.3,<0.1,<1,<0.5,0.1,16.5,<1,0,1.3,0.1,0,1.7,16.7,38.4,5,10.4,1.35,6.3,1.98,0.67,2.58,0.51,3.06,0.67,1.94,0.3,1.86,0.27,0.89,VAN09004085,45.22576011,26.82874011,27.94549979,11.6974,29.0304231,16.28121259,0.94016024,17.93822106,Mafic A,THOL Mafic A
610136,TI1053,N,37.4,60.1,11.8,0.2,98.6,1.2,0.49,2.040816,153.5,THOL,Mafic,A,19.695652,2.737307,53.913043,2.4,24.8,0.096774,0,0.689711,0,49.54,0.69,13.59,11.92,0.31,7.05,10.41,1.4,0.02,0.045,0.018,0.48,<0.02,4.8,99.8,10,102.3,0.2,51,<0.1,1.3,2.6,0.2,<0.1,0.1,0.01,<0.1,<0.5,270,52,43.7,43.9,49,0.1,131.5,<0.1,<1,<0.5,0.1,13,<1,0,1.2,<0.1,0,1.5,15.5,37.2,2,6,0.87,4.6,1.51,0.55,2.17,0.43,2.82,0.61,1.94,0.3,2.08,0.32,0.78,VAN09005164,44.47202395,26.34658574,29.18139032,10.725616,26.65698986,14.92861955,0.863795694,17.49162635,Mafic A,THOL Mafic A
610093,TI4360,N,43,62.2,9.9,0.3,99.4,1.6,0.09,33.333333,273.6,THOL,Mafic,A,19.672544,2.976953,58.564232,2.554945,23.25,0.10989,0.146341,0.804775,1.258235,52.95,0.794,15.62,9.88,0.25,7.44,5.23,4.68,0.03,0.048,0.019,0.06,0.03,2.8,99.74,67,150.6,1,122,0.4,<0.5,4.7,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,310,86,57.4,46.6,55,0,232.7,<0.1,<1,<0.5,0.2,13.5,<1,0,1.2,0.1,0.3,2,18.2,46.5,2.3,7.3,1.03,6.2,1.77,0.6,2.5,0.49,3.11,0.7,2.07,0.32,2.05,0.33,0.62,VAN09005164,49.04900375,21.40004121,29.55095504,8.890024,30.63886546,12.37372157,0.993990986,18.45924823,Mafic A,THOL Mafic A
609546,73J1204,N,34.2,55.2,12.8,0.9,96.2,1,0.92,2.173913,117.6,THOL,Mafic,A,19.440994,3.107029,60.403727,2.94697,24.3125,0.121212,0,1.179769,0,51,0.644,12.52,10.28,0.18,6.51,9.96,2.8,0.11,0.052,0.048,0.9,<0.02,5.7,99.78,48,70.4,1.2,46,<0.1,0.9,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,206,107,79,40.4,35,2,85,0.1,<1,<0.5,<0.1,12.2,<1,0,1.2,0.1,0,1.6,13.2,38.9,2.5,6.2,0.89,4.8,1.41,0.38,1.93,0.37,2.3,0.5,1.47,0.23,1.52,0.22,0.69,VAN09004085,45.15124356,25.15290374,29.6958527,9.249944,24.55816873,12.87468196,0.806209314,16.1518422,Mafic A,THOL Mafic A
610090,TI4338,N,41.9,61.4,11,0.3,99.4,1.3,0.26,11.538462,751.8,THOL,Mafic,A,19.364005,3.01188,58.322057,2.407821,25.352941,0.094972,0,0.755052,0,51.46,0.739,14.31,10.68,0.48,7.88,6.17,4.8,0.03,0.06,0.033,0.23,0.03,3,99.68,59,13,0.8,738,0.2,<0.5,<0.5,<0.1,<0.1,1.2,0.03,<0.1,<0.5,281,90,51.9,47.5,48,0,210.8,<0.1,<1,<0.5,0.1,12.9,<1,0,1,0.1,0,1.7,17.9,43.1,2.2,6.3,0.94,4.7,1.67,0.5,2.49,0.48,3.01,0.68,2.17,0.33,2.09,0.34,0.66,VAN09005164,45.33080462,23.09520764,31.57398774,9.609864,28.06928071,13.37564235,0.925137707,19.5509242,Mafic A,THOL Mafic A
610071,TI4176,N,35,53.6,11.5,5.9,76.7,1.1,3.97,3.778338,213,THOL,Mafic,A,19.33642,3.048683,58.950617,2.70922,23.875,0.113475,0.193548,0.925548,1.572794,44.76,0.648,12.53,8.84,0.23,5.48,9.15,2.37,0.72,0.057,0.017,3.82,0.15,15,99.8,92,126.5,0.5,86,<0.1,2.8,81.1,0.1,<0.1,0.2,<0.01,<0.1,<0.5,256,138,111.2,47.8,42,15.4,74.8,0.3,<1,1.9,0.1,13.1,<1,0,1.1,<0.1,0.3,1.6,14.1,38.2,2,5.5,0.85,5.1,1.4,0.49,1.94,0.36,2.37,0.51,1.56,0.24,1.55,0.23,0.45,VAN09005164,49.10003242,23.73803351,27.16193408,7.954232,24.57778388,11.07122456,0.811216825,13.596328,Mafic A,THOL Mafic A
609628,83J0293,N,39.9,59.6,13.1,1.1,92.6,1.1,0.13,69.230769,117.2,THOL,Mafic,A,19.285714,3.043771,58.701299,2.773006,22.6,0.122699,0.153846,0.846046,1.258235,49.12,0.77,14.85,12.07,0.19,8.55,11.34,1.74,0.14,0.059,0.054,0.04,0.09,0.8,99.72,26,105.1,1.1,11,<0.1,0.7,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,291,160,35.6,54.3,41,2.8,114.8,0.2,<1,<0.5,0.1,15.9,<1,0,1.2,0.1,0.3,2,16.3,45.2,2.3,7,1.03,5.6,1.8,0.67,2.5,0.49,3.11,0.64,1.98,0.31,1.95,0.29,0.91,VAN09004085,43.85357682,24.20942402,31.93699916,10.860586,29.12849885,15.11647969,0.963945919,21.21324898,Mafic A,THOL Mafic A
0,KL1132,N,39.5,54.8,12.3,2.5,90.8,1.2,0.18,16.666667,122.1,THOL,Mafic,A,19.244792,5.060893,97.395833,2.597222,22.666667,0.114583,0.167224,1.103538,1.270945,52.05,0.768,14.78,8.08,0.16,7.72,9.17,3.15,0.32,0.056,0.039,0.15,0.03,3.4,99.75,112,74.8,0.3,47,<0.1,<0.5,0.7,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,247,98,72.7,39.2,38,9.4,111,0.4,<1,<0.5,0.3,14.9,<1,0.1,2.5,0.2,0.5,3.3,28.8,74.8,4.6,12.7,1.95,10.4,3.07,0.84,4.14,0.75,5.01,1.09,3.15,0.5,2.99,0.46,0.67,VAN09006313,48.95012274,18.70942597,32.34045129,7.270384,28.9911928,10.11939983,0.961442163,19.15395112,Mafic A,THOL Mafic A
610197,TI1097,N,26.8,57.8,9.4,0.7,96.9,2.1,0.1,60,241.6,THOL,Mafic,A,19.089128,2.385839,45.543585,3.394161,19.375,0.175182,0.10929,0.823131,0.69902,51.23,1.021,19.49,10.63,0.21,3.36,7.18,2.21,0.07,0.05,0.023,0.04,0.06,4.4,99.86,16,135.4,0.2,106,<0.1,<0.5,<0.5,<0.1,<0.1,0.3,<0.01,<0.1,0.5,301,150,144.2,56.6,36,2,167.3,0.3,<1,<0.5,0.1,18.5,<1,0.2,1.5,0.2,0.2,2.4,13.7,46.5,2.1,6.2,0.95,4.4,1.57,0.86,2.17,0.41,2.68,0.58,1.74,0.26,1.83,0.28,0.93,VAN09005164,62.51055986,23.85836062,13.63107952,9.564874,38.2299288,13.3130223,1.278167251,8.336434686,Mafic A,THOL Mafic A
610386,MNT87-01,N,37.5,57.2,12.9,5.1,76.8,1.1,0.18,5.555556,71.2,THOL,Mafic,A,19.083447,2.781362,53.077975,2.06383,24.25,0.085106,0.091743,0.658073,1.048529,50.37,0.731,13.95,11.38,0.17,7.05,10.62,2.32,0.7,0.051,0.012,0.17,<0.02,2.4,99.77,162,47,0.2,24,<0.1,1.1,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,289,72,29.6,43.3,48,13.1,76.4,0.2,<1,<0.5,<0.1,12.9,<1,0,1.4,<0.1,0.2,1.6,18.8,38.8,2,5.9,0.93,5,1.61,0.6,2.44,0.47,3.1,0.72,2.11,0.32,2.18,0.33,0.76,VAN09005164,45.58835221,25.26972329,29.1419245,10.239724,27.36313529,14.25232302,0.915122684,17.49162635,Mafic A,THOL Mafic A
610023,93D0070,N,46.7,64,10.1,8.3,64.5,1.3,0.42,23.809524,120.5,THOL,Mafic,A,19.053672,2.861379,54.519774,2.144444,25.733333,0.083333,0,0.688318,0,51.6,0.708,13.49,11.21,0.18,7.95,8.44,1.67,0.92,0.039,0.024,0.32,0.1,3.5,99.78,132,81.8,0.7,38,<0.1,2.4,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,286,62,34.8,40.3,48,39.1,113.9,1.8,<1,1,1.9,13.5,<1,0,1.3,<0.1,0,1.5,18,38.6,1.9,5.5,0.87,4.7,1.56,0.54,2.28,0.45,3.02,0.66,2.04,0.31,1.98,0.32,0.71,VAN09004086,43.29950299,24.42391672,32.27658029,10.086758,26.46083835,14.03941486,0.886329494,19.72459993,Mafic A,THOL Mafic A
0,KL1880,N,27.9,48,15.6,1.8,93.7,0.9,0.77,19.480519,116.9,THOL,Mafic,A,18.910506,3.813443,72.114137,3.106145,26.47619,0.117318,0.2,1.255274,1.597759,49.69,0.771,14.58,9.75,0.19,5.76,11.45,4.13,0.28,0.054,0.048,0.62,0.15,3.1,99.78,73,96.4,0.5,20,<0.1,0.6,1.1,0.2,<0.1,<0.1,<0.01,<0.1,<0.5,236,105,34.4,46.7,39,5.6,197.9,0.2,<1,<0.5,0.4,14,<1,0,1.5,<0.1,0.4,2.1,17.9,55.6,3.5,9.8,1.31,7.1,2.1,0.72,2.65,0.51,3.05,0.71,1.98,0.32,2,0.31,0.51,VAN09006313,51.00930251,23.50105355,25.48964395,8.77305,28.59888978,12.21090945,0.965197797,14.29103089,Mafic A,THOL Mafic A
610111,TI1039,N,51,66.7,10.2,1.1,96.5,1.2,0.63,1.587302,159.8,THOL,Mafic,A,18.883861,2.915335,55.05279,2.185629,28.076923,0.077844,0,0.613732,0,47.92,0.663,12.52,10.99,0.23,10.48,7.13,3.04,0.11,0.048,0.063,0.62,<0.02,6.5,99.76,38,103.6,1.2,55,<0.1,4.4,10.3,<0.1,<0.1,<0.1,0.01,<0.1,<0.5,251,304,159.3,50.1,40,4.2,74.2,0.4,<1,1.7,0.1,12.6,<1,0,1.1,<0.1,0,1.3,16.7,36.5,1.6,5,0.79,4.3,1.37,0.5,2.01,0.4,2.42,0.59,1.77,0.27,1.87,0.27,0.61,VAN09005164,37.69261898,22.39913025,39.90825078,9.888802,24.55816873,13.76388665,0.829994992,26.00173676,Mafic A,THOL Mafic A
609661,72S0120,N,44.9,63,9.3,0.4,98.8,1.6,0.85,9.411765,149.1,THOL,Mafic,A,18.738739,5.027473,94.208494,2.661818,20.914286,0.127273,0.122324,0.899366,0.958655,51.18,0.777,14.56,9.29,0.14,7.53,5.92,3.38,0.04,0.065,0.037,0.77,0.08,6.9,99.8,23,93.8,0.3,55,<0.1,1.4,1.1,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,251,97,80.3,40.1,37,0.7,73.7,1,<1,<0.5,0.2,13.9,<1,0.1,2.5,0.2,0.4,3.5,27.5,73.2,4.1,11.5,1.87,9.5,3.25,0.96,4.01,0.78,5.17,1.12,3.27,0.5,3.27,0.5,1.58,VAN09004085,47.71895323,21.06528526,31.21576151,8.359142,28.55965948,11.634805,0.972709064,18.68254559,Mafic A,THOL Mafic A
609667,73S0765,N,37.6,59.9,12.7,1.8,88.6,1.2,0.16,25,161.6,THOL,Mafic,A,18.61809,2.813765,52.386935,2.622642,19.857143,0.132075,0,1.078022,0,47.27,0.796,14.82,12.82,0.22,7.41,10.89,1.79,0.23,0.057,0.04,0.12,0.04,3.4,99.74,53,104.2,1.4,56,<0.1,1.3,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,246,148,116.6,53.5,40,7.6,142.6,0.3,<1,<0.5,0.1,14.8,<1,0,1.4,0.2,0,2.1,15.9,41.7,2.6,7,1.07,5.4,1.69,0.62,2.25,0.43,2.85,0.57,1.71,0.28,1.73,0.27,0.62,VAN09004085,45.06451798,26.43487179,28.50061023,11.535436,29.0696534,16.05578042,0.996494742,18.38481578,Mafic A,THOL Mafic A
610375,TB09026,N,34.7,53.5,14.3,0.2,99.1,1.1,0.39,2.564103,150.8,THOL,Mafic,A,18.542891,2.686946,49.823737,3.007092,20.190476,0.148936,0.142857,1.178421,0.79888,46.95,0.851,15.78,9.93,0.16,7.59,11.13,3.2,0.03,0.056,0.045,0.38,<0.02,4,99.77,10,114.5,0.3,36,<0.1,1.1,3,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,232,201,106.3,47.7,34,0.1,127.2,<0.1,<1,<0.5,0.1,13.9,<1,0,1.3,0.1,0.2,2.1,14.1,42.4,2.3,7,1.09,6.1,1.81,0.8,2.29,0.42,2.53,0.55,1.54,0.23,1.4,0.21,1.07,VAN09005165,48.90939825,21.33446671,29.75613505,8.935014,30.95270787,12.43634162,1.065348022,18.8314105,Mafic A,THOL Mafic A
610313,RE26-03,N,35.6,55.4,14,2.6,84.8,1.1,0.03,66.666667,156.3,THOL,Mafic,A,18.484487,2.052937,37.947494,2.025478,22.714286,0.089172,0,0.777795,0,48.02,0.838,15.49,11.14,0.18,7.39,11.96,2.06,0.37,0.043,0.054,<0.02,0.02,2.2,99.78,84,123.7,0.6,32,<0.1,2.9,3.2,<0.1,<0.1,0.1,<0.01,<0.1,<0.5,296,107,37.3,46.2,52,7.5,164.9,0.2,<1,<0.5,0.1,15.3,<1,0,1,0.1,0,1.4,15.7,31.8,1.8,5.4,0.84,4.9,1.44,0.59,2.22,0.42,2.64,0.62,1.81,0.25,1.66,0.26,0.86,VAN09005164,47.68349697,23.54182036,28.77468267,10.023772,30.3838685,13.95174679,1.04907361,18.33519415,Mafic A,THOL Mafic A
609728,76J0769,N,41.7,65,10.7,0.7,97,1.5,0.43,9.302326,179.1,THOL,Mafic,A,18.434579,3.029151,55.841122,3.044586,20.782609,0.146497,0.184049,1.320183,1.094118,45.43,0.856,15.78,13.62,0.18,7.57,8.41,2.25,0.07,0.061,0.025,0.39,0.04,5.5,99.75,22,91.5,1.6,86,<0.1,2.5,1.7,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,242,189,154.4,60.2,28,2.5,135.3,0.2,<1,<0.5,0.1,15.8,<1,0,1.4,0.1,0.3,2.3,15.7,47.8,3,8.2,1.18,5.8,1.72,0.71,2.29,0.38,2.79,0.52,1.72,0.22,1.63,0.22,1.28,VAN09004085,45.61003869,26.71425293,27.67570838,12.255276,30.95270787,17.05770119,1.071607411,18.78178886,Mafic A,THOL Mafic A
609810,76J0037,N,42.6,58.7,13.5,3.3,82.6,1,0.06,33.333333,67.3,THOL,Mafic,A,18.418919,3.184153,58.648649,2.465909,22.842105,0.107955,0,0.924355,0,48.76,0.74,13.63,10.74,0.18,9.52,11.29,2.18,0.46,0.061,0.042,0.04,<0.02,2.1,99.74,47,47.5,0.8,19,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,216,95,19,42.4,43,14,154.2,0.6,<1,<0.5,0.1,13,<1,0,1.3,0.1,0,1.9,17.6,43.4,2.5,6.7,1.02,5.5,1.75,0.64,2.37,0.46,2.91,0.61,1.94,0.28,1.94,0.29,0.68,VAN09004086,41.30141776,22.21012706,36.48845519,9.663852,26.73545046,13.4507864,0.926389584,23.61989828,Mafic A,THOL Mafic A
