LithoID,SampleID,Isdrillhol,Ishikawa_I,Chlorite_I,Na2O_CaO__,K2O__K2O_N,Na2O__Na2O,ACN_Index,S_C__wt___,S__S_C___x,Total_BM__,Affinity,Revised_gr,Revised_su,Al2O3_TiO2,Zr_Al2O3,Zr_TiO2,Zr_Y,Zr_Nb,Nb_Y,Th_Yb,La_Yb_n,Th_Nb_n,SiO2_4AES_,TiO2_4AES_,Al2O3_4AES,Fe2O3_4AES,MnO_4AES_p,MgO_4AES_p,CaO_4AES_p,Na2O_4AES_,K2O_4AES_p,P2O5_4AES_,Cr2O3_4AES,TOT_C_4AES,TOT_S_4AES,LOI_4AES_p,Sum_4AES_p,Ba_4AES_pp,Cu_1DXMS_p,Pb_1DXMS_p,Zn_1DXMS_p,Ag_1DXMS_p,Au_1DXMS_p,As_1DXMS_p,Sb_1DXMS_p,Bi_1DXMS_p,Cd_1DXMS_p,Hg_1DXMS_p,Tl_1DXMS_p,Se_1DXMS_p,V_4AES_ppm,Ni_4AES_pp,Ni_1DXMS_p,Co_4AES_pp,Sc_4AES_pp,Rb_4AES_pp,Sr_4AES_pp,Cs_4AES_pp,Sn_4AES_pp,W_4AES_ppm,Mo_1DXMS_p,Ga_4AES_pp,Be_4AES_pp,U_4AES_ppm,Hf_4AES_pp,Ta_4AES_pp,Th_4AES_pp,Nb_4AES_pp,Y_4AES_ppm,Zr_4AES_pp,La_4AES_pp,Ce_4AES_pp,Pr_4AES_pp,Nd_4AES_pp,Sm_4AES_pp,Eu_4AES_pp,Gd_4AES_pp,Tb_4AES_pp,Dy_4AES_pp,Ho_4AES_pp,Er_4AES_pp,Tm_4AES_pp,Yb_4AES_pp,Lu_4AES_pp,Wgt_4AES_k,LABJOBNO,Cat__Al,Cat__Fe_Ti,Cat__Mg,FeO,Cat_Al,Cat_Fe,Cat_Ti,Cat_Mg,MERGE,MERGE_2
609759,76J0860,N,35.7,47.6,14.4,12.4,66.6,0.9,0.19,47.368421,91.7,CALC-ALK,Mafic,A,19.421613,6.065831,117.808219,5.489362,26.689655,0.205674,0.714286,4.378322,3.181744,54,0.657,12.76,8,0.18,5.95,10.34,4.06,2.04,0.141,0.045,0.1,0.09,1.5,99.69,550,58.4,3.3,30,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,0.1,<0.5,161,161,70.1,32,24,38.3,500,1.3,<1,<0.5,2,14.7,<1,0.4,2.5,0.2,1.1,2.9,14.1,77.4,9.4,21.7,2.73,11.9,2.82,0.84,2.8,0.46,2.46,0.5,1.51,0.25,1.54,0.23,1.64,VAN09004085,49.43199606,21.41227772,29.15572622,7.1984,25.02893235,10.01920775,0.822483726,14.76243642,Mafic A,CALC-ALK Mafic A
609788,85J0269,N,27.7,41.4,19,5.6,74.4,0.6,0.23,8.695652,68.2,CALC-ALK,Mafic,A,18.932203,5.102954,96.610169,4.75,25.909091,0.183333,0.826446,6.343062,3.812834,51.27,0.59,11.17,8.11,0.26,6.14,15.71,3.26,1.12,0.176,0.049,0.21,<0.02,1.8,99.69,445,48.9,2.3,17,<0.1,<0.5,0.6,<0.1,<0.1,0.1,<0.01,<0.1,<0.5,172,174,37.6,33.2,22,23.8,737,0.3,<1,<0.5,0.2,14,<1,0.4,1.7,0.1,1,2.2,12,57,10.7,23.8,3.06,12.4,2.77,0.8,2.53,0.39,1.98,0.4,1.24,0.19,1.21,0.18,1.06,VAN09004086,45.60851551,22.6804391,31.7110454,7.297378,21.91012338,10.15697186,0.738607912,15.23384196,Mafic A,CALC-ALK Mafic A
609646,83J0473,N,40.1,57.4,11.5,8.5,77,1.3,0.31,93.548387,125.3,CALC-ALK,Mafic,A,18.446602,6.375,117.597087,5.154255,18.283019,0.281915,0.366492,3.379946,1.10788,51.99,0.824,15.2,10.13,0.15,6.6,7.88,3.58,1.07,0.161,0.023,0.02,0.29,2.2,99.79,173,54.4,41.9,29,<0.1,0.7,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,175,51,21,32.9,34,39.6,237.1,0.9,<1,<0.5,0.3,15.7,<1,0.3,2.9,0.3,0.7,5.3,18.8,96.9,9,22.9,3.16,13.8,3.1,0.94,3.16,0.55,3.11,0.65,1.9,0.28,1.91,0.29,0.93,VAN09004085,49.7675794,22.89885488,27.33356573,9.114974,29.81502913,12.68682181,1.031547321,16.37513956,Mafic A,CALC-ALK Mafic A
609887,83J0508,N,17.8,43.3,15.2,0.9,77.8,1,0.25,92,58.9,CALC-ALK,Mafic,A,18.289323,4.544884,83.122847,5.171429,18.564103,0.278571,0.704225,3.687526,2.15083,52.74,0.871,15.93,9.67,0.18,3.15,14.74,0.49,0.14,0.106,0.06,0.02,0.23,1.8,99.86,29,42.9,1,15,<0.1,<0.5,4.7,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,217,116,68.2,44,41,2.8,123.6,0.2,<1,<0.5,1.7,13.8,<1,0.2,1.7,0.2,1,3.9,14,72.4,7.3,18.2,2.51,10.7,2.48,0.82,2.38,0.41,2.48,0.48,1.41,0.22,1.42,0.23,0.89,VAN09004086,59.78736147,25.25876891,14.95386963,8.701066,31.24693513,12.11071737,1.090385578,7.815407518,Mafic A,CALC-ALK Mafic A
609618,83J0367,N,32.4,54.2,12.5,3.6,89.7,1.2,0.05,40,59.6,CALC-ALK,Mafic,A,17.849589,5.747202,102.585194,5.16568,19.4,0.266272,0.714286,2.775266,2.236863,54.12,0.851,15.19,10.26,0.15,5.51,8.37,4.09,0.47,0.131,0.011,0.03,<0.02,0.6,99.76,100,35.5,2.1,22,<0.1,0.8,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,224,44,8.5,34.2,33,15.8,274.1,0.2,<1,<0.5,0.2,16.4,<1,0.3,2.3,0.3,1.2,4.5,16.9,87.3,6.5,17,2.2,9.9,2.39,0.82,2.69,0.47,2.87,0.57,1.67,0.26,1.68,0.25,0.83,VAN09004085,51.92543311,24.25008981,23.82447708,9.231948,29.79541398,12.84963394,1.065348022,13.67076045,Mafic A,CALC-ALK Mafic A
610005,92J0800,N,31.6,54.1,11.3,0.6,98.6,1.4,0.74,5.405405,119.7,CALC-ALK,Mafic,A,17.338445,5.123184,88.828039,5.232258,20.794872,0.251613,0.853659,4.155089,3.011161,51.9,0.913,15.83,9.1,0.13,5.12,6.3,4.95,0.07,0.129,0.016,0.7,0.04,5.3,99.8,59,36.9,0.8,82,<0.1,1.8,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,216,78,70.4,32.8,25,1,185.4,0.2,<1,<0.5,0.2,17.2,<1,0.3,2.3,0.3,1.4,3.9,15.5,81.1,9.5,22.1,2.68,11.3,2.55,0.92,2.82,0.46,2.74,0.57,1.62,0.25,1.64,0.24,0.74,VAN09004086,55.15850631,22.27568159,22.5658121,8.18818,31.05078363,11.39684882,1.142964447,12.70313857,Mafic A,CALC-ALK Mafic A
609742,76J0863,N,36.2,44.8,13.1,13.5,72.1,0.9,0.58,8.62069,50.1,CALC-ALK,Mafic,A,17.218359,6.017771,103.616134,5.643939,26.607143,0.212121,1.083333,6.276371,3.894538,57.18,0.719,12.38,5.89,0.14,5.39,7.85,5.27,2.04,0.177,0.046,0.53,0.05,2.6,99.69,722,21.5,2.6,26,<0.1,0.7,<0.5,<0.1,0.1,<0.1,<0.01,<0.1,<0.5,174,162,31.5,32.8,23,41.5,566.3,0.4,1,<0.5,0.2,14.4,1,0.4,2,0.2,1.3,2.8,13.2,74.5,10.5,23.9,3.19,14.3,3.2,1.02,2.87,0.45,2.49,0.5,1.34,0.21,1.2,0.19,0.63,VAN09004085,52.86696411,18.01903327,29.11400262,5.299822,24.28355662,7.376641706,0.90010015,13.37303064,Mafic A,CALC-ALK Mafic A
609795,85J0461,N,69,79.2,5.3,0.6,92.3,2.2,0.89,2.247191,85.2,CALC-ALK,Mafic,A,16.49789,7.928389,130.801688,5.535714,25.833333,0.214286,1.315789,8.919054,4.660131,51.17,0.711,11.73,9.36,0.16,11.79,4.95,0.36,0.03,0.261,0.102,0.87,<0.02,9,99.68,79,16.3,2.9,66,<0.1,14.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,188,395,311.2,45.2,25,0.3,218,<0.1,<1,<0.5,0.2,15.5,<1,0.4,2.9,0.3,2,3.6,16.8,93,18.9,42.9,5.91,24.8,4.97,1.35,4.06,0.57,2.96,0.53,1.61,0.23,1.52,0.21,1.21,VAN09004086,35.46705421,19.44189708,45.09104872,8.422128,23.00857182,11.72247307,0.890085128,29.25195385,Mafic A,CALC-ALK Mafic A
609748,76J0142,N,29,50,12.4,3,93.6,1.4,0.07,42.857143,73.5,CALC-ALK,Mafic,A,16.390476,8.0767,132.380952,7.091837,21.71875,0.326531,0.789474,4.115034,1.965993,54.17,1.05,17.21,8.56,0.16,4.68,6.83,5.54,0.38,0.211,0.013,0.04,0.03,1,99.79,112,31.8,0.7,41,<0.1,0.7,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,158,100,46.6,32.2,22,9.6,130.5,0.3,<1,0.6,0.3,18.9,<1,0.4,3.6,0.4,1.5,6.4,19.6,139,10.9,23.9,3.15,13.3,3.24,1.03,3.45,0.61,3.4,0.68,1.97,0.31,1.9,0.3,0.72,VAN09004085,58.80701647,20.96542095,20.22756259,7.702288,33.75767443,10.72055229,1.314471708,11.6114626,Mafic A,CALC-ALK Mafic A
609725,76J0838,N,41.6,54.8,10.2,19,56.4,1.5,0.11,63.636364,85.1,CALC-ALK,Mafic,A,15.745342,8.152531,128.364389,7.948718,16.986301,0.467949,0.794702,6.270433,1.378888,55.94,0.966,15.21,8.43,0.15,4.9,7.14,3.1,2.4,0.244,0.047,0.04,0.07,1.2,99.73,432,24.5,1.6,59,<0.1,1.1,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,162,129,65.2,34.1,23,77.3,351.6,3.3,<1,<0.5,1.3,16.6,<1,0.3,2.9,0.4,1.2,7.3,15.6,124,13.2,33.8,4.29,17.3,3.48,1.1,3.16,0.49,2.97,0.56,1.62,0.2,1.51,0.19,1.73,VAN09004085,55.49702345,21.8885291,22.61444746,7.585314,29.83464428,10.55774017,1.209313971,12.15730058,Mafic A,CALC-ALK Mafic A
609607,83J0184,N,45.6,58.6,11.8,16.1,55.3,1.1,0.08,25,126.2,CALC-ALK,Mafic,B,15.039638,8.064759,121.291053,4.802691,24.906977,0.192825,1.930693,8.84196,7.607934,51.28,0.883,13.28,10.08,0.17,7.65,9.01,2.81,2.27,0.34,0.053,0.06,<0.02,1.7,99.56,839,83.4,1.8,41,<0.1,1.5,0.5,<0.1,<0.1,<0.1,<0.01,0.2,<0.5,223,71,36.1,38.5,28,73.5,817.7,2.1,1,0.7,0.6,16.5,<1,0.9,3.5,0.2,3.9,4.3,22.3,107.1,24.9,57.4,7.21,30.5,6.33,1.76,5.29,0.8,4.16,0.77,2.13,0.33,2.02,0.32,0.65,VAN09004085,44.33194307,23.36604662,32.30201031,9.069984,26.04892019,12.62420177,1.105408112,18.9802754,Mafic B,CALC-ALK Mafic B
609541,73J1166,N,54.7,73.5,5.8,23.7,10.9,2.4,1.13,1.769912,258.1,CALC-ALK,Mafic,B,14.854682,6.398551,95.048439,4.825137,17.66,0.273224,0.436681,2.913051,1.677647,52.04,0.929,13.8,12.11,0.11,5.18,5.57,0.22,1.8,0.09,0.028,1.11,<0.02,7.9,99.75,345,107.4,1.7,149,<0.1,1,3.4,<0.1,<0.1,0.2,<0.01,<0.1,<0.5,234,113,103,41.3,34,52,20.9,0.6,1,<0.5,0.4,39.9,<1,0.3,2.7,0.3,1,5,18.3,88.3,9.3,21.4,2.87,11.8,2.95,1.22,3.17,0.55,3.29,0.71,2.19,0.36,2.29,0.36,0.57,VAN09004085,48.12209104,29.03009845,22.84781051,10.896578,27.06890803,15.16657573,1.162994492,12.85200347,Mafic B,CALC-ALK Mafic B
609865,85J0699,N,48.4,69.9,6,14.1,71.2,2.6,0.26,76.923077,231.8,CALC-ALK,Mafic,B,14.751908,6.1837,91.221374,6.416107,25.157895,0.255034,0.5,2.789498,1.986687,56.8,1.048,15.46,10.58,0.15,4.68,3.59,2.45,0.99,0.173,0.046,0.06,0.2,3.7,99.7,314,102.5,2.3,127,<0.1,0.8,2,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,224,131,115.8,34.1,29,26.8,406.2,0.7,<1,<0.5,0.5,20,<1,0.4,2.8,0.2,0.9,3.8,14.9,95.6,7,16.6,2.17,8.6,2.12,0.89,2.37,0.46,2.82,0.57,1.63,0.26,1.8,0.27,0.82,VAN09004086,53.67369408,25.7746285,20.55167742,9.519884,30.32502305,13.25040225,1.311967952,11.6114626,Mafic B,CALC-ALK Mafic B
609904,92J0002,N,36.5,61,11.9,6.3,74.6,1.2,0.13,76.923077,200.1,CALC-ALK,Mafic,B,14.42327,5.890125,84.954865,3.764444,22.289474,0.168889,0.940171,3.218652,4.856347,50.2,0.997,14.38,14.02,0.2,6.01,9.52,2.35,0.8,0.087,0.017,0.03,0.1,1.2,99.76,231,136.8,4.3,59,<0.1,1.6,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,282,77,37.3,51.6,37,32.7,183.1,1.4,<1,<0.5,0.4,17.2,<1,0.5,2.2,0.2,2.2,3.8,22.5,84.7,10.5,24.8,2.92,13.3,3.13,1.05,3.71,0.64,4.14,0.83,2.51,0.36,2.34,0.36,1.22,VAN09004086,45.54983647,30.37042135,24.07974218,12.615196,28.20658677,17.55866158,1.248122183,14.91130133,Mafic B,CALC-ALK Mafic B
0,85J0754,N,45.7,60.7,6.4,24.8,58.4,2.1,1.73,19.653179,163,CALC-ALK,Mafic,B,14.096016,8.188406,115.423902,4.346154,18.833333,0.230769,0.592593,3.666198,2.236863,58.41,0.979,13.8,7.71,0.084,3.29,3.46,2.98,2.12,0.14,0.021915,1.39,0.34,6.81,99.77,483,80,3,80,< 0.5,,77,2.1,< 0.4,,,0.1,,222,70,0,37,28,43,199,0.6,1,12,< 2,16,1,0.4,2.9,0.3,1.6,6,26,113,13.8,30.2,4.23,18.5,4.1,1.22,5.2,0.8,4.6,0.9,2.7,0.41,2.7,0.4,0,,58.70091165,23.59754708,17.70154128,6.937458,27.06890803,9.656011469,1.225588383,8.162758963,Mafic B,CALC-ALK Mafic B
0,92J0555,N,35,60.4,12,5.1,83.2,1.2,0.13,76.923077,233,CALC-ALK,Mafic,B,13.156425,6.01557,79.143389,3.695652,17,0.217391,0.481481,2.337865,2.180941,49.63,1.074,14.13,13.98,0.215,5.82,8.85,3.17,0.64,0.13,0.016071,0.03,0.1,2.12,99.76,167,120,3,110,< 0.5,,< 5,< 0.5,< 0.4,,,< 0.1,,317,70,0,49,38,20,148,2,2,< 1,< 2,16,< 1,0.3,2.2,0.3,1.3,5,23,85,8.8,19.8,2.8,12.7,3.2,1.02,4.4,0.7,4.4,0.9,2.7,0.42,2.7,0.41,0,,45.42956523,30.90203873,23.66839605,12.579204,27.716208,17.50856554,1.344516775,14.4398958,Mafic B,CALC-ALK Mafic B
609664,73S0742,N,24.6,57.1,10.4,3.1,93.2,1.6,0.86,2.325581,155.1,CALC-ALK,Mafic,B,12.582335,8.483046,106.736527,5.704,15.333333,0.372,0.727969,5.331652,1.713725,49.33,1.336,16.81,12.05,0.19,3.07,5.91,4.52,0.33,0.19,0.002,0.84,<0.02,6.1,99.81,99,42.3,0.8,112,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,178,46,24.1,26.7,20,9.4,165.7,0.4,1,<0.5,0.2,19.6,<1,0.3,4.3,0.6,1.9,9.3,25,142.6,19.4,38.4,4.7,19.4,4.48,1.29,4.45,0.75,4.45,0.91,2.6,0.42,2.61,0.41,0.38,VAN09004085,57.49051287,29.22893077,13.28055637,10.84259,32.9730684,15.09143167,1.672508763,7.616920978,Mafic B,CALC-ALK Mafic B
609838,85J0066,N,37.7,60.8,11.3,4.1,83.2,1.3,0.1,20,129.2,CALC-ALK,Mafic,B,12.547332,7.297668,91.566265,5.62963,18.666667,0.301587,0.609137,3.131359,1.765944,50.9,1.162,14.58,12.43,0.19,6.36,8.92,2.37,0.48,0.132,0.016,0.08,0.02,2.2,99.77,66,26.2,1,102,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,226,119,66.7,46.1,31,11.6,144.7,1.4,2,0.6,6.9,18.4,<1,0.2,3.1,0.4,1.2,5.7,18.9,106.4,8.6,20.3,2.77,12.3,3.04,1.01,3.46,0.59,3.26,0.67,2.08,0.31,1.97,0.29,1.05,VAN09004086,46.57754443,27.72290048,25.69955509,11.184514,28.59888978,15.56734404,1.454682023,15.77967994,Mafic B,CALC-ALK Mafic B
609647,83J0477,N,33.5,56.6,11.4,6.9,82.9,1.7,0.15,73.333333,136.3,CALC-ALK,Mafic,B,11.935279,5.077087,60.596447,4.823232,13.082192,0.368687,0.497238,4.438539,1.034166,47.97,1.576,18.81,11.15,0.2,4.9,7.33,4.06,0.84,0.408,0.022,0.04,0.11,2.5,99.8,187,61.4,0.9,74,<0.1,0.5,0.6,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,190,156,103.8,43.7,28,31,237,0.8,<1,<0.5,0.7,17.4,<1,0.2,2.7,0.4,0.9,7.3,19.8,95.5,11.2,31.1,4.73,21.6,4.58,1.4,4.48,0.69,3.74,0.75,1.96,0.29,1.81,0.27,1.84,VAN09004085,56.7714129,24.52235098,18.70623612,10.03277,36.89609855,13.9642708,1.972959439,12.15730058,Mafic B,CALC-ALK Mafic B
609650,83J0483,N,34.9,63.3,8.7,6.2,86.3,1.6,0.07,57.142857,84.2,CALC-ALK,Mafic,B,11.819686,9.447166,111.662531,5.13308,17.763158,0.288973,0.63197,3.466504,1.876316,56.54,1.209,14.29,12.16,0.18,4.07,5.09,3.58,0.57,0.258,0.002,0.03,0.04,1.9,99.84,140,14.6,0.6,69,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,233,<20,4.8,30.9,30,15,87.8,0.3,1,<0.5,0.5,11.4,<1,0.4,3.8,0.5,1.7,7.6,26.3,135,13,32.7,4.39,19.5,4.38,1.17,4.52,0.77,4.67,0.95,2.68,0.4,2.69,0.4,1.05,VAN09004085,51.08375702,30.51299682,18.40324617,10.941568,28.03005041,15.22919578,1.51352028,10.09800273,Mafic B,CALC-ALK Mafic B
609651,83J0485,N,27.8,54.6,11.9,5.2,88.9,1.3,0.96,92.708333,105.6,CALC-ALK,Mafic,B,11.383695,7.851511,89.379207,5.218341,18.671875,0.279476,0.617284,4.575368,1.965993,50.69,1.337,15.22,12.37,0.18,3.92,6.62,5.23,0.65,0.198,<0.002,0.07,0.89,3.4,99.79,146,25.1,2.5,78,<0.1,1.6,0.5,<0.1,0.3,<0.1,<0.01,<0.1,<0.5,320,<20,11.3,28.3,33,13.6,331.3,0.2,1,0.6,4.6,22.7,2,0.6,3.4,0.5,1.5,6.4,22.9,119.5,15.5,33.3,4.18,17.4,3.79,1.22,4.1,0.67,3.91,0.82,2.41,0.38,2.43,0.37,1.28,VAN09004085,52.61027665,30.2504887,17.13923465,11.130526,29.85425943,15.49219998,1.673760641,9.725840466,Mafic B,CALC-ALK Mafic B
609668,73S0697,N,23.3,52.3,12.7,1.9,94.8,1.3,0.04,50,78.3,CALC-ALK,Mafic,B,11.280822,7.990285,90.136986,4.892193,14.622222,0.334572,0.423077,4.827978,1.025229,51.04,1.46,16.47,11.56,0.16,3.61,8.17,4.57,0.25,0.258,0.005,0.02,<0.02,2.2,99.78,64,8.1,1.2,69,<0.1,<0.5,0.6,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,282,55,29.8,29.4,29,4.5,279.3,0.4,2,<0.5,0.4,18.6,<1,0.3,3.6,0.5,1.1,9,26.9,131.6,17.5,43.1,5.81,25.3,5.16,1.47,5.29,0.84,4.88,0.99,2.78,0.42,2.6,0.39,0.9,VAN09004085,56.1179022,28.32371492,15.55838288,10.401688,32.30615327,14.4777552,1.827741612,8.956705123,Mafic B,CALC-ALK Mafic B
609750,76J0151,N,26,57.2,11.5,2.6,93.1,1.3,0.07,42.857143,73.8,CALC-ALK,Mafic,B,11.181467,8.342541,93.281853,5.345133,21.571429,0.247788,0.53719,3.260453,1.947269,54.59,1.295,14.48,12.87,0.18,3.73,7.41,4.05,0.3,0.189,0.002,0.04,0.03,0.6,99.7,83,39.9,0.9,33,<0.1,0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,284,20,5.1,34.4,31,8.1,260.6,0.4,1,<0.5,0.8,19.9,<1,0.4,3.5,0.5,1.3,5.6,22.6,120.8,11,26.5,3.43,15.2,3.5,1.1,3.74,0.68,3.86,0.77,2.46,0.37,2.42,0.36,1.35,VAN09004085,51.2714834,32.02278201,16.70573458,11.580426,28.40273828,16.11840047,1.621181773,9.254434934,Mafic B,CALC-ALK Mafic B
609562,73J1564,N,31.4,66,8.1,9.6,74,1.6,0.1,60,276.4,CALC-ALK,Mafic,B,10.718954,7.743902,83.006536,4.475771,24.780488,0.180617,0.517928,3.257855,2.659684,57.48,1.224,13.12,14.41,0.19,2.87,5.69,2.45,0.86,0.186,<0.002,0.04,0.06,1.3,99.77,134,216.3,1.1,59,0.1,2.5,<0.5,<0.1,<0.1,0.1,<0.01,<0.1,<0.5,273,<20,7.3,35.2,31,26.5,149.7,1,4,<0.5,1.3,19.2,1,0.3,3.1,0.3,1.3,4.1,22.7,101.6,11.4,25.3,3.01,13.4,3.11,0.89,3.73,0.68,4.14,0.89,2.59,0.39,2.51,0.39,0.46,VAN09004085,49.07979406,37.34019193,13.58001401,12.966118,25.73507777,18.04709796,1.532298448,7.120704627,Mafic B,CALC-ALK Mafic B
609774,85J0010,N,38.7,62.8,11.1,12.3,59.6,1.3,0.1,80,205.5,CALC-ALK,Mafic,B,9.985955,8.312236,83.005618,3.800643,16.647887,0.228296,0.808383,3.071073,3.189892,49.19,1.424,14.22,14.82,0.21,5.46,8.81,2.3,1.56,0.161,0.014,<0.02,0.08,1.6,99.73,361,136.3,3.2,66,<0.1,1.9,0.9,<0.1,<0.1,<0.1,<0.01,<0.1,0.6,327,79,38.5,45.2,35,57.8,245.5,1.1,<1,<0.5,0.5,17.1,<1,0.6,3.4,0.5,2.7,7.1,31.1,118.2,14.3,33.1,4.28,18.8,4.37,1.35,5.1,0.93,5.35,1.16,3.37,0.5,3.34,0.51,1.15,VAN09004085,45.14652347,32.92710424,21.92637229,13.335036,27.89274436,18.56058236,1.782674011,13.54670636,Mafic B,CALC-ALK Mafic B
609648,83J0480,N,42.3,69.6,7.2,12.7,63.9,1.9,0.12,41.666667,121,CALC-ALK,Mafic,C,9.37458,9.28264,87.020847,5.436975,19.907692,0.273109,0.56,3.098734,1.806697,55.09,1.487,13.94,13.59,0.2,4.2,5.32,1.84,1.04,0.241,<0.002,0.07,0.05,2.8,99.77,430,38.8,1.2,81,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,256,<20,5.9,34.9,31,30.3,288.4,0.3,1,<0.5,0.4,18.1,<1,0.4,3.7,0.5,1.4,6.5,23.8,129.4,10.8,26.2,3.56,16.6,3.71,1.22,4.16,0.7,4.13,0.87,2.4,0.4,2.5,0.39,1.51,VAN09004085,48.27110135,33.33290933,18.39598932,12.228282,27.34352014,17.02012917,1.861542314,10.42054336,Mafic C,CALC-ALK Mafic C
609502,73S0423,N,47.3,70.6,7.3,0.7,98,1.7,0.14,14.285714,149.6,CALC-ALK,Mafic,C,9.312639,11.722222,109.164819,6.078189,20.513889,0.296296,0.3125,3.054127,0.932026,55.25,1.353,12.6,12.23,0.17,6.46,4.74,2.51,0.05,0.203,0.023,0.12,<0.02,4.1,99.75,28,60,0.6,89,<0.1,0.8,0.7,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,247,38,38.3,30.3,36,1.5,159.6,0.3,<1,<0.5,0.2,16.3,<1,0.3,3.7,0.4,0.8,7.2,24.3,147.7,10.9,28,3.8,16.5,3.93,1.25,4.1,0.72,4.18,0.92,2.62,0.39,2.56,0.4,0.57,VAN09004085,42.7940748,29.45387714,27.75204805,11.004554,24.71508994,15.31686385,1.693790686,16.02778812,Mafic C,CALC-ALK Mafic C
609716,76J0193,N,47.7,61,13,12.3,62.6,0.9,0.06,33.333333,134.8,CALC-ALK,Mafic,C,9.152263,8.435252,77.201646,3.59387,15.898305,0.226054,1.453744,7.931374,4.691725,49.11,1.215,11.12,11.5,0.17,10.05,9.98,3.06,1.83,0.36,0.072,0.04,<0.02,1.1,99.6,498,89.3,3.5,42,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,0.2,<0.5,260,116,47.6,46.9,34,45.9,579.6,2.4,1,<0.5,0.1,17.6,1,1.1,3.1,0.3,3.3,5.9,26.1,93.8,25.1,63.2,8.34,36.3,7.77,2.05,6.93,1.02,4.98,0.93,2.51,0.34,2.27,0.3,0.95,VAN09004085,34.8042956,25.40848877,39.78721563,10.3477,21.81204763,14.40261114,1.521031547,24.9348716,Mafic C,CALC-ALK Mafic C
609620,83J0371,N,31.2,63.1,10.7,3.6,91.3,1.3,0.08,75,83.8,CALC-ALK,Mafic,C,8.47542,10.646109,90.230243,4.948805,20.138889,0.245734,0.580645,2.822921,2.097059,52.42,1.607,13.62,15.34,0.21,4.43,6.47,4.18,0.4,0.19,<0.002,0.02,0.06,0.9,99.76,117,41.1,0.7,42,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,356,<20,4.8,41.6,36,9.8,142.5,0.2,2,1.7,0.2,17.4,<1,0.4,4,0.5,1.8,7.2,29.3,145,12.2,33.4,4.44,20,4.62,1.45,4.91,0.87,5.15,1.04,3.13,0.49,3.1,0.46,1.06,VAN09004085,45.33438236,36.01454788,18.65106976,13.802932,26.71583531,19.21183086,2.011767652,10.99119216,Mafic C,CALC-ALK Mafic C
610163,TI1408,N,78,60.6,1.7,74.1,17.1,7.4,0.2,5,27.2,TRANS,Rhyolite,A,109.380531,15.177994,1660.176991,2.488064,5.684848,0.437666,1.278481,5.039257,2.567308,76,0.113,12.36,1.57,0.02,1.15,0.68,0.98,4.74,0.016,<0.002,0.19,<0.02,2.2,99.83,542,4.6,4.6,18,<0.1,<0.5,<0.5,<0.1,0.1,<0.1,<0.01,<0.1,0.6,<8,<20,0.2,0,3,150.2,17.7,0.6,7,0.8,0.3,22.1,3,2.5,8.1,2.4,10.1,33,75.4,187.6,55.5,141.4,16.45,67.3,14.49,1.39,13.27,2.41,13.89,2.79,8.24,1.29,7.9,1.2,0.58,VAN09005164,,,,,,,,,Rhyolite A,TRANS Rhyolite A
610367,MF13-05,N,77.2,63.2,1.7,70.8,10.1,6.7,0.56,1.785714,115.5,TRANS,Rhyolite,A,92.72,19.620362,1819.2,3.525581,9.243902,0.381395,1.085165,5.724602,2.693783,75.59,0.125,11.59,1.47,0.02,1.64,1.25,0.47,4.17,0.013,<0.002,0.55,<0.02,3.5,99.83,184,6.2,7.3,102,<0.1,<0.5,1.8,<0.1,0.1,0.2,0.07,<0.1,<0.5,<8,<20,1.3,2,1,111.2,44.6,3.9,5,<0.5,0.5,21.5,2,1.7,9.4,1.7,7.9,24.6,64.5,227.4,58.1,148.5,17.7,71.7,14.3,2.55,13.76,2.25,13.23,2.58,7.19,1.08,7.28,1.04,0.67,VAN09005164,,,,,,,,,Rhyolite A,TRANS Rhyolite A
