LithoID,SampleID,Isdrillhol,SiO2_4AES_,TiO2_4AES_,Al2O3_4AES,Fe2O3_4AES,MnO_4AES_p,MgO_4AES_p,CaO_4AES_p,Na2O_4AES_,K2O_4AES_p,P2O5_4AES_,Cr2O3_4AES,TOT_C_4AES,TOT_S_4AES,LOI_4AES_p,Sum_4AES_p,Ba_4AES_pp,Cu_1DXMS_p,Pb_1DXMS_p,Zn_1DXMS_p,Ag_1DXMS_p,Au_1DXMS_p,As_1DXMS_p,Sb_1DXMS_p,Bi_1DXMS_p,Cd_1DXMS_p,Hg_1DXMS_p,Tl_1DXMS_p,Se_1DXMS_p,V_4AES_ppm,Ni_4AES_pp,Ni_1DXMS_p,Co_4AES_pp,Sc_4AES_pp,Rb_4AES_pp,Sr_4AES_pp,Cs_4AES_pp,Sn_4AES_pp,W_4AES_ppm,Mo_1DXMS_p,Ga_4AES_pp,Be_4AES_pp,U_4AES_ppm,Hf_4AES_pp,Ta_4AES_pp,Th_4AES_pp,Nb_4AES_pp,Y_4AES_ppm,Zr_4AES_pp,La_4AES_pp,Ce_4AES_pp,Pr_4AES_pp,Nd_4AES_pp,Sm_4AES_pp,Eu_4AES_pp,Gd_4AES_pp,Tb_4AES_pp,Dy_4AES_pp,Ho_4AES_pp,Er_4AES_pp,Tm_4AES_pp,Yb_4AES_pp,Lu_4AES_pp,Wgt_4AES_k,LABJOBNO,Cat__Al,Cat__Fe_Ti,Cat__Mg,FeO,Cat_Al,Cat_Fe,Cat_Ti,Cat_Mg,MERGE,MERGE_2
609515,73J1404,N,63.6,0.484,15.9,6.19,0.03,1.94,4.27,4.89,0.33,0.1,0.005,0.05,<0.02,2.1,99.85,72,4.5,1.3,27,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,96,25,28.1,12.9,10,8.2,396.2,0.1,<1,0.6,0.3,21.2,<1,0.4,2.6,0.2,1.3,2.8,8,91.1,11.6,22.8,2.64,10.2,1.94,0.69,1.78,0.27,1.37,0.28,0.8,0.12,0.8,0.12,0.4,VAN09004085,,,,,,,,,Intermediate,CALC-ALK Intermediate
609729,76J0779,N,55.54,0.467,14.81,8.13,0.12,7.03,6.88,3.55,0.64,0.071,0.083,0.04,<0.02,2.4,99.76,150,30.8,1.3,42,<0.1,1,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,139,159,89.5,36.5,23,11.6,306.5,0.2,<1,<0.5,0.2,15.4,<1,0.2,1.7,<0.1,0.7,1.5,7.5,61.4,5.4,13.2,1.66,7.1,1.49,0.48,1.47,0.18,1.32,0.22,0.77,0.05,0.78,0.06,0.95,VAN09004085,,,,,,,,,Intermediate,CALC-ALK Intermediate
610457,03-MGH-0201B1,N,63.39,0.512,16.19,4.97,0.07,2.82,3.83,4.37,1.76,0.113,0.015,<0.02,<0.02,1.8,99.79,570,10.1,3.2,60,<0.1,0.8,10.4,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,94,62,52.8,26.2,15,36.4,238.7,1.6,<1,0.6,0.5,16.8,<1,0.8,3.9,0.5,3.1,5.6,15.3,137.6,13.3,29.5,3.34,12.5,2.69,0.78,2.63,0.45,2.55,0.51,1.48,0.23,1.61,0.23,0.66,VAN09005482,,,,,,,,,Intermediate,CALC-ALK Intermediate
610138,TI1977,N,62.12,0.518,16.37,5.33,0.09,3.56,2.55,6.56,0.67,0.123,0.008,0.07,<0.02,2,99.84,171,35.5,1.5,33,<0.1,<0.5,8.8,<0.1,0.2,<0.1,<0.01,<0.1,<0.5,109,41,37.4,15.8,15,15.9,123.4,0.5,1,<0.5,0.2,15.7,<1,0.9,3.5,0.5,2.8,5.7,15.4,125.1,15.4,33.4,3.8,15.3,2.91,0.82,2.8,0.46,2.67,0.54,1.62,0.26,1.66,0.26,0.54,VAN09005164,,,,,,,,,Intermediate,CALC-ALK Intermediate
610064,93D0406,N,57.6,0.532,16.44,7.23,0.13,4.82,5.78,3.96,1.76,0.105,0.02,0.02,0.02,1.3,99.74,543,31.2,2.5,39,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,0.5,114,105,57.5,28.4,19,69.1,422.6,2.6,<1,<0.5,0.4,15.5,<1,0.5,2.7,0.3,1.9,3.5,10.9,95.3,11.2,23.3,2.78,11.6,2.16,0.7,2.11,0.33,1.86,0.38,1.1,0.17,1.14,0.17,1.28,VAN09004086,,,,,,,,,Intermediate,CALC-ALK Intermediate
610456,03-MGH-0154A,N,64.47,0.495,15.18,5.67,0.1,2.71,6.1,3.03,0.67,0.117,0.013,0.09,<0.02,1.3,99.85,138,27.7,3.7,41,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,84,52,28.4,15.5,13,19.8,197.1,1.3,<1,<0.5,2,16.7,<1,0.6,3.5,0.5,2.6,5.6,15.4,141.8,13.3,28.2,3.24,12.7,2.77,0.77,2.73,0.45,2.45,0.51,1.48,0.24,1.63,0.25,0.62,VAN09005482,,,,,,,,,Intermediate,CALC-ALK Intermediate
609984,92J0665,N,55.3,0.452,13.49,7.73,0.11,7.09,4.84,3.52,0.03,0.103,0.078,0.93,<0.02,7,99.8,22,11.3,0.8,76,<0.1,<0.5,0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,104,277,248.3,35.4,17,0.9,127.2,<0.1,1,<0.5,<0.1,14.3,<1,0.4,2.6,0.3,1.4,3.2,10.2,88.3,9.1,20.7,2.49,9.6,2.11,0.73,2.04,0.34,1.84,0.39,1.09,0.19,1,0.19,0.93,VAN09004086,,,,,,,,,Intermediate,CALC-ALK Intermediate
609945,92J0396,N,50.31,0.496,14.79,7.81,0.12,8.58,5.38,2.6,1.48,0.088,0.064,0.97,<0.02,8,99.73,286,15.3,1.7,72,<0.1,<0.5,<0.5,<0.1,<0.1,0.1,<0.01,<0.1,<0.5,129,249,206.4,39.3,20,62.4,185.5,1.4,<1,<0.5,0.6,20.6,<1,0.4,2.3,0.3,1.4,2.8,9.4,83.9,7.4,16.5,2.05,8,1.85,0.6,1.76,0.29,1.66,0.34,0.99,0.16,0.99,0.17,1.06,VAN09004086,,,,,,,,,Intermediate,CALC-ALK Intermediate
610229,SM09005,N,63.17,0.537,15.98,5.94,0.08,2.81,1.95,5.53,1.57,0.124,0.011,0.06,0.04,2.1,99.83,274,30.2,5.7,104,<0.1,1.3,1.7,<0.1,0.1,0.3,<0.01,<0.1,<0.5,92,55,38,21.2,14,33.1,129.6,0.8,1,1.5,3.9,16.3,<1,0.7,3.2,0.5,2.7,5.4,16,132.4,14.2,30.4,3.6,15,2.95,0.8,2.95,0.48,2.73,0.56,1.62,0.26,1.64,0.25,1.11,VAN09005165,,,,,,,,,Intermediate,CALC-ALK Intermediate
610147,TI0176,N,53.5,0.539,15.89,6.28,0.08,3.79,5.84,1.89,1.22,0.102,0.011,2.01,<0.02,10.7,99.83,151,19,1,87,<0.1,1.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,97,56,56.6,26.4,15,43,204.8,1.3,1,<0.5,0.3,15.3,<1,0.6,3.2,0.5,2.3,5.2,15.6,120.5,15.2,33.7,3.72,15.2,2.81,0.84,2.79,0.45,2.68,0.5,1.52,0.26,1.61,0.25,0.75,VAN09005164,,,,,,,,,Intermediate,CALC-ALK Intermediate
610018,93D0030,N,61.03,0.512,15.09,6.19,0.07,1.23,10.07,2.6,1.18,0.123,0.005,0.14,0.27,1.8,99.88,200,12.8,1.5,9,<0.1,0.8,<0.5,0.1,0.2,<0.1,<0.01,<0.1,<0.5,126,25,10.2,11.2,13,29.9,557.7,0.7,2,0.6,0.1,19.8,<1,0.6,1.8,0.3,0.9,3.5,10.5,69.1,15,33.1,3.81,15.8,2.65,0.79,2.26,0.34,1.79,0.36,0.99,0.14,1.02,0.16,0.66,VAN09004086,,,,,,,,,Intermediate,CALC-ALK Intermediate
610008,92J0811,N,57.89,0.51,14.51,6.68,0.1,6.33,3.45,4.6,0.09,0.101,0.048,0.64,<0.02,5.5,99.82,60,4.3,0.8,66,<0.1,2.9,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,103,210,175.6,23.6,18,2.7,153.9,0.2,<1,<0.5,<0.1,14.1,<1,0.5,2.6,0.3,1.9,3.2,9.9,97.6,8.7,20,2.32,9.2,2.05,0.61,1.89,0.32,1.82,0.35,1.02,0.15,1.11,0.16,0.7,VAN09004086,,,,,,,,,Intermediate,CALC-ALK Intermediate
610050,93D0281,N,57.76,0.615,17.39,6.46,0.11,4.71,4.72,4.1,1.24,0.133,0.022,<0.02,<0.02,2.5,99.78,373,33.4,1,52,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,135,94,86.8,25.6,18,47.2,250.1,1.6,<1,0.6,0.6,17.8,<1,0.6,3.2,0.4,2.3,4.7,13.4,109.6,13.1,27.9,3.37,13.1,2.68,0.89,2.55,0.42,2.28,0.46,1.34,0.21,1.31,0.21,0.53,VAN09004086,,,,,,,,,Intermediate,CALC-ALK Intermediate
610455,03-MGH-0181B,N,59.49,0.525,14.83,10.43,0.32,2.78,6.19,1.96,0.95,0.134,0.013,0.07,0.25,2.2,99.8,203,46.2,5.2,102,<0.1,4.3,0.7,<0.1,<0.1,0.2,<0.01,0.1,<0.5,93,47,38.1,18.6,14,34.4,242.4,2.8,1,0.6,0.8,15.9,<1,0.7,3.3,0.5,2.1,5.8,16.8,131.4,14.1,30,3.51,14.1,2.94,0.89,2.82,0.49,2.72,0.57,1.7,0.26,1.66,0.27,0.95,VAN09005482,,,,,,,,,Intermediate,CALC-ALK Intermediate
609972,92J0565,N,60.33,0.536,14.88,6.31,0.08,5.39,3.56,4.13,1.31,0.105,0.029,0.15,<0.02,3.1,99.8,306,5.7,1,49,<0.1,<0.5,<0.5,0.1,<0.1,<0.1,<0.01,<0.1,<0.5,97,149,100.3,25.3,15,35.2,187.8,1,<1,<0.5,0.2,15.8,<1,0.5,2.9,0.3,2,3.4,9.7,101.2,9.9,21.9,2.55,9.8,2.12,0.65,2,0.31,1.56,0.34,0.98,0.15,0.99,0.16,0.38,VAN09004086,,,,,,,,,Intermediate,CALC-ALK Intermediate
610066,93D0474,N,58.45,0.544,15.07,7.11,0.1,6.79,5.08,2.35,1.44,0.116,0.06,<0.02,<0.02,2.6,99.76,265,37.9,1.2,48,<0.1,<0.5,1.1,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,122,202,141.4,33.8,21,53.3,228.6,1.5,<1,<0.5,0.3,15.1,<1,0.6,2.9,0.4,2.4,4.5,11.5,105.9,12.7,27.4,3.15,12,2.44,0.69,2.17,0.36,1.95,0.4,1.17,0.17,1.19,0.18,0.49,VAN09004086,,,,,,,,,Intermediate,CALC-ALK Intermediate
610437,00-CMV-252A,N,60.71,0.564,15.48,4.75,0.06,2.72,4.84,4,1.72,0.145,0.026,0.83,0.11,4.7,99.74,597,33.2,5.5,61,<0.1,<0.5,22.4,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,89,68,71.1,17,12,45,456,5.6,<1,0.8,0.3,18.4,1,0.6,3.1,0.2,2,3.6,12,110.3,19,42.4,5.15,20.4,3.77,1.09,2.89,0.44,2.04,0.42,1.16,0.18,1.03,0.16,0.76,VAN09005482,,,,,,,,,Intermediate,CALC-ALK Intermediate
610009,92J0822,N,62.89,0.464,12.69,5.75,0.09,6.46,2.56,3.74,0.38,0.095,0.056,0.37,0.04,4.6,99.81,138,63,3.4,57,<0.1,1.9,0.9,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,97,213,184.7,31.1,18,7.9,153.5,0.4,<1,<0.5,0.4,11.7,<1,0.3,1.8,0.2,1.2,2.6,8.5,76.8,7.6,18,2.05,8.5,1.82,0.58,1.76,0.29,1.55,0.31,0.87,0.14,1.01,0.14,0.77,VAN09004086,,,,,,,,,Intermediate,CALC-ALK Intermediate
609956,92J0440,N,59.29,0.569,15.33,7.71,0.14,5.17,5.42,3.02,0.11,0.114,0.016,0.04,<0.02,2.9,99.83,51,3.2,0.6,58,<0.1,0.5,3.2,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,133,99,86.3,32.8,29,3.2,197.3,0.2,<1,<0.5,0.4,13.1,<1,0.3,2.4,0.3,1.2,4.1,14.5,85.8,8.4,19.4,2.47,10.6,2.39,0.68,2.43,0.41,2.35,0.52,1.48,0.24,1.63,0.26,0.79,VAN09004086,,,,,,,,,Intermediate,CALC-ALK Intermediate
609558,73J1154,N,59.76,0.659,17.43,7.23,0.06,2.74,2.98,5.49,0.6,0.142,0.009,0.11,<0.02,2.7,99.84,101,12.1,1,39,<0.1,<0.5,0.6,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,117,44,41.5,17.3,12,14.6,316.2,0.2,<1,<0.5,0.2,22.1,<1,0.3,2.5,0.2,1.3,2.8,6.8,82.9,12.6,27.4,3.14,12,2.19,0.85,1.83,0.26,1.31,0.24,0.66,0.1,0.66,0.09,0.65,VAN09004085,,,,,,,,,Intermediate,CALC-ALK Intermediate
610244,TI0087,N,55.94,0.556,14.62,4.72,0.08,2.67,6.02,1.14,3.46,0.094,0.013,2.41,0.16,10.5,99.84,407,63,1.2,29,<0.1,8.1,162.9,0.3,<0.1,<0.1,<0.01,<0.1,<0.5,101,65,59.8,18.1,15,100.9,107,3.2,<1,14.7,0.3,15.6,<1,0.4,3.3,0.4,1.5,4.6,12,115.4,12.1,26.4,2.99,11.1,2.17,0.64,2.08,0.36,2.09,0.41,1.21,0.19,1.25,0.19,0.56,VAN09005164,,,,,,,,,Intermediate,CALC-ALK Intermediate
609955,92J0436,N,57.79,0.569,14.95,7.86,0.13,6.04,5.94,2.45,1.05,0.095,0.027,0.1,<0.02,2.9,99.78,225,8,0.9,54,<0.1,<0.5,0.6,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,125,146,90.3,32.2,20,37.7,222.6,1.1,1,<0.5,0.4,15.6,<1,0.7,2.9,0.3,2.2,3.9,12.3,105.3,10.7,22.8,2.68,10.5,2.23,0.67,2.23,0.38,2.07,0.42,1.22,0.2,1.28,0.19,0.77,VAN09004086,,,,,,,,,Intermediate,CALC-ALK Intermediate
609991,92J0699,N,57.06,0.642,16.8,7.19,0.1,4.35,6.32,3.59,1.15,0.124,0.005,0.07,0.35,2.5,99.79,283,58.3,18.9,45,0.2,<0.5,<0.5,0.2,0.3,0.2,<0.01,<0.1,<0.5,153,59,56.4,29.1,18,45.9,242.6,2.6,1,1.4,0.3,17,<1,0.7,3.6,0.3,2.2,4.9,19.1,119.9,13.4,30.4,3.66,15.2,3.19,0.91,3.29,0.56,3.22,0.69,1.98,0.3,1.92,0.31,0.42,VAN09004086,,,,,,,,,Intermediate,CALC-ALK Intermediate
609948,92J0402,N,57.05,0.588,15.18,5.43,0.11,3.79,4.35,0.99,3.79,0.126,0.028,1.58,<0.02,8.3,99.72,1252,20,0.6,59,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,112,149,128.5,22.4,15,114.8,73.8,1.8,1,<0.5,0.2,16.3,<1,0.5,3,0.3,1.7,3.8,12.8,113.1,10,23.2,2.77,11.4,2.38,0.71,2.31,0.38,2.07,0.42,1.2,0.2,1.2,0.19,0.4,VAN09004086,,,,,,,,,Intermediate,CALC-ALK Intermediate
609954,92J0430,N,60.52,0.611,15.5,6.4,0.08,2.59,4.13,2.39,1.98,0.136,<0.002,0.79,<0.02,5.5,99.84,350,2.7,1.4,57,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,120,30,26.3,19.7,16,68.7,175.9,1.8,<1,<0.5,0.1,18.5,<1,0.5,3.2,0.3,2.1,3.9,13.8,115.4,10.7,24.3,2.94,11.8,2.65,0.8,2.57,0.41,2.33,0.51,1.44,0.21,1.46,0.22,0.41,VAN09004086,,,,,,,,,Intermediate,CALC-ALK Intermediate
610156,TI4086,N,49.83,0.537,13.6,10.13,0.36,3.02,9.38,0.22,2.19,0.144,0.016,2.03,0.17,10.4,99.82,312,17.8,7.3,57,<0.1,1.5,0.8,<0.1,<0.1,0.2,<0.01,<0.1,<0.5,117,107,102.9,28.6,17,59.1,138.3,0.5,1,1.2,0.9,14.1,<1,0.5,2.6,0.4,1.7,4.8,17,104.1,11.4,26.1,3.09,12,2.69,0.88,2.74,0.47,2.78,0.58,1.75,0.28,1.8,0.3,0.91,VAN09005164,,,,,,,,,Intermediate,CALC-ALK Intermediate
610157,TI4087,N,45.04,0.541,13.64,16.1,0.45,3.77,8.38,0.11,1.2,0.133,0.015,1.83,<0.02,10.4,99.82,191,1,1.9,138,<0.1,1.1,<0.5,<0.1,<0.1,0.2,<0.01,0.1,<0.5,114,113,115.9,33.3,17,32.3,102.2,0.2,2,1.9,2.2,13.3,<1,0.5,3,0.4,1.9,5.3,17.8,104.7,11.7,27.5,3.14,12.5,2.64,0.73,2.58,0.47,2.83,0.56,1.75,0.28,1.75,0.29,0.88,VAN09005164,,,,,,,,,Intermediate,CALC-ALK Intermediate
609577,83J0065,N,58.03,0.622,15.62,7.14,0.11,5,5.99,4.59,0.91,0.146,0.019,0.04,0.03,1.6,99.78,157,87.6,2.6,23,<0.1,1.3,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,147,75,41.8,25.2,20,35.7,364.5,1.4,<1,<0.5,2.3,15.9,1,0.4,2.9,0.3,1.2,4.1,14.7,108.1,11.9,27.7,3.59,13.8,2.95,1,2.8,0.45,2.53,0.54,1.5,0.22,1.49,0.23,1.42,VAN09004085,,,,,,,,,Intermediate,CALC-ALK Intermediate
610158,TI4084,N,56.14,0.632,15.8,6.85,0.11,3.62,3.84,3.06,2.31,0.111,0.004,1.4,0.02,7.3,99.82,385,37.6,0.9,63,<0.1,3.4,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,106,36,31.8,17.7,14,52.6,168.3,0.9,<1,0.9,0.1,15.1,<1,0.5,2.7,0.3,1.6,4.3,14.1,109.4,10.5,24.4,2.83,12.3,2.48,0.77,2.45,0.43,2.55,0.48,1.44,0.22,1.47,0.23,1.18,VAN09005164,,,,,,,,,Intermediate,CALC-ALK Intermediate
609957,92J0441,N,59.6,0.522,12.88,6.67,0.08,8.09,4.26,3.25,0.91,0.099,0.081,0.08,<0.02,3.2,99.73,264,29,0.6,52,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,115,299,188.6,33.7,18,35.3,356.5,1.1,<1,<0.5,0.2,13,<1,0.4,2.3,0.2,1,3.1,10.3,86.6,7.2,17.2,2.09,8.7,1.87,0.58,1.89,0.32,1.72,0.36,1.01,0.16,0.99,0.16,0.61,VAN09004086,,,,,,,,,Intermediate,CALC-ALK Intermediate
609749,76J0146,N,55.83,0.7,17.24,6.63,0.12,4.25,7.53,4.71,0.42,0.129,0.041,0.11,0.06,2.2,99.8,211,53.1,0.6,42,<0.1,0.7,5.9,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,179,117,80,32.1,28,8.2,182.4,0.1,<1,<0.5,0.4,12.9,<1,0.2,1.6,0.2,0.6,3.4,11.6,61.1,7.8,18.6,2.35,10.6,2.13,0.61,2.13,0.36,1.97,0.39,1.19,0.19,1.16,0.18,1.15,VAN09004085,,,,,,,,,Intermediate,CALC-ALK Intermediate
610003,92J0789,N,56.57,0.664,16.33,7.17,0.11,5.06,4.24,4.65,0.44,0.143,0.013,0.5,<0.02,4.4,99.8,167,45.2,1.9,63,0.1,<0.5,0.6,0.1,<0.1,<0.1,<0.01,<0.1,<0.5,150,104,86.2,26.5,19,11,159.7,0.6,1,<0.5,<0.1,17,<1,0.5,2.9,0.3,2.2,4.7,16.6,112.5,11.6,28.3,3.55,15,3.05,0.98,3.01,0.52,2.87,0.62,1.71,0.25,1.72,0.26,0.81,VAN09004086,,,,,,,,,Intermediate,CALC-ALK Intermediate
609930,92J0244,N,53.06,0.563,13.77,8.35,0.25,5.45,14.17,2.93,0.41,0.118,0.093,0.05,<0.02,0.6,99.79,123,28.2,0.8,13,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,152,193,36.7,40.5,28,13.1,194.6,0.3,<1,0.6,0.2,14.1,<1,0.4,2.8,0.3,1.5,4.4,14.7,96.1,10.6,24.5,3.03,12.3,2.55,0.75,2.6,0.42,2.5,0.5,1.52,0.25,1.56,0.26,1.06,VAN09004086,,,,,,,,,Intermediate,CALC-ALK Intermediate
609509,73J0215,N,63.16,0.673,16.46,6.26,0.09,1.83,5.58,3.88,0.82,0.173,<0.002,<0.02,<0.02,0.9,99.83,174,19.4,1,49,<0.1,1.6,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,88,<20,11.1,15,10,12.7,300.1,0.7,1,<0.5,0.4,18.6,<1,0.4,3.4,0.4,1.6,5.5,12.1,132.5,15,33.5,3.94,15.1,2.89,0.91,2.69,0.42,2.32,0.44,1.27,0.21,1.23,0.19,0.36,VAN09004085,,,,,,,,,Intermediate,CALC-ALK Intermediate
609694,76J0493,N,62.56,0.685,16.69,6.7,0.11,2.77,1.71,2.21,3.04,0.111,0.08,0.73,0.66,3.1,99.78,315,71.6,2,172,<0.1,1.5,55.5,<0.1,0.1,0.2,<0.01,0.5,1,151,304,297.5,41.6,22,60.7,247.1,3.1,1,0.6,1.5,19.3,<1,0.5,3.2,0.3,1.6,4.7,10.2,119.6,11.8,28.3,3.33,13.9,2.81,0.87,2.33,0.38,2.15,0.4,1.2,0.18,1.25,0.17,1.23,VAN09004085,,,,,,,,,Intermediate,CALC-ALK Intermediate
609649,83J0482,N,59.11,0.61,14.79,6.13,0.1,3.27,11.92,1.45,0.04,0.115,0.038,0.05,<0.02,2.3,99.9,9,32.4,0.7,23,<0.1,2.5,1.1,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,147,97,42.8,28.2,25,0.6,125.6,<0.1,<1,<0.5,0.4,13.6,<1,0.1,1.3,0.2,0.4,3,10.2,49.7,6.2,14.5,1.93,8.4,1.82,0.63,1.9,0.3,1.72,0.36,1.04,0.16,1.06,0.16,1.39,VAN09004085,,,,,,,,,Intermediate,CALC-ALK Intermediate
610040,93D0209,N,56.42,0.67,16.19,8.04,0.12,6.55,3.62,3.98,0.44,0.146,0.016,<0.02,<0.02,3.6,99.82,88,2.4,0.9,73,<0.1,<0.5,<0.5,0.1,<0.1,<0.1,<0.01,<0.1,<0.5,157,114,110.1,29.2,19,9.5,160,0.3,<1,<0.5,0.2,16.1,<1,0.5,3,0.3,2,4.7,16.3,108.3,18.8,42.5,4.93,20.6,3.89,1.14,3.71,0.56,3.05,0.59,1.71,0.26,1.6,0.26,0.69,VAN09004086,,,,,,,,,Intermediate,CALC-ALK Intermediate
610146,TI0115,N,54.76,0.548,13.24,5.92,0.12,4.12,6.61,1.41,1.22,0.135,0.026,2.66,0.11,11.7,99.83,203,24.2,0.7,60,<0.1,0.8,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,98,124,110.4,19.3,15,33.1,122.5,0.8,1,0.7,<0.1,14.2,<1,0.6,3,0.4,1.6,5.2,20.6,117.4,13.5,30.9,3.57,14,3.08,0.89,3.46,0.61,3.58,0.69,2.16,0.32,2.07,0.31,0.49,VAN09005164,,,,,,,,,Intermediate,CALC-ALK Intermediate
610458,04-MGH-0798A,N,61.43,0.594,14.35,6.98,0.11,4.82,4.54,4.57,0.31,0.15,0.019,0.06,<0.02,1.9,99.8,79,55.9,5.1,47,<0.1,4.2,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,124,110,61.1,26.2,18,6.8,102.1,0.2,<1,<0.5,0.1,13.5,<1,0.6,3.5,0.5,2.1,5.6,18.6,117.6,12.8,29.2,3.43,13.8,2.9,0.84,3.09,0.51,2.95,0.61,1.86,0.3,1.85,0.3,0.82,VAN09005482,,,,,,,,,Intermediate,CALC-ALK Intermediate
610241,TI0060,N,69.65,0.567,13.69,4.92,0.06,0.71,2.02,4.79,0.57,0.217,<0.002,0.39,0.02,2.7,99.91,128,6.2,1.6,74,<0.1,<0.5,2,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,31,<20,4.8,6.7,7,10.8,161.6,0.5,<1,0.6,0.3,16.8,<1,0.6,3.7,0.4,2.1,5.4,15.9,134.3,17.6,39.4,4.92,19.7,3.85,1.04,3.64,0.57,3.07,0.57,1.57,0.23,1.47,0.21,0.68,VAN09005164,,,,,,,,,Intermediate,CALC-ALK Intermediate
610211,TB09003,N,53.74,0.56,13.32,13.54,0.32,3.76,5.05,0.48,1.56,0.147,0.017,1.38,0.66,7.3,99.84,142,65.8,3.1,69,0.1,6.1,6.2,<0.1,0.2,0.2,<0.01,<0.1,<0.5,95,84,71.9,25.2,15,43.2,57.3,0.8,<1,<0.5,0.4,12.7,<1,0.3,3.2,0.3,1.2,4.9,16.7,106.6,10.1,23.7,3.01,12.4,2.55,0.69,2.7,0.43,2.51,0.55,1.63,0.25,1.68,0.27,3.08,VAN09005165,,,,,,,,,Intermediate,CALC-ALK Intermediate
0,KL0757,N,55.84,0.906,21.48,2.9,0.06,1.35,2.46,6.04,3.72,0.24,0.01,0.88,0.04,4.9,99.86,564,47.8,0.8,30,<0.1,<0.5,1.1,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,191,<20,10.4,4.8,20,100.5,82.4,2.1,1,0.9,0.3,22.2,<1,0.6,3.8,0.4,2.2,5.6,16.4,149.1,18.6,42.2,5.39,22.2,4.29,1.2,3.54,0.54,2.96,0.58,1.64,0.23,1.56,0.24,0.44,VAN09006313,,,,,,,,,Intermediate,CALC-ALK Intermediate
609968,92J0533,N,55.47,0.702,16.63,7.62,0.09,4.56,5.28,4.35,0.24,0.116,0.006,0.47,<0.02,4.7,99.81,51,48.4,5.3,60,0.5,<0.5,0.8,0.5,<0.1,<0.1,<0.01,<0.1,0.9,168,67,58.5,25.5,21,6.7,183.8,0.7,<1,0.6,0.2,16.5,<1,0.5,2.8,0.4,1.8,4.2,17.7,100.9,11.2,25.2,3.05,12.8,2.93,0.98,2.91,0.54,3.02,0.63,1.86,0.28,1.83,0.28,0.87,VAN09004086,,,,,,,,,Intermediate,CALC-ALK Intermediate
609740,76J0137,N,45.69,0.605,14.3,12.01,0.18,3.2,8.94,2.65,1.42,0.113,0.008,1.82,4.2,10.7,99.79,290,62.5,6.2,58,0.4,8.1,16.1,0.4,<0.1,0.1,0.03,<0.1,1,115,68,70.4,42.7,18,45.3,123.7,0.7,88,1.7,1,14.2,<1,0.4,2.4,0.3,1,4.3,11.4,96.4,9,21.1,2.65,11,2.28,0.48,1.98,0.33,2,0.42,1.24,0.21,1.31,0.2,1.68,VAN09004085,,,,,,,,,Intermediate,CALC-ALK Intermediate
610359,MCD32-01,N,62.57,0.678,15.71,6.23,0.16,3.2,3.29,4.54,1.09,0.18,0.008,0.09,0.03,2.2,99.82,347,60.1,21.3,210,0.2,0.6,3.2,<0.1,0.3,0.5,<0.01,<0.1,<0.5,82,33,30.5,16.2,16,25.4,192.5,0.5,2,<0.5,0.6,18.7,<1,0.9,4.2,0.6,3.3,7.2,21.6,164.3,19.2,44.4,4.93,19.9,4,1.16,4.02,0.7,3.98,0.84,2.39,0.35,2.44,0.35,0.67,VAN09005164,,,,,,,,,Intermediate,CALC-ALK Intermediate
